演员,平均分,部数
林海韵,9.7,1
李婧,9.7,1
穆泓屹,9.7,1
肖竹,9.7,1
徐光明,9.7,1
站爱霞,9.6,1
苏秋冬,9.6,1
李伊,9.6,1
刘继红,9.6,1
张迎玖,9.6,1
王贵娥,9.6,1
欧阳奋强,9.6,1
沈璐,9.6,1
周月,9.6,1
王萱,9.6,1
徐丽霞,9.6,1
陈力,9.6,1
谷童,9.6,1
李志新,9.6,1
韩流流,9.6,1
姬玉,9.6,1
包志强,9.6,1
毕晨曦,9.6,1
石晓东,9.6,1
夏丽蓉,9.6,1
牟一,9.6,1
安雯,9.6,1
马广儒,9.6,1
胡泽红,9.6,1
夏明辉,9.6,1
杨小珍,9.6,1
闫怀礼,9.5,1
赵亚波,9.5,1
朱龙广,9.5,1
左大玢,9.5,1
张志明,9.5,1
汪粤,9.5,1
王忠信,9.5,1
耿晓辉,9.45,2
瑞恩·柯万腾,9.4,1
李潇廷,9.3,1
王丹彤,9.3,1
杨司晨,9.3,1
崔明浩,9.3,1
张乐昊_,9.3,1
何雨霏,9.3,1
张昕琦,9.3,1
张昕瑶,9.3,1
柳莹,9.3,1
孙云昆,9.3,1
张九妹,9.3,1
李小川,9.3,1
夏嘉伟,9.3,1
吕添尧,9.3,1
张元戎,9.3,1
黄岗,9.3,1
傅晓娜,9.3,1
兰娟,9.3,1
阚博,9.3,1
杨心仪,9.3,1
_淑_,9.3,1
王瑞虹,9.3,1
胡红燕,9.3,1
李兆林,9.3,1
廖丙炎,9.3,2
左浩,9.3,1
李剑平,9.3,1
曹漪姝,9.3,1
顾菲菲,9.3,1
梅关雪,9.3,1
秋琪,9.3,1
庄瑾,9.3,1
雷娟,9.3,1
张艺谋,9.3,1
魏辰然,9.3,1
胡磊,9.3,1
曹驰,9.3,1
曹骋,9.3,1
林锡彪,9.3,1
张新,9.3,1
谢先丽,9.3,1
金淑媛,9.3,1
马蕾蕾,9.3,1
王群英,9.25,2
沈琳,9.25,2
媛凤,9.25,2
赵一龙,9.25,2
曹海涛,9.2,1
顾也鲁,9.2,1
杨子纯,9.2,1
张建亚,9.2,1
吴贻弓,9.2,1
于本正,9.2,1
沙叶新,9.2,1
周志俊,9.2,1
徐金金,9.2,1
李天济,9.2,1
宋宁奇,9.2,1
任广智,9.2,1
曾丹,9.2,1
谢洪俊,9.2,1
王又龙,9.2,1
兰之光,9.2,1
朱申嘉,9.2,1
刘己,9.2,1
袁之远,9.2,1
郝春雪,9.2,1
邓宝,9.2,1
王乃恩,9.2,1
叶爽,9.2,1
巴登,9.2,1
贾康熙,9.2,1
王曾郅,9.2,1
范燕,9.2,1
刘淑敏,9.2,1
姬海鹰,9.2,1
杜岩,9.2,1
欧阳江月,9.2,1
张登平,9.2,1
梅玫,9.2,1
黄荣,9.2,1
舒淼,9.2,1
才艺,9.2,1
兰晓龙,9.2,1
杨在景,9.2,1
张衍,9.2,1
康晓熙,9.2,1
杨仲文,9.2,1
申怀琪,9.2,1
赵伊,9.2,1
筱翔飞,9.2,1
仲永清,9.2,1
田长青,9.2,1
张莺,9.2,1
金慧珠,9.2,1
吴天戈,9.2,1
江奇翰,9.2,1
钱卫东,9.2,1
周玉华,9.2,1
王迎奇,9.2,1
金明,9.2,1
冯鹏飞,9.2,1
焦长道,9.2,1
刘冰峰,9.2,1
李海鸽,9.2,1
冯峥,9.2,1
夏露,9.2,1
徐玉庭,9.2,1
林丹青,9.2,1
马云,9.2,1
王玲,9.2,1
陆晖,9.2,1
沈星浩,9.2,1
夏晓昀,9.2,1
钱青青,9.2,1
阮丽丽,9.2,1
王干一,9.2,1
舒逸宁,9.2,1
麦墨瑞,9.2,1
陈增无,9.2,1
伊娜珂,9.2,1
郑国础,9.2,1
糜子德,9.2,1
詹更新,9.2,1
康志新,9.2,1
楚键,9.2,1
史航,9.2,1
吴有才,9.2,1
安德宝,9.2,1
罗犀子,9.2,1
海浪,9.2,1
粟峥,9.2,1
张润宇,9.2,1
罗旭文,9.2,1
李少飞,9.2,1
林威,9.2,1
周全,9.2,1
於水,9.2,1
耿琪,9.2,1
林惠,9.2,1
宋晓蓉,9.2,1
张云,9.2,1
盖晓星,9.2,1
王纪勇,9.2,1
昃文江,9.2,1
杨海宇,9.2,1
战鹤文,9.15,2
董祁明,9.15,2
钟奕儿,9.1,1
李 丽,9.1,1
张伟忠,9.1,1
倪彩萍,9.1,1
崔傲菲儿,9.1,1
张思晨,9.1,1
翁馨,9.1,1
吴晓波,9.1,1
周艺,9.1,1
田中好子,9.1,1
陈舒宜,9.1,1
孙乐颜,9.1,1
陶冰蓝,9.1,1
饭冢雅弓,9.1,1
倪迎春,9.1,1
永井真理子,9.1,1
钟秋,9.1,1
韦梓彤,9.1,1
林乃桢,9.1,1
高琳子,9.1,1
赵智,9.1,1
史琦,9.1,1
李九松,9.1,1
陈国庆,9.1,2
仲代达矢,9.1,1
姚琪儿,9.1,1
马莉莉,9.1,1
钱程,9.1,1
孙伊雯,9.1,1
周益伦,9.1,1
上川隆也,9.1,1
刘戴恩,9.1,1
朗杰央宗,9.1,1
杨纳娜,9.1,1
钟熠_,9.1,1
王戎,9.1,2
郑坤范,9.1,1
谢海霞,9.1,1
马永,9.1,1
杨联春,9.1,1
张国荣,9.1,1
王炎冰,9.1,1
田勇,9.1,1
尹治,9.1,1
李起厚,9.1,1
翟佳,9.1,1
田春山,9.1,1
荣钦,9.1,1
柴孛志,9.1,1
李江,9.1,1
孟耿成,9.1,1
陈增祺,9.1,1
寒丰,9.1,1
袁乃旗,9.1,1
韩建平,9.1,1
常玉平,9.1,1
阿部力,9.1,1
裴秀彬,9.1,1
达瓦央宗,9.1,1
罗熙怡,9.1,1
何飞,9.1,1
刘怡麟,9.1,1
释小松,9.1,1
周漾_,9.1,1
艾梦欣,9.1,1
张泽晨,9.1,1
韩一诺,9.1,1
陈星宇,9.1,1
张靖晗,9.1,1
陈博政,9.1,1
赵奕琳,9.1,1
姚佳祺,9.1,1
黄林依阳,9.1,1
黄诚越,9.1,1
王项景浩,9.1,1
张良哲,9.1,1
许艺菲,9.1,1
李卓骞,9.1,1
付馨柔,9.1,1
卢俊辰,9.1,1
梁钦,9.1,1
刘紫璇,9.1,1
姚雯嘉,9.1,1
郑可卓颖,9.1,1
汪鑫瞳,9.1,1
于嘉欣,9.1,1
刘芸孜,9.1,1
李芝青,9.1,1
周巧诒,9.1,1
胡轶珂,9.1,1
郝戎,9.05,2
陈晓旭,9.05,2
杨强,9.0,1
李山,9.0,1
刘明,9.0,1
于洪涛,9.0,1
朱光有,9.0,1
张延平,9.0,1
张慧兰,9.0,1
赵学贤,9.0,1
刘建仁,9.0,1
刘慧逸,9.0,1
凌琳,9.0,1
周萍,9.0,1
曾凡强,9.0,1
唐春新,9.0,1
王一峰,9.0,1
王剑明,9.0,1
张柏鑫,9.0,2
张谊,9.0,1
徐利,9.0,1
乌兰其其格,9.0,1
凌峰,9.0,1
周佳北,9.0,1
田玉岐,9.0,1
刘天蔚,9.0,1
傅丽云,9.0,1
韩夫,9.0,1
谢荐,9.0,1
穆怀伟,9.0,1
杜明明,9.0,1
靳鹏,9.0,1
黄亚波,9.0,1
徐立起,9.0,1
解月,9.0,1
王晓玲,9.0,1
王凡奇,9.0,1
蒲心玉,9.0,1
梁西,9.0,1
李迎春,9.0,1
刘大印,9.0,1
陈大中,9.0,1
白杨,9.0,1
李小雷,9.0,1
关德俊,9.0,1
邢峰,9.0,1
刘意,9.0,1
张永丰,9.0,1
黄强,9.0,1
刘挺,9.0,1
胡珊珊,9.0,1
张洪铭,9.0,1
白穆,9.0,1
陈斌,9.0,1
马小矛,9.0,1
曹永祥,9.0,1
姚长安,9.0,1
张书田,9.0,1
宫雪花,9.0,1
郭旭,9.0,1
关一,9.0,1
朱祺隆,9.0,1
季天赋,9.0,1
许陈俊嘉,9.0,1
李晨雨,9.0,1
刘肇烨,9.0,1
牟丽燕,9.0,1
陈嫣嫣,9.0,1
王超荧,9.0,1
林佳妮,9.0,1
王音,9.0,1
朱梓郡,9.0,1
刘辉,9.0,1
王天乐,9.0,1
朱军,9.0,1
何勇生,9.0,1
廖东力,9.0,1
路遥,9.0,1
李野默,9.0,1
赵波,9.0,1
陈忠实,9.0,1
贾平凹,9.0,1
贾樟柯,9.0,1
吴天明,9.0,1
潘石屹,9.0,1
闻频,9.0,1
张太龙,9.0,1
高海成,9.0,1
李建军,9.0,1
魏华,9.0,1
王运生,9.0,1
闫沛,9.0,1
雪菲,9.0,1
王嘉浩,9.0,1
王俊鹏,9.0,1
闫以昌,9.0,1
贺云庆,9.0,1
罗天佑,9.0,1
吕晓霖,9.0,1
尹姝贻,9.0,1
王余阳,9.0,1
高果,9.0,1
曾子建,9.0,1
高梓刚,9.0,1
张兆忠,9.0,1
刘宣,9.0,1
鹿昊,9.0,1
孙建江,9.0,1
孙乐天,9.0,1
张美琪,9.0,1
国立刚,9.0,1
天笑,9.0,1
宁小花,9.0,1
于京京,9.0,1
博超,9.0,1
周军,9.0,1
罗学军,9.0,1
吴文_,9.0,1
岳士涵,9.0,1
陈睿,9.0,1
曾坤,9.0,1
张栋栋,9.0,1
李虎诚,9.0,1
杨凯迪,9.0,1
李胜强,9.0,1
丁嘉兰,9.0,1
吴晓东,8.95,4
梁达,8.95,2
王青山,8.95,2
金风,8.9,1
李桂生,8.9,1
张新科,8.9,1
曹春萱,8.9,1
汪丽虹,8.9,1
澹台仁慧,8.9,1
丛培信,8.9,1
赵文亮,8.9,1
任宝成,8.9,1
黄忠,8.9,1
李国立,8.9,1
黄湘阳,8.9,1
黄子千,8.9,1
孙万清,8.9,1
康垂家,8.9,1
李可,8.9,1
李雨农,8.9,1
叶京,8.9,1
于兰,8.9,1
盛才新,8.9,1
郑建民,8.9,1
章颖智,8.9,1
袁慧敏,8.9,1
王峰,8.9,1
曾令,8.9,1
殷姿,8.9,1
杨惠礼,8.9,1
武晔,8.9,1
田松,8.9,1
龚航宇,8.9,1
党永德,8.9,1
贾致罡,8.9,1
刘魁,8.9,1
李定保,8.9,1
尼格木图,8.9,1
殷宗杰,8.9,1
王谭,8.9,1
李荣君,8.9,1
常林,8.9,1
徐祖明,8.9,1
蔡鸿翔,8.9,1
刘晋,8.9,1
田江水,8.9,1
张彦春,8.9,1
夏和平,8.9,1
胡龙吟,8.9,2
施建岚,8.9,1
李潭,8.9,1
姜光宇,8.9,1
韩熙明,8.9,1
陈志刚,8.9,1
黄永铸,8.9,1
王木犊,8.9,1
蒋楠,8.9,1
王立敏,8.9,1
马红,8.9,1
孙承正,8.9,1
徐晓君,8.9,1
许东,8.9,1
陈昱,8.9,1
侯涛,8.9,1
张元昌,8.9,1
笑嘻嘻,8.9,1
绿杨,8.9,1
陈敬,8.9,1
高安义,8.9,1
顾睿涛,8.9,1
杨华生,8.9,1
李克伟,8.9,2
盘胤斐,8.9,1
小米,8.9,1
王汝刚,8.9,1
张樵侬,8.9,1
桑砚,8.9,1
金博,8.9,1
杜光炜,8.9,1
刘轩,8.9,1
郭阳,8.9,1
李芬,8.9,1
康健,8.9,1
曹世平,8.9,1
徐恩凡,8.9,1
王嘉鑫,8.9,1
肖淑丽,8.9,1
庞祖云,8.86,5
付以琳,8.85,2
李金江,8.85,2
武雨泽,8.85,2
于翔,8.85,2
丁翔南,8.85,2
王思宇,8.85,2
安洁,8.85,2
李斌,8.85,2
赵志军,8.8,1
李泽章,8.8,1
祝瑞 闫旷达,8.8,1
孙紫琳,8.8,1
李培明,8.8,1
刘冲,8.8,2
徐熙涵,8.8,1
善亭,8.8,1
冯启龙,8.8,1
张震,8.8,1
李佳轩 梅岳,8.8,1
孙承政,8.8,2
卫晓茼,8.8,2
王志义,8.8,1
梁永璋、丁沙生,8.8,1
许丽萍、张英,8.8,1
李雄,8.8,1
李胜达,8.8,1
李建国,8.8,1
扈强,8.8,1
周国治,8.8,3
李德,8.8,1
MC伦鹏,8.8,1
王晓青,8.8,1
李道南,8.8,1
曹冬羽,8.8,1
于文韬,8.8,1
王洋东,8.8,1
张瑞春、张弓,8.8,1
李彤,8.8,1
陈宏钊,8.8,1
贺德光,8.8,1
徐春娣,8.8,1
李俊,8.8,1
熊亮,8.8,1
熊磊,8.8,1
张竹,8.8,1
熊鹏慧,8.8,1
贝逸宁,8.8,1
莲洁,8.8,1
绳玉琴,8.8,1
范艺萌,8.8,1
单雯俪,8.8,1
刘文曲,8.8,1
唐广书,8.8,1
李秀冬,8.8,1
华渭强,8.8,1
刘真,8.8,1
王涛,8.8,3
孙莹莹,8.8,1
溟溟龙,8.8,1
刘芷汐,8.8,1
孙伟峰,8.8,1
叶政潼,8.8,1
吕赢,8.8,1
白洋,8.8,1
徐恒华,8.8,1
张杭,8.8,1
李爱晶,8.8,1
杨溢,8.8,1
康保民,8.8,1
张璋,8.8,1
李东,8.8,1
李路遥,8.8,1
王晓波,8.8,1
文月明,8.8,1
邓海燕,8.8,1
尹承龙 孙梦璇,8.8,1
闫羽,8.8,1
邵帅,8.8,1
李轩,8.8,1
宋梵常乐,8.8,1
鹰酱,8.8,1
戴文超,8.8,1
惠建国,8.8,1
柳冰光,8.8,1
宋金奇,8.8,1
苏晴,8.8,1
金潇,8.8,1
宋志安,8.8,1
鄢佳辉,8.8,1
肖伽芮,8.8,1
霍亚楠,8.8,1
孙燕华,8.8,1
施琅,8.8,1
李昭,8.8,1
韩岚,8.8,1
玉头,8.8,1
程泓,8.8,1
张文东,8.8,1
吴潇娜,8.8,1
马星耀,8.8,1
邵华,8.8,1
李婉芬,8.8,1
李维康,8.8,1
高维启,8.8,1
郑邦玉,8.8,1
棒子,8.8,1
吴祯 ,8.8,1
宋懿洁,8.8,1
李保国,8.8,1
蒋宇韬,8.8,1
仇世有,8.8,1
胡健星,8.8,1
潘嘉俊,8.8,1
仇雨暮,8.8,1
潘米多,8.8,1
孙丽军,8.8,1
多福,8.8,1
王涵,8.8,1
吴祥礼,8.8,1
汤果果（七号）,8.8,1
孙亚龙（笑笑）,8.8,1
李一兵,8.8,1
刘佳潼,8.8,1
三毛,8.8,1
陈蕾,8.8,1
罗沐,8.8,1
李浩宇（西卡）,8.8,1
袁文君,8.8,1
孟晨,8.8,1
简爱,8.8,1
曹旭鹏,8.8,1
周淑怡,8.8,1
闫青,8.8,1
佟瑞冬,8.8,1
李威俊（死亡宣告）,8.8,1
胡凯利（洞主）,8.8,1
田龙,8.8,1
孙博文,8.8,1
MC歌者阳子,8.8,1
兔子,8.8,1
何群,8.8,2
李牧,8.8,1
何雅洁,8.8,1
孙蛟龙,8.77,3
张欣,8.75,2
杨博,8.75,2
伍强,8.75,2
郭萱,8.75,2
刘娜,8.75,2
战士强,8.75,2
谭宗尧,8.75,2
王倩,8.75,2
刘启恒,8.75,2
高文峰,8.75,2
吕启凤,8.73,3
朴珊,8.7,1
郝京京,8.7,1
格子,8.7,1
葛张君,8.7,1
关_淼,8.7,1
施文心,8.7,1
韩再芬,8.7,2
麦麦提图尔荪·麦麦提力,8.7,1
钟萍,8.7,1
陆树铭,8.7,3
阮鹏,8.7,1
金草,8.7,1
肖伟,8.7,1
孙彦军,8.7,3
米冈宽纯,8.7,1
郭万超,8.7,1
夏一可,8.7,1
沐雪若菲,8.7,1
陈博,8.7,1
克·恩·库奇金,8.7,1
嘉央桑珠,8.7,1
王领,8.7,1
王淑琴,8.7,2
叶·弗·瓦尔茨,8.7,1
房栋,8.7,1
尤·勒·叶戈罗夫,8.7,1
袁晟珉,8.7,1
李晨语,8.7,1
尚怡琳,8.7,1
顾珂嘉,8.7,1
朱之文,8.7,1
孔龙震,8.7,1
银艺,8.7,1
马藜,8.7,1
赵鹏,8.7,1
胡晓军,8.7,1
刘连生,8.7,1
金宝,8.7,1
阿迪力·买买提吐热,8.7,1
曹鹏,8.7,1
伍元生,8.7,1
孙立忠,8.7,1
沈晓,8.7,1
刁熙娟,8.7,1
陆军,8.7,1
吴吉良,8.7,1
魏子淇,8.7,1
王俊浩,8.7,1
安娜·捷尼拉洛娃,8.7,1
谢迎秋,8.7,1
张辉力,8.7,1
沈小谦,8.7,1
张健新,8.7,1
于鼎,8.7,1
杨成纯,8.7,1
丁建华,8.7,1
顾红蔚,8.7,1
段力引,8.7,1
周澄奥,8.7,1
李牵,8.7,1
许梦圆,8.7,1
赵健雷,8.7,1
曹恩齐,8.7,1
柳俊岐,8.7,1
姜_,8.7,1
蒋宜儒,8.7,1
李博洋,8.7,1
田宜峰,8.7,1
蒯伊琳,8.7,1
王美娟,8.7,1
杨厚_,8.7,1
董日_,8.7,1
阿·阿·捷里亚耶娃,8.7,1
童自荣,8.7,1
Tatyana Ostap,8.7,1
Aleksandra Teryaeva,8.7,1
阿·叶·索科洛夫,8.7,1
特·亚·奥斯塔普,8.7,1
德·布·西蒙年科,8.7,1
斯·阿·格拉德涅娃,8.7,1
叶·格·马尔采娃,8.7,1
勒·普·科列斯尼科娃,8.7,1
毛爱宁,8.7,1
勒·姆·卡扎科娃,8.7,1
伊·格·瑟索延科,8.7,1
奥·伊·博伊科,8.7,1
尤·弗·罗戈列夫,8.7,1
伊·姆·奥梅利科夫,8.7,1
龙吟,8.7,1
弗叶·贡恰鲁克,8.7,1
德·伊·伊夫金,8.7,1
徐刚,8.7,1
安妮,8.7,1
李锴,8.7,1
魏轩,8.7,1
刘乃强,8.7,1
雍和平,8.7,1
高策,8.7,1
贾雨岚,8.7,1
陈丽娟,8.7,2
傅学成,8.7,1
初晓,8.7,1
小泽征悦,8.7,1
田中裕子,8.7,1
祖拜丹木·艾山,8.7,1
胡明明,8.7,1
凌弈,8.7,1
沈小边,8.7,1
江群,8.7,1
谭洪波,8.7,1
李国平,8.7,1
张蕾,8.65,2
高田昊,8.65,2
周贤珍,8.65,2
马小宁,8.65,2
应岱臻,8.63,3
刘子枫,8.63,7
方青平,8.6,1
许忠全,8.6,1
陈戈,8.6,1
王喜元,8.6,1
栾胡华,8.6,1
关辉,8.6,1
张延炳,8.6,1
李海贝,8.6,1
伍仁斌,8.6,1
王鸣,8.6,1
吴雨桥,8.6,1
刘捷,8.6,1
陈惠娟,8.6,1
罗吉龙,8.6,1
陈松,8.6,3
元亮,8.6,1
胡俊,8.6,1
山田邦子,8.6,1
泽口靖子,8.6,1
方文强,8.6,3
张涵,8.6,1
刘永田,8.6,1
葛平,8.6,3
陈敏,8.6,1
宋义峰,8.6,1
柏鸿文,8.6,1
肖岳,8.6,1
陈光忠,8.6,1
陆凯,8.6,1
芭芭拉·威尔舍,8.6,1
黄宇娟,8.6,1
李鑫,8.6,1
徐路,8.6,1
蒋立国,8.6,1
王霞,8.6,1
场昆,8.6,1
胡灵灵,8.6,2
周晓芬,8.6,1
范近轮,8.6,1
赵冉,8.6,1
郭菁菁,8.6,1
梁婷,8.6,1
吴宝国,8.6,1
肖扬,8.6,1
贾科,8.6,1
罗伯特,8.6,1
李希恩,8.6,1
陈康,8.6,1
陈紫鹏,8.6,1
刘旺,8.6,1
许威,8.6,1
张论,8.6,1
曹雪晴,8.6,1
刘文晶,8.6,1
余小玲,8.6,1
黄新德,8.6,1
周光大,8.6,1
徐宝忠,8.6,1
蔡小伟,8.6,1
肖谨,8.6,1
陈功,8.6,1
冯磊,8.6,1
杨福强,8.6,1
王金璐,8.6,1
廖小宣,8.6,1
汪月洁,8.6,1
胡明克,8.6,1
王跃晋,8.6,1
王卫平,8.6,1
蔡保国,8.6,1
唐玉生,8.6,1
杨冬虎,8.6,1
符学斌,8.6,1
潘耀初,8.6,1
夏志平,8.6,1
陆继东,8.6,1
林燕玉,8.6,2
梁丹昵,8.6,1
王同乐,8.6,1
慕青,8.6,1
李海龙,8.6,1
徐源捷,8.6,1
施大为,8.6,1
七小龄童,8.6,1
刘柳,8.6,1
罗鸿,8.6,1
卢明,8.6,1
孔庆子,8.6,1
叶晖,8.6,1
贺松寿,8.6,1
邓雨倩,8.6,1
章立新,8.6,1
莲琪,8.6,1
吴玮蓉,8.6,1
王宜谦,8.6,1
孙兆南,8.6,1
宁静 刘佩琦,8.6,1
邵琪,8.6,1
高昌昊,8.6,1
李世龙,8.6,1
李海峰,8.6,1
李晓嘉,8.6,1
张小虎,8.6,1
王湘平,8.6,1
宋谷,8.6,1
周曙,8.6,1
梅志刚,8.6,1
翟鹏,8.6,1
朱建民,8.6,1
杨珊珊,8.6,1
李俊豪,8.57,3
毛猛达,8.55,2
姚奥依,8.55,2
张文蓉,8.55,2
黄凯,8.55,2
肖杨博涵,8.55,2
杨知周,8.55,2
宋卿,8.55,2
王铮,8.55,2
杨_奎,8.55,2
余亚颖,8.55,2
蔡嘉诚,8.55,2
周继伟,8.55,2
陈荣达,8.55,2
郭飞歌,8.55,2
章玉善,8.55,2
刘汗,8.53,3
刘红星,8.53,3
宁理,8.53,3
李靖飞,8.5,2
徐念福,8.5,1
川子,8.5,1
刘楠,8.5,2
赵曦,8.5,2
徐唯,8.5,1
陈思,8.5,2
王安秋,8.5,2
陈越,8.5,1
陈凤桐,8.5,2
约翰·加纳德,8.5,1
丛鹏飞,8.5,1
周冰倩,8.5,1
哼哼,8.5,1
张栩,8.5,1
刘寿宇,8.5,1
金泠云,8.5,1
曾秋生,8.5,1
牟紫,8.5,1
卢杉,8.5,2
党晋阳,8.5,1
史健全,8.5,1
杜宗国,8.5,1
陈平,8.5,1
张皓卿,8.5,1
于伟杰,8.5,1
袁满,8.5,3
王丽波,8.5,1
英若诚,8.5,2
毛依文,8.5,1
鞠士宏,8.5,1
于菁,8.5,1
王玉珍,8.5,1
徐晓贝,8.5,2
孙世明,8.5,1
孙少渤,8.5,1
杨悯娜,8.5,1
潘结,8.5,2
李长年,8.5,1
邰华,8.5,1
郭伟琳,8.5,1
董梁,8.5,1
武和平,8.5,1
胡安太,8.5,1
雷丹,8.5,1
孙跃进,8.5,1
李靖,8.5,2
吴晓亮,8.5,2
萧玮,8.5,1
Green Peace,8.5,1
马亮,8.5,1
蒋笑笑,8.5,1
丁继勇,8.5,1
郭冠琳,8.5,1
丁乙,8.5,1
孔飞,8.5,1
刘运元,8.5,1
陈铁军,8.5,1
张珏,8.5,1
施天音,8.5,1
张锋,8.5,1
胡世群,8.5,2
裴娴哲,8.5,1
兰一添,8.5,1
李天恩,8.5,1
傅以宏,8.5,1
齐如意,8.5,1
费宏,8.5,1
李扬,8.5,2
吴俊,8.5,1
车孝东,8.5,1
宁南,8.5,1
沈桐,8.5,1
王丹宁,8.5,1
张星辰,8.5,1
张士会,8.5,1
肖驰,8.5,1
刘戈滨,8.5,2
王凤斌,8.5,1
马加奇,8.5,2
胡荣华,8.48,4
吕齐,8.48,4
甘雨,8.47,3
杨涵斌,8.45,4
邓鸣,8.45,2
江化霖,8.45,2
茅威涛,8.45,2
董向荣,8.45,2
丛林,8.45,2
倪以临,8.45,2
东方闻樱,8.45,2
张可佳,8.45,2
王建成,8.45,2
哈斯其其格,8.45,2
郭霄珍,8.42,4
周丽华,8.4,1
高国华,8.4,1
李巍,8.4,1
张亚男,8.4,1
林夏薇,8.4,1
程学斌,8.4,1
卢超凡,8.4,2
田雨晴,8.4,1
张琛,8.4,2
石晨,8.4,1
王少伟,8.4,1
龙劭华,8.4,1
邢凯,8.4,1
福莱德,8.4,1
戴博,8.4,1
程武,8.4,1
何雨虹,8.4,1
慎广兰,8.4,1
李海涛,8.4,1
罗曼君,8.4,1
林悦章,8.4,2
张正元,8.4,1
郝教勇,8.4,1
石俊辉,8.4,1
朱晨迪,8.4,1
沈洁,8.4,1
龚朝,8.4,1
周桂云,8.4,1
穆静,8.4,1
王兰英,8.4,1
林国斌,8.4,1
朱玲,8.4,1
常景如,8.4,5
松浦敬之,8.4,1
孙晨,8.4,1
刘艳臣,8.4,1
汪芦云,8.4,1
辛凯,8.4,1
王晓莎莎,8.4,1
邓宁 Ning Deng,8.4,1
郭平,8.4,1
法塔霍娃·奥列夏·阿列克桑德罗芙娜,8.4,1
赵瑞,8.4,1
王媛可 Yuanke Wang,8.4,1
曲浩天,8.4,1
潘洁,8.4,1
张颂文,8.4,2
张胤哲,8.4,1
马兰,8.4,2
鲁佳妮,8.4,1
韩军,8.4,2
贾宏伟,8.4,1
万丽伟,8.4,1
陆亚鹏,8.4,1
刘婷,8.4,1
高正,8.4,1
姚力烨,8.4,1
赵之连,8.4,1
高兴建,8.4,1
宋福森,8.4,1
万济民,8.4,1
马魁,8.4,1
关海龙,8.4,1
李梦恬,8.4,1
陈肇群,8.4,1
王夫棠,8.4,1
陈渝中,8.4,1
张秀岩,8.4,1
王霓,8.4,1
李木子,8.4,1
史晓僮,8.4,1
田春奎,8.4,1
王子今,8.4,1
叶仲寅,8.4,1
钱惠丽,8.4,1
何嘉仪,8.4,1
邓翔宇,8.4,1
林默予,8.4,2
傅勇凡,8.4,2
张巨明,8.4,1
柳洋,8.4,1
毛微,8.4,1
乔雪凤,8.4,1
Randell,8.4,1
蔡丽萍,8.4,1
王笑龙,8.4,1
张梦星,8.4,1
王振利,8.4,1
刘袖杰,8.4,1
罗情怡,8.4,1
李昕芮,8.4,1
Burnett Frances Aisika,8.4,1
Wongboonmark Phanukorn,8.4,1
张瞳,8.4,3
韩占勇,8.4,1
黄彦麟,8.4,1
田景山,8.4,1
王广智,8.4,1
张乐天,8.4,1
王鹏,8.4,1
侯静萱,8.4,1
George ricketts,8.4,1
全奕丞,8.4,1
姜雯雯,8.4,1
许丕一,8.4,1
Praihirun Marttra,8.4,1
lsabeL,8.4,1
张希才,8.4,1
李世玺,8.4,1
吴海燕,8.4,1
姚兵友,8.4,1
张扬,8.4,1
徐郭紫杉,8.4,1
于子健,8.4,1
徐玉峰,8.4,1
郝超,8.4,1
宋玉红,8.4,1
亚历山大·巴甫洛夫,8.4,1
冯凡,8.4,1
贺祝平,8.4,1
刘自强,8.4,1
林玉佳,8.4,1
黄家德,8.4,1
郑军,8.4,1
张辛元,8.4,1
张章,8.4,1
王朝,8.4,1
吴阳,8.4,1
赵艺涵,8.4,1
吴启楠,8.4,1
吴永波,8.4,1
王小帅,8.4,1
唐小然,8.4,1
吉克杰拉,8.4,1
张妙,8.4,1
樊韵儿,8.4,1
谢雨薇,8.4,1
李宝利,8.4,1
杨晓雯,8.4,1
金毅,8.4,1
健子,8.4,1
潘兴源,8.4,2
韩夫一,8.4,2
米乐,8.4,1
刘翰秦,8.4,1
王留胜,8.4,2
杨彤,8.4,1
宋忆宁,8.37,3
啜二勇,8.37,3
朱旭,8.36,8
王继世,8.35,2
余彬,8.35,2
村里,8.35,2
余爱民,8.35,2
戈治均,8.35,6
乔治,8.35,2
刘晓莉,8.35,2
杜建桥,8.35,2
李晔,8.35,2
朱子墨,8.35,2
蓝天,8.35,2
叶恺文,8.35,2
彭蓝,8.35,2
吕毅,8.35,2
袁媛,8.35,2
赵志君,8.35,4
奇梦石,8.33,3
纪帅,8.3,1
张艺丹,8.3,1
戴金正,8.3,1
徐小恪,8.3,1
朱国瑜,8.3,1
松峰莉璃,8.3,2
朱维民,8.3,1
曹洪,8.3,1
陈果,8.3,1
杨新洲,8.3,1
周逵,8.3,1
陈旭鹏,8.3,1
张慧雯,8.3,2
李路,8.3,1
何川,8.3,1
马国华,8.3,1
盖琛雨,8.3,1
李义,8.3,1
胡林,8.3,1
徐宁,8.3,1
金春,8.3,1
曲晓璐,8.3,1
许多,8.3,1
陈春,8.3,1
胡蓉蓉,8.3,1
袁军,8.3,1
邱梓童,8.3,1
史政涵,8.3,1
盛凡,8.3,1
巩金国,8.3,1
赵文春,8.3,1
张世民,8.3,1
努尔比亚,8.3,1
薛晓帆,8.3,1
刘柏希,8.3,2
贾米娜,8.3,1
亚飞,8.3,1
赵晓飞,8.3,1
包云飞,8.3,1
腾宝才,8.3,1
刘辛格,8.3,2
魏兵,8.3,1
