演员,平均分,部数
王钦,6.8,1
李振锋,6.8,1
王江华,6.8,1
尚建慧,6.8,1
王龄,6.8,1
鲁俊,6.8,1
郭子芳,6.8,1
高利玲,6.8,1
吉祥,6.8,1
吴东芳,6.8,1
柯受良,6.8,1
邓嘉,6.8,1
黄子恒,6.8,2
蒋佳恩,6.8,2
许晓丹,6.8,1
许广庆,6.8,1
许剑,6.8,1
钟汉豪,6.8,1
王禾,6.8,1
何叶,6.8,2
董代源,6.8,1
艾威,6.8,5
曹琦,6.8,1
小冉,6.8,1
杨梓琛,6.8,1
李赞,6.8,1
小暄,6.8,1
小羽,6.8,1
杀杀,6.8,1
杨益,6.8,1
刘毅,6.8,1
贾明岭,6.8,1
高森,6.8,2
缪良,6.8,1
陈清,6.8,1
柳继,6.8,1
陈斌虎,6.8,1
高家福,6.8,1
王晶瑞,6.8,1
林潇,6.8,1
唐旭,6.8,5
薛国平,6.8,1
阿尔法,6.8,1
汤希铭,6.8,1
陈倩倩,6.8,1
吴君如,6.8,1
张学浩,6.8,1
牛娜,6.8,1
张运济,6.8,1
李凤绪,6.8,10
巢萍,6.8,1
田加达,6.8,1
钱迪迪,6.8,1
郭柯彤,6.8,1
马东,6.8,1
蔡沅江,6.8,2
向月,6.8,1
蒋雪,6.8,1
顾美华,6.8,1
_璇,6.8,1
_文慈,6.8,1
__泰,6.8,1
_家琪,6.8,1
丁健,6.8,2
谢贤,6.8,1
常戎,6.8,18
刘昊然,6.8,5
白红标,6.8,2
银雪,6.8,2
魏健隆,6.8,2
张洋,6.8,3
求斯,6.8,2
王皓轩,6.8,2
李灿森,6.8,1
宋本中,6.8,1
陈惠敏,6.8,1
王大宇,6.8,2
薛晓龙,6.8,2
金鹏,6.8,2
史林,6.8,3
王连生,6.8,1
朱捷,6.8,1
周悦,6.8,1
刘东,6.8,2
鲁昕,6.8,2
谢冰冰,6.8,2
赵贞恩,6.8,1
鲁昕儿,6.8,2
来子_,6.8,1
王锐,6.8,1
韩继明,6.8,2
陈海亮,6.8,1
吴志雄,6.8,1
李卓钊,6.8,1
韩朴俊,6.8,1
黄树棠,6.8,1
黄柏文,6.8,1
陈欣健,6.8,1
郭奕芯,6.8,1
黄伊汶,6.8,1
周群达,6.8,1
张建声,6.8,1
柯有伦,6.8,1
陈嘉桓,6.8,1
彭敬慈,6.8,1
侯勇,6.8,41
李悦溪,6.8,2
李洪涛,6.8,30
陈小影,6.8,1
陈观慧,6.8,1
王艺伦,6.8,1
张舸,6.8,1
邹旭峰,6.8,1
Glen Sparer,6.8,1
箫婷,6.8,1
许霞,6.8,1
Rene Godin,6.8,1
杨均伯,6.8,1
谢宇峰,6.8,1
王晓佳,6.8,1
赵依雯,6.8,1
刘景毅,6.8,1
袁珊珊,6.8,1
钱蓓婷,6.8,1
David Tom,6.8,1
Thomas Shanahan,6.8,1
周世谊,6.8,1
潘美如,6.8,1
李翰均,6.8,1
孙伟豪,6.8,3
吕行,6.8,14
尹亮,6.8,1
刘华鑫,6.8,1
杨韬歌,6.8,4
高海,6.8,2
隋抒洋,6.8,1
李梁,6.8,1
杨瑞霞,6.8,1
刘思思,6.8,1
Felicia Womack,6.8,1
扈茜茜,6.8,1
雪山,6.8,1
邹_,6.8,1
杨若兮,6.79,23
黄爱玲,6.79,15
丁宁,6.79,10
白客,6.79,18
肖雨雨,6.79,8
王珞丹,6.79,15
苏小明,6.79,8
秦焰,6.79,24
苗圃,6.79,30
王姬,6.79,47
果靖霖,6.78,15
肖茵,6.78,9
祁艳,6.78,4
大鹏,6.78,5
文颂娴,6.78,4
孙玮,6.78,9
王博谷,6.78,13
姬晓飞,6.78,4
朱翊,6.78,4
牛莉,6.78,37
杨紫,6.78,25
钱志,6.78,5
柯达,6.78,12
迟蓬,6.78,9
赵毅,6.78,35
高放,6.77,7
肥龙,6.77,3
曹力,6.77,15
杨昆,6.77,29
蒋昌义,6.77,3
刘小宁,6.77,3
徐玉兰,6.77,3
代文雯,6.77,3
蒲冰墨,6.77,6
王子睿,6.77,3
林永健,6.77,46
梁丹妮,6.77,16
虞梦,6.77,12
王博,6.77,3
温兆伦,6.77,11
李解,6.76,20
曹颖,6.76,24
李又麟,6.76,7
叶一云,6.76,9
程莉莎,6.76,5
徐松子,6.76,7
连奕名,6.76,27
吴军,6.76,13
施京明,6.76,23
左小青,6.76,33
徐嘉苇,6.76,5
杨子骅,6.76,15
秦海璐,6.75,35
郑诚,6.75,2
潘元甲,6.75,4
陈茂林,6.75,2
马玉红,6.75,2
郑卫莉,6.75,14
刘宝文,6.75,2
李彦明,6.75,4
孔维,6.75,15
邓皓,6.75,2
董志华,6.75,6
王军,6.75,4
侯天来,6.75,32
刘大为,6.75,4
张国丰,6.75,2
张文艺,6.75,2
童瑶,6.75,15
刘刚,6.75,2
韩丹彤,6.75,6
黄奕,6.75,21
韩振华,6.75,11
代乐乐,6.75,17
茹天,6.75,2
田娃,6.75,4
陈柏霖,6.75,2
陈凯,6.75,4
高山,6.75,2
吕平滢,6.75,2
郝岩,6.75,4
郭帅,6.75,2
李俊浩,6.75,2
林熙蕾,6.75,2
史良,6.75,2
刘劲,6.74,30
刘文治 ,6.74,11
郑昊,6.74,13
高亚麟,6.74,27
张洪杰,6.74,18
于娜,6.74,16
张恒,6.74,26
夏雨,6.74,24
高姝瑶,6.74,9
陈卫,6.74,9
杨冬,6.74,7
何政军,6.74,35
李建义,6.74,30
李建新,6.74,8
蔡明,6.73,16
李静,6.73,12
李欣,6.73,3
刘嘉玲,6.73,3
徐扬,6.73,3
任洛敏,6.73,3
赵文卓,6.73,15
翟乃社,6.73,3
阎青妤,6.73,10
平田康之,6.73,3
佟凡,6.73,3
杨雯雯,6.73,3
秦一铭,6.73,3
方野,6.73,3
蒙亭宜,6.73,3
王坤,6.72,4
陈慧娟,6.72,4
赵玲琪,6.72,14
赵会南,6.72,9
王子子,6.72,6
梅年佳,6.72,5
左百学,6.72,4
潘虹,6.72,63
姬麒麟,6.72,15
姜寒,6.72,5
蔡晶,6.72,4
李小冉,6.72,44
雷佳,6.72,4
曾黎,6.72,32
商蓉,6.72,9
铁伟光,6.72,4
宗晓军,6.72,6
柳彬,6.72,6
章婷婷,6.72,4
白敬亭,6.72,4
詹小楠,6.72,8
牟凤彬,6.71,9
聂鑫,6.71,8
张宁江,6.71,8
李若彤,6.71,8
张世,6.71,15
刘畅,6.71,15
岳丽娜,6.71,8
郭晓婷,6.71,17
苇青,6.71,7
田璐,6.7,1
万峰,6.7,1
马秋梓,6.7,1
丁鹏,6.7,1
官鑫,6.7,1
袁玉良,6.7,1
何宇均,6.7,1
杜甜,6.7,1
龙天翔,6.7,1
王思雅,6.7,4
贺庆智,6.7,1
韩静茹,6.7,1
钟祺,6.7,2
薛白,6.7,1
裴中中,6.7,1
周世艺,6.7,1
周骏超,6.7,1
张雅涵,6.7,1
胡文阁,6.7,1
马伦,6.7,1
王美英,6.7,1
王浩歌,6.7,2
林海,6.7,1
姚芊羽,6.7,27
高郡伟,6.7,3
王冠男,6.7,1
赵海燕,6.7,2
张承,6.7,2
狄志杰,6.7,1
王自健,6.7,1
刘一舟,6.7,1
郭京波,6.7,1
赵文_,6.7,35
冯小勐,6.7,1
周瑾,6.7,1
伏玟晓,6.7,1
孙亚男,6.7,1
杨宝河,6.7,1
张学津,6.7,1
童菲,6.7,3
海芬,6.7,1
小小彬,6.7,1
郭震,6.7,2
李李仁,6.7,2
李玉华,6.7,1
赵冰,6.7,1
于震宇,6.7,1
邓玉婷,6.7,1
闫光明,6.7,3
郭新,6.7,1
安唯绫,6.7,1
林予_,6.7,1
洪卓立,6.7,1
林宇阳,6.7,1
王鹏凯,6.7,6
宋茹惠,6.7,1
包荣康,6.7,2
郭锡瑞,6.7,1
王华,6.7,3
郑家榆,6.7,5
陈良平,6.7,2
钱哆多,6.7,2
张存珠,6.7,1
安翅,6.7,1
严永_,6.7,1
屈中恒,6.7,5
乔立生,6.7,3
孙杨,6.7,2
易小星,6.7,6
姚未平,6.7,2
肖华荣,6.7,2
董杰,6.7,1
段静,6.7,1
源唯杰,6.7,3
杨梓艺,6.7,1
王彩莉,6.7,2
金沛辰,6.7,1
林笑石,6.7,1
刘尚娴,6.7,1
陈男,6.7,3
韩松,6.7,1
徐 帆,6.7,1
周浩,6.7,1
刘倩,6.7,1
屈_,6.7,4
李贞贤,6.7,1
王烛明,6.7,1
周旭奇,6.7,3
曹随风,6.7,1
孟庭丽,6.7,1
吕夏葳,6.7,1
王源,6.7,6
车仁表,6.7,3
李昊宇,6.7,1
王成思,6.7,1
徐福来,6.7,2
屈刚,6.7,6
何子君,6.7,1
王大安,6.7,2
谢波,6.7,1
力平,6.7,1
范军,6.7,1
郭小东,6.7,1
魏小海,6.7,1
叶大鹰,6.7,1
杨翌,6.7,1
晨辰,6.7,1
薛山,6.7,4
齐一闻,6.7,1
许戈,6.7,1
袁莉,6.7,1
储小蕾,6.7,2
全解放,6.7,1
王征宇,6.7,1
韦弈波,6.7,1
李芳,6.7,1
石田壹成,6.7,1
潘婕,6.7,2
马媛,6.7,1
蔡君茹,6.7,3
翟煦飞,6.7,1
陈青,6.7,1
高凯,6.7,1
刘世杰,6.7,2
尹子维,6.7,4
傅晓,6.7,1
候彦西,6.7,1
王子刚,6.7,1
盛石头,6.7,1
马圆圆,6.7,1
刘仪伟,6.7,6
李家怄,6.7,1
邓欣,6.7,1
白冰冰,6.7,3
董彦麟,6.7,2
吴敬杰,6.7,1
洪涂,6.7,1
赵虎,6.7,1
徐东,6.7,1
吴一,6.7,1
蕴衡,6.7,1
朱晓春,6.7,1
姚鸿明,6.7,1
刘义,6.7,1
秦晓洋,6.7,1
赵俊博,6.7,1
项博,6.7,1
姚侃,6.7,1
宋洁,6.7,1
宋茹慧,6.7,1
嘉玲,6.7,2
陈诗丹,6.7,1
王东辉,6.7,1
徐佳婧,6.7,1
钟镇涛,6.7,5
沈杭婷,6.7,1
陈浩文,6.7,1
马小军,6.7,1
王朴,6.7,1
何强,6.7,1
张红宇,6.7,1
彭丹,6.7,6
王俪桦,6.7,1
梁俊雯,6.7,1
茅圆君,6.7,1
张永达,6.7,1
石天,6.7,1
孔令西,6.7,1
刘国华,6.7,1
刘潇,6.7,1
蔡文静,6.69,13
董洁,6.69,20
蔡少芬,6.69,12
王宝强,6.69,10
车永莉,6.69,9
刘松仁,6.69,15
寇占文,6.69,12
苑冉,6.69,12
任珈锐,6.69,8
刘浩,6.69,11
徐熙颜,6.69,9
赵君,6.69,16
王凯,6.68,20
艾伟,6.68,12
耿乐,6.68,30
姚安濂,6.68,36
张宛庭,6.68,4
矢野浩二,6.68,16
曹曦文,6.68,19
周惠林,6.68,4
王光辉,6.68,4
陈松伶,6.68,4
范文芳,6.68,6
孙梦佳,6.68,5
是安,6.68,8
聂远,6.68,39
姜超,6.68,31
傅艺伟,6.68,28
崔志刚,6.68,8
许歌,6.68,9
张庆庆,6.68,4
王佳宁,6.68,10
李帅,6.68,6
李滨,6.68,6
巴多,6.68,4
马以,6.67,6
周诗璇,6.67,6
刘汉强,6.67,6
洪连城,6.67,3
白澍,6.67,3
卓凡,6.67,9
佟大为,6.67,35
吴大维,6.67,7
蔡子伦,6.67,3
魏子昕,6.67,3
向能,6.67,3
衣云鹤,6.67,4
袁弘,6.67,26
孔连顺,6.67,13
赵岩松,6.67,6
窦智孔,6.67,3
崔林,6.67,7
白雷森,6.67,3
郝光,6.67,3
李阳,6.67,3
吴云飞,6.67,6
管乐,6.67,3
韩东,6.67,3
张振华,6.67,3
赵力强,6.67,3
刘钇彤,6.67,7
李培铭,6.66,5
王同辉,6.66,28
秦卫东,6.66,16
郭常辉,6.66,5
马晓伟,6.66,24
李泽锋,6.66,10
范冰冰,6.66,34
刘红雨,6.66,8
刘诗诗,6.66,21
衣珊,6.66,9
王雅捷,6.66,29
蒋冰,6.66,16
郭苏星,6.65,2
李素云,6.65,2
张逗逗,6.65,2
宋芸桦,6.65,2
杨均柏,6.65,2
习先锋,6.65,2
潘敏世,6.65,2
马军勤,6.65,2
王冲,6.65,2
刘涛,6.65,62
程实,6.65,2
江华,6.65,2
金玉婷,6.65,13
常荻,6.65,2
郑萍,6.65,4
关菁,6.65,2
宋梓侨,6.65,2
秦语,6.65,6
张永祥,6.65,2
付蓉儿,6.65,2
田淼,6.65,6
曹桐睿,6.65,2
尹相杰,6.65,2
童安格,6.65,2
吴玉芳,6.65,15
彭波,6.65,2
贾小双,6.65,2
穆雷克,6.65,2
洪宗义,6.65,2
范志博,6.65,8
百克力,6.65,2
刘烨,6.65,20
付悦,6.65,2
卢惠光,6.65,2
姜文杰,6.65,2
薛凯琪,6.65,4
王志,6.65,2
白海龙,6.65,4
黎耀祥,6.65,2
黄继鹏,6.65,2
董三毛,6.65,2
郭昊伦,6.65,15
郝文学,6.65,2
吴京,6.65,17
石筱群,6.65,11
严艺丹,6.65,2
贾玲,6.64,5
孙茜,6.64,13
杜志国,6.64,47
李梦男,6.64,22
苏有朋,6.64,16
曹克难,6.64,10
李东学,6.64,10
郭德纲,6.64,15
何美钿,6.64,11
涂松岩,6.64,34
陆诗雨,6.64,5
万茜,6.64,26
刘德凯,6.64,40
霍建华,6.64,24
张博,6.63,34
孙菲菲,6.63,21
李蓓蕾,6.63,3
艾晓琪,6.63,3
刘牧,6.63,14
王嘉,6.63,3
雷佳音,6.63,19
宁静,6.63,34
张宇彤,6.63,3
戴春荣,6.63,32
李朵,6.63,3
唐群,6.63,9
迟嘉,6.63,10
付枚,6.63,9
张启军,6.63,3
朱颜曼滋,6.63,3
曾宝仪,6.63,9
张耀扬,6.63,3
吕颂贤,6.63,13
程怡,6.63,3
赵熙元,6.63,3
连凯,6.63,13
傅淼,6.63,18
孙岩,6.63,7
王雷,6.63,32
武利平,6.62,4
陈曦,6.62,5
石兆琪,6.62,25
王艳,6.62,24
王乐君,6.62,5
王亚军,6.62,5
张晓谦,6.62,8
王茜华,6.62,23
唐治平,6.62,5
萧蔷,6.62,12
葛布,6.62,6
沈腾,6.62,5
齐溪,6.62,5
温海涛,6.62,4
聂雅亮,6.62,5
罗刚,6.62,12
宫景华,6.62,4
童蕾,6.62,24
杜江,6.61,9
归亚蕾,6.61,29
苏岩,6.61,18
蓝盈莹,6.61,14
胡可,6.61,41
蒋依依,6.61,16
殷叶子,6.61,8
徐永革,6.61,13
林志颖,6.61,10
吴佳尼,6.61,7
李雨泽,6.61,14
陆毅,6.61,37
韦依,6.6,1
张芮,6.6,1
柏含,6.6,1
朱虎声,6.6,1
夏于乔,6.6,1
郭法曾,6.6,1
方征,6.6,1
黎萱,6.6,1
钮宝平,6.6,3
姚星彤,6.6,4
周建涛,6.6,1
宫辉,6.6,1
王晓曦,6.6,5
杨裕,6.6,2
王文林,6.6,1
英琪,6.6,1
奚红,6.6,1
顾海滨,6.6,1
李昀熹,6.6,1
雷牧,6.6,7
杨凯琳,6.6,1
陈子由,6.6,2
李易霖,6.6,1
毕畅,6.6,12
蒋璐霞,6.6,1
毕瀚文,6.6,2
小宋佳,6.6,1
陶惠,6.6,1
马薇,6.6,5
汪媛,6.6,1
孙大可,6.6,3
高露,6.6,23
六月,6.6,2
唐颖,6.6,2
李全忠,6.6,2
王真真,6.6,1
谢栩,6.6,1
刘立冬,6.6,1
畅达,6.6,1
高嘉,6.6,1
李占军,6.6,1
王琛琛,6.6,1
马继奋,6.6,1
吴蕊,6.6,1
陈麒任,6.6,1
华少,6.6,1
曾建国,6.6,1
杜肖雄,6.6,1
孟令宇,6.6,1
吴一迪,6.6,1
金鸿鸣,6.6,1
付小兰,6.6,1
王小华,6.6,1
筱素清,6.6,1
张冬强,6.6,1
刘宁,6.6,1
周期,6.6,1
吕红旭,6.6,1
陈俐,6.6,1
王昱淇,6.6,1
臧倩,6.6,1
石锐安鑫,6.6,1
李桂莲,6.6,1
王婷文,6.6,1
李雪锋,6.6,1
孟丽,6.6,2
董继来,6.6,1
苏乔,6.6,1
汪心怡,6.6,1
吕明明,6.6,1
邱洪晨,6.6,1
孙代君,6.6,1
李大欣,6.6,1
王伟志,6.6,1
高贺迪,6.6,1
刘晨露,6.6,1
马光泽,6.6,3
毛毛,6.6,2
郭洪杰,6.6,1
李磊,6.6,1
张鸿斌,6.6,1
张春华,6.6,1
张全胜,6.6,1
王庆,6.6,1
马雪源,6.6,1
付枫楠,6.6,1
于天川,6.6,1
任保成,6.6,1
王荫斋,6.6,1
王响伟,6.6,1
虞军豪,6.6,1
舒耀_,6.6,29
许月婷,6.6,1
李姝,6.6,4
毕静,6.6,1
李钰,6.6,3
张文俊,6.6,2
苏月清,6.6,1
薛松,6.6,1
扎西,6.6,1
吉晓龙,6.6,1
赵广斌,6.6,1
梦丽,6.6,1
栗安,6.6,1
曲美琴,6.6,1
柯叔元,6.6,2
湛雅书,6.6,2
高捷,6.6,2
宛美嘉,6.6,1
迟鹏鹏,6.6,1
张咏荷,6.6,1
肖杨,6.6,1
倪蓉,6.6,1
徐国庆,6.6,1
吴_,6.6,1
莫小错,6.6,1
黄怡,6.6,1
郭圣然,6.6,1
荣梓希,6.6,1
陈_,6.6,2
冼色丽,6.6,5
韩雨芹,6.6,18
尹智玄,6.6,2
万子晴,6.6,2
滕旋,6.6,4
傅亨,6.6,5
牛青峰,6.6,4
孙震,6.6,1
钱晨晨,6.6,1
方晓鸽,6.6,1
陈隆赫,6.6,1
李百惠,6.6,1
吴云华,6.6,1
王则天,6.6,1
陈菲凡,6.6,1
刘远涛,6.6,1
邓九云,6.6,1
田原,6.6,1
杨佳,6.6,2
汪永贵,6.6,3
王馨悦,6.6,1
海强,6.6,1
邵辉,6.6,1
王枫,6.6,1
苏芸萌,6.6,1
侯雪龙,6.6,2
熊长贵,6.6,1
苏冬花,6.6,1
杨光华,6.6,1
赵岩,6.6,1
黄由启,6.6,1
丁柳雁,6.6,1
巴戈,6.6,2
白纬芬,6.6,1
李兴华,6.6,1
朱峰,6.6,2
易扬,6.6,1
李锦飞,6.6,2
白宇,6.6,8
王关彭,6.6,1
马浩东,6.6,1
金雅琴,6.6,2
吴倩莲,6.6,9
杨孟霖,6.6,1
李农,6.6,1
张丹妤,6.6,1
徐可珑,6.6,1
杨俊婷,6.6,1
李梦颖,6.6,1
刘芮侨,6.6,1
赵震宇,6.6,1
金安歌,6.6,1
栾云平,6.6,1
李仪,6.6,1
毛羽锋,6.6,1
刘小微,6.6,2
高鹏,6.6,1
李宗儒,6.6,1
霍焰,6.6,1
李_溪,6.6,2
徐文彬,6.6,1
萌萌,6.6,1
陈亮,6.6,1
应红艳,6.6,1
刘倩妤,6.6,3
王永辉,6.6,1
孙铭旋,6.6,1
许一琪,6.6,1
温浩泽,6.6,1
徐声侠,6.6,1
董李无忧,6.6,3
孙嵘,6.6,1
朱庆侠,6.6,1
郭月,6.6,1
杜连笑,6.6,1
李岱昆,6.6,2
张瑞珈,6.6,8
李宣,6.6,1
关思婷,6.6,1
刘姝辰,6.6,1
李依伊,6.6,5
刘小光,6.59,11
赵丽娟,6.59,29
金超群,6.59,8
苗侨伟,6.59,9
董波,6.58,5
李雯雯,6.58,4
张再新,6.58,4
穆麒同,6.58,4
王_,6.58,18
许娣,6.58,24
黄河,6.58,5
刘添月,6.58,6
颜世魁,6.58,9
田牧宸,6.58,6
赵达,6.58,13
陆子艺,6.57,3
黄维德,6.57,19
田中千绘,6.57,4
张明健,6.57,15
徐美玲,6.57,13
王千航,6.57,4
董娴,6.57,3
吕聿来,6.57,3
刘芮麟,6.57,8
丁洋,6.57,7
张雷,6.57,8
方青卓,6.57,28
张澜澜,6.57,4
林嘉华,6.57,3
马梓涵,6.57,3
杨凯淳,6.57,6
陆忠,6.57,4
严宽,6.57,3
关礼杰,6.56,12
黄轩,6.56,13
汤镇宗,6.56,20
刘循子墨,6.56,9
赵本山,6.56,27
朱佳煜,6.56,7
潘仪君,6.56,9
张瑶,6.56,7
赵凯,6.56,5
王健,6.56,8
范明,6.56,34
王亮,6.55,2
王紫潼,6.55,2
王放,6.55,2
李宝龙,6.55,2
王九胜,6.55,8
杨毅,6.55,2
温谦,6.55,2
李君峰,6.55,2
彭婧,6.55,2
吴佟,6.55,2
王也天,6.55,4
乔鹏樾,6.55,4
班嘉佳,6.55,6
王成,6.55,4
张一鸣,6.55,2
徐安,6.55,2
王培_,6.55,2
丁柳元,6.55,17
孙嘉,6.55,2
黄翠如,6.55,2
宋禹,6.55,4
程思寒,6.55,8
李新华,6.55,4
孙霆,6.55,2
仲小印,6.55,2
陈俏,6.55,2
林心如,6.55,33
虞书欣,6.55,2
冯海煜,6.55,2
于小伟,6.54,27
张光北,6.54,28
句号,6.54,17
朱宏嘉,6.54,15
王媛可,6.54,21
朱雨辰,6.54,25
张少华,6.54,37
周海媚,6.54,16
金玫玫,6.54,5
钟鑫培,6.54,7
叶童,6.54,17
崔可法,6.54,18
徐悦,6.54,5
张衣,6.54,8
张志忠,6.54,10
伊能静,6.54,8
周炜,6.54,5
辛雨锡,6.54,5
邬立朋,6.54,5
王华英,6.53,12
韩英群,6.53,3
胡宇威,6.53,6
杨千_,6.53,3
保剑锋,6.53,35
徐阁,6.53,3
方子哥,6.53,26
宋洋,6.53,6
张页石,6.53,3
孟召重,6.53,7
任重,6.53,26
邓家佳,6.53,19
刚毅,6.53,3
唐鉴军,6.53,9
杨欣,6.53,3
姜艺声,6.53,3
姜皓文,6.53,3
张佳楠,6.53,7
董琦,6.53,3
苏丽珊,6.53,3
罗仲谦,6.53,3
赵峥,6.53,16
马晓灿,6.52,5
盛冠森,6.52,5
张会中,6.52,4
阎汶宣,6.52,5
沈晓海,6.52,24
颜丹晨,6.52,33
马书良,6.52,28
张彤,6.52,13
刘瑞琪,6.52,4
闾汉彪,6.52,14
元彪,6.52,4
田小洁,6.52,23
牛骏峰,6.52,10
由立平,6.52,5
郭政鸿,6.52,4
宋祖儿,6.52,4
刘冠麟,6.52,17
李乃文,6.52,24
孙逊,6.52,12
冯国庆,6.52,6
谢君豪,6.52,27
潘泰名,6.51,7
徐梵溪,6.51,23
郑佩佩,6.51,30
沈保平,6.51,17
陈继铭,6.51,14
张鲁一,6.51,17
英达,6.51,9
江疏影,6.51,8
陈创,6.51,29
王伟,6.51,11
于承惠,6.51,9
周建鹏,6.51,8
毛不易,6.5,1
托马斯·恰兴,6.5,1
汤姆·吴,6.5,1
安东尼·海斯,6.5,1
梁佩诗,6.5,1
约翰·西姆,6.5,1
邵雪聪,6.5,1
南晓红 贺林 张凡 麻建刚 胡耀文 樊琦,6.5,1
娃尔,6.5,1
肖宇梁,6.5,1
王佳宇,6.5,2
周延,6.5,1
克里斯多夫·泰克,6.5,1
孔宋今,6.5,1
朱杰,6.5,14
汪小敏,6.5,1
屠楠,6.5,1
任彬,6.5,1
丁楠,6.5,1
夏紫薇,6.5,1
杰森·王,6.5,1
卡·亚历山大,6.5,1
陈希_,6.5,1
艾米莉娅·福克斯,6.5,1
张亚奇,6.5,1
李泽宇,6.5,1
格伊,6.5,1
葛杨曦,6.5,1
杨卿,6.5,1
赵凌彬,6.5,1
王子轩,6.5,2
温哲轩,6.5,1
程弘,6.5,1
刘智福,6.5,1
宋雨晴,6.5,1
刘智堂,6.5,1
刘智满,6.5,1
杨雪莹,6.5,1
张茵,6.5,1
丹尼尔·约克,6.5,1
罗莎琳德·霍尔斯特德,6.5,1
蒂姆·麦克纳尼,6.5,1
德乌拉·基尔万,6.5,1
费聿锋,6.5,1
朱致灵,6.5,1
刘芳芸,6.5,1
顾定轩,6.5,1
灰熊,6.5,1
郭卓桦,6.5,1
张超人,6.5,1
黄觉,6.5,31
聂宁,6.5,1
陈寒柏,6.5,1
郑安伦,6.5,1
梁建华,6.5,2
陈笑非,6.5,2
罗湘晋,6.5,2
洪天宜,6.5,1
孙伟哲,6.5,1
邵仲衡,6.5,1
林家熙,6.5,1
陈少邦,6.5,1
麦少瑜,6.5,1
王雪,6.5,1
王俪_,6.5,2
陈司瀚/明丽/任天野/谭歆柔,6.5,1
李鸿杰,6.5,1
刘钰瑾,6.5,1
宋晓峰,6.5,4
泰臣,6.5,1
陈碧舸,6.5,1
石岛,6.5,1
顾凯俐,6.5,1
魏天浩,6.5,1
杨廷东,6.5,2
陈思齐,6.5,1
张歆艺,6.5,32
何咏雯,6.5,1
刘沛蘅,6.5,1
张沛乐,6.5,1
上白,6.5,2
吴浣仪,6.5,1
张仙衡,6.5,1
黄华和,6.5,1
宋运城,6.5,1
何庆辉,6.5,1
胡浩博,6.5,1
鲍康儿,6.5,1
陈彼得,6.5,1
尚熠晗,6.5,1
刘荫,6.5,2
曾宝仪/王喜/许志安,6.5,1
成苏东,6.5,1
刘亚津,6.5,19
燕飞,6.5,1
姚长江,6.5,1
袁寒,6.5,1
王李丹妮,6.5,2
申洁,6.5,1
邓佳,6.5,1
郭晔,6.5,1
依灵,6.5,1
李卓,6.5,2
王佳渝,6.5,1
阴奕彤,6.5,2
许文广,6.5,5
韩智慧,6.5,1
钱勇夫,6.5,6
顾邵华,6.5,1
陈奕迅,6.5,1
臧晋,6.5,3
刘培,6.5,1
陆兵,6.5,1
刘书兴,6.5,1
陈彦,6.5,3
潘铭允,6.5,1
田二喜,6.5,1
朴诗妍,6.5,2
杨紫婷,6.5,1
李健迅,6.5,1
王若子,6.5,1
曹瑞,6.5,1
吴雨珏,6.5,1
李佳艺,6.5,1
张振寰,6.5,2
赵一维,6.5,1
程小蒙,6.5,1
叶伊娜,6.5,1
马丽清,6.5,1
田学民,6.5,1
赵奇,6.5,1
罗光跃,6.5,1
李斗,6.5,1
薛泽源,6.5,1
刘佳,6.5,35
陈佳欣,6.5,1
黄诗佳,6.5,6
蒙恩,6.5,2
文谦,6.5,2
龙苗,6.5,1
孟俊泉,6.5,1
付连智,6.5,1
安圣浩,6.5,1
张皓宇,6.5,1
李欣泽,6.5,1
刘杭丽,6.5,1
边城,6.5,1
黄娟,6.5,3
秦子涵,6.5,1
陆梦馨,6.5,1
余昊洋,6.5,1
宋妍,6.5,3
廖家仪,6.5,1
高珑珂,6.5,2
刘顾浩,6.5,1
李鑫雨,6.5,4
李大光,6.5,7
沈世朋,6.5,2
蒋瑞征,6.5,2
虞嘉娜,6.5,1
颜冠英,6.5,7
韩庚,6.5,2
江洋,6.5,1
子义,6.5,1
纵昕芸,6.5,1
张妍,6.5,2
王森,6.5,6
金丽婷,6.5,5
黄瑜洁,6.5,1
张逸凡,6.5,2
王泷正,6.5,9
安龙,6.5,3
余豪,6.5,1
肖依婷,6.5,1
楼学贤,6.5,1
刘福山,6.5,1
张瑞嘉,6.5,1
黄以娜,6.5,1
金_辰,6.5,1
刘芊含,6.5,3
魏东,6.5,1
姜婷,6.5,1
赵书君,6.5,1
秦超,6.5,1
徐囡楠,6.5,6
陈冠良,6.5,1
魏星,6.5,1
孙维翊,6.5,1
刘美人,6.5,1
谢樱斐,6.5,1
周清垠,6.5,1
陈法拉,6.5,1
库提,6.5,1
赵崇越,6.5,1
黄其淋,6.5,1
陈炜,6.5,9
玉米德,6.5,1
戴小龙,6.5,1
龚琳娜,6.5,1
王梦实,6.5,1
麦长青,6.5,1
李运中,6.5,1
傅杰,6.5,1
王华扬,6.5,1
李爱英,6.5,1
白锦程,6.5,1
帕尼,6.5,1
戚美珍,6.5,1
周杨,6.5,1
索彬茹,6.5,1
杨默,6.5,1
王翰,6.5,1
李思函,6.5,1
王维维,6.5,14
王欣如,6.5,1
刘承俊,6.5,1
宝儿,6.5,1
刘兰芳,6.5,1
倪瑜坤,6.5,1
宫筱轩,6.5,1
杨证桦,6.5,2
诺瑶,6.5,1
于德安,6.5,2
邹文彤,6.5,1
刘孜,6.5,23
袁晶,6.5,1
彭渤 ,6.5,1
法茹克,6.5,1
