剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
最美的青春,2018,巨兴茂,郭靖宇 / 杨勇,刘智扬 / 何雨虹 / 赵恒煊 / 贾宏伟 / 张子文 / 奚望 / 鲁佳妮 / 马赫 / 张胤哲 / 张思乐 / 孙仲秋 / 华娇 / 高明 / 王奎荣 / 张光北 / 陈炜 / 黑子 / 李光复,剧情,中国大陆,36,45,8.4,5612
忽而今夏,2018,吕赢,赵夏盈 / 马郁 / 明前雨后,白宇 / 卜冠今 / 吕鹏 / 张书维 / 杨_ / 方文强 / 刘林 / 侯晴子梓 / 张磊,剧情,中国大陆,30,38,8.3,25444
教室的那一间,2018,贾炳祺,,吴瑞淞 / 蒋袁娅蓉 / 王星玮 / 耿强,喜剧 / 爱情,中国大陆,13,30,8.3,3732
天盛长歌,2018,沈严 / 刘海波,路怡 / 邹越 / 卢菁 / 王佩 / 邱永懿,陈坤 / 倪妮 / 赵立新 / 倪大红 / 袁弘 / 白敬亭 / 张晓晨 / 刘敏涛 / 海一天 / 朱锐 / 修庆 / 于明加 / 尹铸胜 / 胡可 / 李菁菁 / 梅婷 / 昌隆 / 王鸥 / 邓莎,剧情 / 爱情 / 古装,中国大陆,56,45,8.3,113356
假如没有遇见你,2018,杨龙,郎雁平 / 常恒德 / 李洋 / 倪骏 / 徐鸿 / 朱程,彭豆豆 / 邵伟桐 / 邹思扬 / 曹然然 / 李瀚均 / 王润泽 / 张璐瑶 / 王凡 / 林琪 / 谷丰 / 曲少石 / 郝文婷 / 容尔甲 / 安宇,剧情 / 爱情,中国大陆,12,45,8.2,4175
灵与肉,2018,楼健,杨真鉴,于小伟 / 孙茜 / 黄小蕾 / 林鹏 / 赵毅 / 赵立新 / 洪宇宙 / 尚铁龙 / 秦汉 / 丛珊 / 王全有 / 尤勇 / 大宝哥 / 李心敏 / 王伟光 / 石琳 / 吴健 / 王靖云 / 田玲 / 戚云鹏 / 穆怀虎 / 逯长恩,剧情 / 历史,中国大陆,42,45,8.1,1026
面具,2018,楼健 / 顾国良 / 谷石军,王小枪,祖锋 / 梅婷 / 侯勇 / 于明加 / 杜志国 / 句号 / 佳琪,剧情 / 历史,中国大陆,38,40,8,7574
小戏骨：水浒传,2018,潘礼平 / 高翔,,陈荣达 / 葛奕德 / 万君逸 / 郭飞歌 / 李俊豪 / 赵晨翔 / 贾念莹 / 粱哲 / 祁晟原 / 陈禹衡 / 姚奥依 / 蔡嘉诚 / 廖律行 / 马英智 / 彭瑞林 / 余亚颖 / 王若欢 / 杨_奎 / 杨知周 / 赵士添 / 肖杨博涵 / 李_主 / 周冉 / 刘鸿旭 / 李冰城 / 戴豪键 / 陈浩南 / 杜放晓 / 罗自豪,剧情 / 动作 / 儿童 / 历史 / 古装,中国大陆,10,30,8,3493
不过是分手,2018,王梓骏,叶小白,陈思贤 / 马佳慧 / 陈静 / 艾涛 / 周莉莉 / 梅树森,爱情 / 悬疑 / 短片,中国大陆,8,4,7.9,6713
和平饭店,2018,李骏 / 白涛,张莱,陈数 / 雷佳音 / 李光洁 / 陶慧 / 张一龙 / 陈冠宁 / 阎俊希 / 王_兮 / 曹力 / 孔维 / 张帆 / 王烈 / 郭秋成 / 马灿灿 / 王屿 / 王侃,剧情 / 悬疑,中国大陆,42,45,7.9,51470
疯人院,2018,老算,老算 / 孟扬,刘畅 / 卢杉 / 梅婷 / 刘敏涛 / 张_琰 / 秦语 / 郭小炜 / 李牧芸 / 赵千紫 / 班嘉佳 / 杨新鸣 / 王永泉 / 楼佳悦 / 麦子云 / 宋家腾 / 王海涛,剧情 / 科幻 / 悬疑,中国大陆,24,50,7.8,25164
正阳门下小女人,2018,刘家成,王之理,蒋雯丽 / 倪大红 / 田海蓉 / 崔心心 / 乔大韦,剧情,中国大陆,48,40,7.8,8852
香蜜沉沉烬如霜,2018,朱锐斌 / 李秉光 / 澄丰,马佳 / 徐子善 / 刘格林 / 陈璐莎 / 张鸢盎,杨紫 / 邓伦 / 陈钰琪 / 罗云熙 / 王一菲 / 邹廷威 / 周海媚 / 萨顶顶 / 杜雨宸 / 廖劲锋 / 夏志远 / 何中华 / 宁文彤 / 王媛可 / 王仁君 / 彭杨 / 张_琰,剧情 / 爱情 / 奇幻 / 古装,中国大陆,63,45,7.7,170197
东方华尔街,2018,黄国强,杜瑞榕 / 甄_荣 / 何永航 / 余盼盼 / 卢嘉谊 / 冯镇宇,吴镇宇 / 张孝全 / 余男 / 陈家乐 / 江奇霖 / 蔡洁 / 潘灿良 / 谭耀文 / 张可颐 / 廖启智 / 桂纶镁 / 罗家英 / 崔碧珈 / 何华超 / 张武孝 / 陆骏光 / 梁健平,剧情,中国大陆 / 香港,5,45,7.7,21779
夜天子,2018,陈皓威,月关,徐海乔 / 宋祖儿 / 王紫潼 / 肥龙 / 郝帅 / 禹童 / 蒋沁芸 / 刘冠麟 / 洪剑涛 / 刘佩琦 / 方清平 / 陈紫函 / 金楷杰,剧情 / 古装,中国大陆,48,45,7.7,20470
天坑鹰猎,2018,成志超,天下霸唱,王俊凯 / 文淇 / 蒋依依 / 叶筱玮 / 郑好 / 刘佩琦 / 马跃 / 李小燕 / 张耀宇 / 陈叶生 / 王_兮 / 吴越 / 边程 / 任宇 / 郑凯 / 左晓光 / 郭震 / 向皓 / 常凯宁 / 马嘉宏 / 展茂平 / 孙毓晗 / 金霄 / 孙晨熙 / 万子晴 / 邢钤程,剧情 / 悬疑 / 冒险,中国大陆,40,45,7.7,36256
好戏一出,2018,黄渤,黄渤 / 张冀 / 郭俊立 / 查慕春 / 崔斯韦 / 邢爱娜 / 黄湛中,黄渤 / 舒淇 / 王宝强 / 张艺兴 / 于和伟 / 王迅 / 李勤勤 / 李又麟 / 孙红雷 / 徐峥 / 宁浩 / 管虎 / 陈德森 / 梁静,剧情 / 喜剧,中国大陆,6,45,7.6,3810
原来你还在这里,2018,林玉芬,金国栋 / 辛夷坞,杨子姗 / 韩东君 / 李程彬 / 蓝盈莹 / 苏青 / 檀健次 / 李兰迪 / 胡先煦 / 高圣远 / 温心 / 李庚希 / 边程 / 庄达菲 / 万国鹏 / 姬晓飞 / 马雅舒,爱情,中国大陆,36,45,7.6,8538
莫斯科行动,2018,张睿,许阳 / 胡博,夏雨 / 吴优 / 姚芊羽 / 张志坚 / 常戎 / 张宁江 / 娜杰日达·米哈尔科娃 / 伊瓦诺夫·尼古拉 / 叶斯特林·鲍里斯 / 科里亚克夫斯基·叶夫格尼 / 柳明明 / 杜子名 / 董博 / 李虹辰 / 邓钢 / 王戈 / 葛铮 / 张晚意 / 张戈 / 于笑 / 刘飚 / 付蓉儿 / 张倩如 / 朱一文 / 肖显鹏 / 周乐 / 孙迪 / 赵志_ / 韩东升 / 常凯宁 / 吴楠 / 张平 / 吴明轩 / 易登林 / 赵起 / 满建武 / 邱箫婵 / 张铮,剧情 / 犯罪,中国大陆,31,45,7.5,6885
快把我哥带走,2018,韩青,彭丽楠,曾舜_ / 孙千 / 王旭东 / 胡永涛 / 马柏全 / 吕小雨 / 许晓诺 / 李梦露 / 谭泉 / 云天飞 / 魏子昕 / 赵叶索 / 刘杨 / 蔡光泰 / 张琛 / 罗海琼 / 张本煜 / 曹卫宇 / 张恒 / 李泰 / 褚栓忠 / 李艺彤,喜剧 / 家庭,中国大陆,30,45,7.5,11801
S.C.I.谜案集,2018,施磊,汤祈岑 / 桑一丹 / 李博洋 / 徐晓璐 / 余展成 / 王雨婷 / 耳雅,高瀚宇 / 季肖冰 / 王美人 / 范玮 / 孟阿赛 / 蒋龙 / 马圣彬 / 罗昱_ / 张帆,悬疑 / 惊悚,中国大陆,24,38,7.5,34709
单恋大作战,2018,沈沁源,朴未央 / 赵明畅 / 海心 / 李佳璇 / 尤米,孔垂楠 / 刘美含 / 李鹤 / 刘锐 / 付曼 / 蒋林伶 / 马歌 / 陈帅先 / 张艺瀚 / 黄灿灿,喜剧 / 爱情,中国大陆,34,35,7.4,2735
来到你的世界,2018,王奕丁,南镇 / 谢彭 / 张临之 / 咸熙雯 / 李志敏,林柏宏 / 李浩菲 / 黄俊捷 / 黄一琳 / 张津铭 / 王迩忆璇 / 何柔熹 / 姚一奇,喜剧 / 爱情 / 奇幻,中国大陆,23,40,7.4,2451
亲爱的活祖宗,2018,毛小睿,韦子蔚 / 张夜来,陈哲远 / 董晴 / 戴向宇 / 王汀 / 李彩桦 / 陶思源 / 王永峰 / 仇佩佩,喜剧 / 爱情 / 奇幻,中国大陆,24,45,7.4,3392
爱情的边疆,2018,毛卫宁,高满堂 / 李洲,殷桃 / 王雷 / 李乃文 / 帝莫西_谢尔盖耶维奇 / 丁嘉丽 / 徐嘉雯 / 王佳佳 / 康爱石 / 维拉_里诺娃 / 叶娃·弗拉基米洛夫娜 / 周骏 / 陈逸恒 / 李光复 / 张志忠 / 曹可凡,剧情 / 爱情,中国大陆,54,45,7.4,2297
远大前程·双龙会,2018,陈熙泰,陈雪 / 周航 / 郑东影,刘昊然 / 尚语贤 / 陈昊 / 白红标 / 关亚 / 黄海 / 李光复 / 李颖 / 陈逸恒 / 修庆 / 王建新 / 张家溢,剧情 / 动作 / 犯罪,中国大陆,6,20,7.4,8983
悍城,2018,刘殊巧,杨宏伟 / 刘成龙,李光洁 / 袁文康 / 姜_瑶 / 李成敏 / 刘德凯 / 孙岩 / 高至霆 / 赵阳 / 姜卓君 / 梁译木 / 盛鉴 / 高冬平 / 银雪 / 文予琪 / 魏健隆 / 陆思宇,剧情 / 动作 / 悬疑,中国大陆,24,40,7.4,6953
如懿传,2018,汪俊,流潋紫,周迅 / 霍建华 / 张钧甯 / 李纯 / 辛芷蕾 / 董洁 / 胡可 / 邬君梅 / 童瑶 / 陈昊宇 / 经超 / 黄宥明 / 陈冲 / 李沁 / 张佳宁 / 曹曦文 / 何泓姗 / 陈小纭 / 袁文康 / 曾一萱 / 于洋 / 赵柯 / 刘美彤 / 韩丹彤 / 齐欢 / 李琦 / 蒋雪鸣 / 郭虹 / 宫晓_ / 闵春晓 / 关雪盈 / 张举举 / 林澄 / 夏楠 / 屈楚萧 / 吴倩 / 王纯 / 陈木易 / 孟召重 / 杨柳 / 王小橙 / 胡明 / 王伟 / 张丰毅 / 王劲松 / 李光洁 / 余少群 / 王鹤润 / 张_琰,剧情 / 历史 / 古装,中国大陆,87,45,7.4,142905
千门江湖之诡面疑云,2018,李印,朱艺潇,宁桓宇 / 金雯昕 / 李岱昆 / 朱娅,剧情 / 悬疑,中国大陆,40,30,7.4,869
超级小郎中2,2018,杨小波,杨小波,朱元冰 / 邢菲 / 杨霖 / 商侃 / 杜子名 / 许占伟 / 黄千硕,剧情,中国大陆,20,30,7.3,175
继承者计划,2018,刘闯,刘闯,王彦霖 / 李欣燃 / 杨皓宇 / 郑家彬 / 张国柱 / 慈婉彤 / 王志强 / 张哲浩,喜剧 / 悬疑,中国大陆,24,30,7.3,1775
为了你我愿意热爱整个世界,2018,余翠华 / 郭虎,墨宝非宝 / 唐家三少,罗晋 / 郑爽 / 张艺上 / 庞瀚辰 / 王宫良 / 杨金承 / 孔琳 / 李依伊 / 罗刚 / 孙嘉灵 / 杜志国 / 赵丽娟 / 高曙光 / 蔡纲 / 牟凤彬 / 黄景瑜,剧情 / 爱情,中国大陆,48,40,7.3,23269
台湾往事,2018,崔亮,周晨 / 周道 / 袁源,左小青 / 刘以豪 / 简_书 / 张书豪 / 程予希 / 侯彦西 / 黄薇_ / 施名帅 / 武子璇 / 尹昭德  / 钱磊 / 柴尧,剧情 / 历史 / 战争,中国大陆,52,45,7.3,1502
双世宠妃Ⅱ,2018,吴强,杨十夜,邢昭林 / 梁洁 / 王瑞昌 / 钟祺 / 孙艺宁 / 陈宥维 / 王浩歌 / 胡春勇 / 廖慧佳,爱情 / 古装,中国大陆,30,38,7.2,6875
以你为名的青春,2018,许_珊 / 赖孟杰,汪秀贤 / 杨宜桦 / 王慧芬,李墨之 / 连晨翔 / 盖_希 / 徐嘉苇 / 张鑫 / 陈昊明 / 文苡帆 / 王皓轩,爱情,中国大陆,24,40,7.1,2772
那些年，我们正年轻,2018,韩晓军,王之理,杨烁 / 苏青 / 练束梅 / 任程伟 / 倪大红 / 荆浩 / 夏凡 / 孔琳 / 高明 / 王庆祥 / 岳红 / 于震 / 王劲松 / 张志坚 / 李洪涛 / 曲国强,剧情,中国大陆,45,45,7,1048
远方的家,2018,蔚华,杨佳 / 张巍 / 蔚华,刘佳 / 梁冠华 / 吕中 / 柯蓝 / 秦焰 / 宗平 / 李凤绪,剧情,中国大陆,36,45,7,393
萌妃驾到,2018,邹集城,连翘,汪东城 / 金晨 / 夏一瑶 / 韩玖诺 / 米娜 / 汤梦佳 / 沈瑶 / 张海宇 / 刘冠麟 / 陈德修 / 杨运麒 / 瞿澳晖,喜剧 / 爱情 / 古装,中国大陆,36,45,7.1,6533
朕的刺客女友,2018,李韵臻,安艺 / 阳光光 / 高桥 / 琪木 / 潘可唯 / 张倩 / 董方星 / 梁爱,蔡知辰 / 陈昊蓝 / 徐婕 / 丛健彰 / 陈宣铭 / 王振 / 王歆霆,剧情 / 喜剧 / 爱情 / 古装,中国大陆,24,40,7.1,737
给我一个十八岁,2018,丁伟,刘梦寒 / 付建业 / 张小磊 / 冯唐,郭麒麟 / 孙伟豪 / 李砚 / 王嘉宁 / 方川 / 袁百梓卉 / 梅婷 / 耿乐 / 何泽远 / 飞尔多斯 / 刘亚津 / 李洪涛 / 林鹏 / 王晴 / 林琪 / 贾小双 / 张振华 / 孔令婧 / 邬馨谊 / 张馨元 / 袁霞 / 毕瀚文 / 李素云,剧情 / 爱情,中国大陆,21,40,7.1,2302
人间规则,2018,胡竟之,陈倩茜 / 甘世佳 / 余言 / 李祯,张雅玫 / 厉娜 / 王李丹妮 / 陈子由 / 于彦凯 / 孙正霖,剧情,中国大陆,24,40,7.1,815
颤抖吧阿部之朵星风云,2018,王岩 / 黄肖英,刘娅 / 周碧辉 / 李真如 / 张敏俊 / 葛震松 / 翟墨,郑业成 / 安悦溪 / 徐嘉苇 / 徐沐婵 / 卢峰 / 吴佩柔 / 高一清 / 毛方圆 / 苏航,喜剧 / 科幻 / 古装,中国大陆,26,35,7.1,2926
将夜,2018,杨阳,徐闰 / 猫腻,陈飞宇 / 宋伊人 / 胡军 / 郑少秋 / 孙祖君 / 孟子义 / 袁冰妍 / 童瑶 / 黄一琳 / 胡宇轩 / 陈震 / 郭品超 / 金士杰 / 黎明 / 杜玉明 / 倪大红 / 安志杰 / 李子雄 / 姚安濂 / 苏可 / 曹卫宇 / 卢勇 / 施诗,剧情 / 奇幻,中国大陆,60,45,7.1,22402
最亲爱的你,2018,丁梓光,张_,虞书欣 / 赵志伟 / 王妍之 / 何蓝逗 / 杨之楹 / 王薇 / 胡文_ / 曹煜辰 / 杨逸飞 / 李九霖,喜剧 / 爱情,中国大陆,26,45,7,1757
降龙之白露为霜,2018,赵曦夕,,杨昊铭 / 赵诚宇 / 李彦漫 / 唐本,剧情,中国大陆,20,28,7,1365
狼乾劫,2018,潇庸,潇庸 / 刘思宇,张西正 / 孟璐 / 傅巍 / 马靖宸 / 梁家仁 / 苑琼丹 / 张康 / 贾旭明 / 苗雅宁,奇幻,中国大陆,16,40,7,3146
我在大理寺当宠物,2018,刘镇明,余易勋 / 刘秋烨 / 林晴宇 / 朱挈侬,徐开骋 / 胡意旋 / 徐嘉苇 / 李奕增 / 王熙然 / 陈潇 / 朱振豪,爱情 / 奇幻 / 古装,中国大陆,22,30,6.9,1221
恋爱脱线时,2018,王雪_,乔大拿,林思意 / 陈观慧 / 王晓佳 / 钱蓓婷 / 张舸 / 邹旭峰 / 都钊 / 赵依雯 / 箫婷,爱情,中国大陆,13,22,6.8,369
乡村爱情协奏曲,2018,付_ / 孟令宇,张继,毕畅 / 贺树峰 / 唐鉴军 / 王小利 / 刘小光 / 蔡维利 / 于月仙 / 赵本山 / 关婷娜 / 刘流 / 王小宝 / 王小虎 / 宋晓峰 / 田娃 / 闫光明 / 蒋依杉 / 吴云飞 / 王君平 / 金玫玫 / 周弋楠 / 付_ / 赵海燕 / 毛毛 / 曹桐睿,剧情 / 喜剧,中国大陆,60,45,6.8,1487
想看你微笑,2018,蔡聪,紫鱼儿,李汶翰 / 杜雨宸 / 侯俊丞 / 刘倩_ / 林世杰 / 祁汉 / 赵多娜 / 张沙沙 / 黄馨瑶 / 林潇,喜剧 / 爱情,中国大陆,24,40,6.8,1533
再创世纪,2018,关树明,蔡婷婷 / 冼少玲,郭晋安 / 林文龙 / 袁伟豪 / 周柏豪  / 潘志文 / 周丽淇 / 杨怡 / 钟嘉欣 / 林嘉华 / 胡枫 / 杨潮凯 / 汤洛雯 / 邓佩仪 / 张达伦 / 陈自瑶,剧情,中国大陆,34,45,6.8,14177
上海女子图鉴,2018,程亮,王丹卿 / 张峡 / 高文咪 / 薛莉莎 / 苏明,王真儿 / 李程彬 / 李现 / 盛一伦 / 袁文康 / 马德钟 / 姚橹 / 官鑫 / 铁伟光 / 刘孜 / 金莎 / 马心怡,剧情,中国大陆,20,25,6.7,17321
橙红年代,2018,刘新,周宇 / 张婵娟 / 戈让,陈伟霆 / 马思纯 / 刘奕君 / 陈瑶 / 叶祖新 / 何明翰 / 巫刚 / 王姬 / 李建义 / 胡静 / 冯国强 / 任正斌 / 王戈 / 王同辉 / 叶浏,剧情,中国大陆,47,45,6.7,30912
动物系恋人啊,2018,瞿友宁 / 许玮,瞿友宁 / 马远 / 杨璧莹 / 吴翰杰 / 詹杰 / 许玮 / 张梦琳 / 王盈今,欣潼 / 贺军翔 / 隋棠 / 张睿家 / 洪卓立 / 黄志玮 / 林予_ / 安唯绫 / 海芬,爱情,中国大陆,20,32,6.7,4473
你迟到的许多年,2018,林柯,严歌苓,黄晓明 / 殷桃 / 秦海璐 / 曹炳琨 / 范志博 / 田征 / 章贺 / 王天野,剧情,中国大陆,52,45,6.6,5778
盛唐幻夜,2018,周晓鹏,缪娟,吴倩 / 郑业成 / 张雨剑 / 董琦 / 袁文康 / 刘天佐 / 印小天,爱情 / 奇幻 / 古装,中国大陆,50,45,6.6,7738
脱身,2018,林柯,汪启楠 / 王琼,陈坤 / 万茜 / 王耀庆 / 蔡文静 / 赵文_ / 张晓晨 / 海一天 / 尹铸胜 / 廖凡 / 王景春 / 王彦霖 / 曹艳艳 / 熊睿玲 / 朱刚日尧 / 范__,剧情 / 爱情,中国大陆,46,40,6.6,17507
热血书院,2018,周琳皓,王雪娇 / 石雨晨 / 陆宇星 / 褚丽雅 / 申丽颖 / 孙一鸣 / 李丽莎 / 左煜 / 李论 / 孙紫嫣 / 田茂入 / 令依稀,梁大维 / 张芷溪 / 张瑞涵 / 艾晓琪 / 李汶翰 / 金梦杨 / 曲少石,剧情 / 古装,中国大陆,47,45,6.6,4163
蚀日风暴,2018,洪金泼,姜博洋 / 杨牧天 / 曾柏建 / 彭晓茵 / 因夏 / 蒋嘉昕 / 陈兆禧,张智霖 / 薛凯琪 / 王阳明 / 陈瑾如 / 李思函 / 梁汉文 / 梁靖琪 / 宝儿 / 秦沛 / 许绍雄 / 刘兆铭 / 罗家英 / 卢惠光 / 林嘉华 / 郭政鸿 / 麦长青 / 朱鉴然 / 吴肇轩 / 汉研 / 杨鸿俊 / 麦少瑜 / 陈少邦 / 林家熙 / 王敏德  / 陈启泰 / 邵仲衡 / 沈震轩 / 郭卓桦 / 陈安莹 / 灰熊 / 杨天经 / 李鸿杰 / 艾威 / 张松枝 / 黄竣锋 / 张文杰 / 顾定轩 / 泰臣 / 陈彼得 / 鲍康儿 / 张雷 / 姜文杰 / 梁健平 / 何庆辉 / 黄华和 / 车婉婉 / 吴浣仪 / 张沛乐 / 刘沛蘅 / 何咏雯 / 陈思齐,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,36,45,6.5,13033
青春警事,2018,阮惟新,郭博雅,焦俊艳 / 魏大勋 / 杨廷东 / 王子璇 / 魏天浩 / 李培铭 / 陈牧扬 / 石岛 / 魏千翔 / 吴昊宸 / 张恒 / 王姿允 / 陈碧舸 / 赵岩松 / 蒋冰,剧情 / 悬疑,中国大陆,40,45,6.5,3284
同学两亿岁,2018,司维维 / 蒋笑笑,王芸 / 张晓_,李庚希 / 朱致灵 / 梁宝羚 / 昌隆 / 刘芳芸 / 杜双宇 / 陈希_ / 费聿锋 / 夏紫薇 / 丁楠 / 任彬,剧情 / 奇幻,中国大陆,24,40,6.5,4022
三国机密之潜龙在渊,2018,游达志 / 郑伟文,常江 / 马伯庸,马天宇 / 韩东君 / 万茜 / 董洁 / 王阳明 / 董璇 / 谢君豪 / 檀健次 / 李建义 / 舒耀_ / 王玉雯 / 王仁君 / 娜仁花 / 屠楠 / 张雷 / 张博涵 / 常铖 / 林静 / 张琪 / 汪小敏 / 孙祖君 / 王萌 / 王艺诺,剧情 / 古装,中国大陆,54,45,6.5,15161
沙海,2018,毛鲲宇 / 李泽露 / 邹曦,南派三叔 / 汤祈岑 / 张鸢盎,吴磊 / 秦昊 / 张萌 / 杨蓉 / 季晨 / 朱杰 / 朱戬 / 王皓轩 / 陈_文 / 陈明昊 / 孔宋今 / 张译文 / 张艺兴 / 张铭恩 / 姚橹 / 于和伟 / 梁天 / 周延 / 毛不易 / 肖宇梁 / 娃尔 / 任宇,剧情,中国大陆,52,45,6.5,55454
芸汐传,2018,林健龙 / 刘镇明,金媛媛 / 张延斌 / 鞠芳芳 / 月白,鞠婧_ / 张哲瀚 / 米热 / 林思意 / 王佑硕 / 卢星宇 / 许佳琪 / 黄露露 / 邵雪聪 / 高雄 / 胡兵,爱情 / 武侠 / 古装,中国大陆,48,45,6.5,15437
陌生人,2018,保罗·安德鲁·威廉姆斯,马克·丹顿 / 强尼·斯托克伍德,约翰·西姆 / 黄秋生 / 梁佩诗 / 安东尼·海斯 / 汤姆·吴 / 托马斯·恰兴 / 杰森·王 / 克里斯多夫·泰克 / 卡·亚历山大 / 艾米莉娅·福克斯 / 德乌拉·基尔万 / 蒂姆·麦克纳尼 / 罗莎琳德·霍尔斯特德 / 丹尼尔·约克 / 张茵,剧情 / 惊悚 / 犯罪,中国大陆 / 香港 / 英国 / 澳门 / 台湾,8,60,6.5,593
远大前程,2018,谢泽,陈思诚 / 陈雪 / 周航 / 杨蕊 / 李林,陈思诚 / 袁弘 / 佟丽娅 / 郭采洁 / 赵立新 / 倪大红 / 刘奕君 / 果靖霖 / 谭凯 / 成泰_ / 徐僧 / 田小洁 / 杜志国 / 张双利 / 李萍 / 王德顺 / 晋松 / 王砚辉 / 谢苗 / 戴墨 / 付枚 / 张羽 / 桑平 / 郑伟 / 姚安濂 / 霍亚明 / 言杰 / 曹操 / 郭鹏 / 谢闻轩 / 张国庆 / 刘智满 / 刘智堂 / 刘智福 / 吴迪 / 黄志忠 / 连奕名 / 金士杰 / 刘昊然 / 曹炳琨 / 郭京飞 / 释彦能 / 张俪 / 富大龙 / 李念 / 许亚军 / 尹铸胜 / 刘欢 / 姜峰 / 任正斌 / 曹可凡 / 班赞 / 尹君正 / 王屿,剧情,中国大陆,56,45,6.5,18289
护花高手在都市,2018,孙玮,小刀锋利 / 心在流浪 / 孙玮 / 闫博雅,温哲轩 / 赵凌彬 / 杨卿 / 葛杨曦 / 格伊 / 崔尔康 / 李泽宇 / 张亚奇 / 尚熠晗,喜剧 / 奇幻,中国大陆,15,30,6.5,1503
幸福一家人,2018,冯凯,倪骏 / 张文梁,董洁 / 翟天临 / 李立群 / 邱泽 / 何美璇 / 任运杰 / 虞文涛,剧情 / 爱情 / 家庭,中国大陆,52,45,6.4,2163
惹上冷殿下,2018,青,谭梓豪 / 张梦琳 / 钟文轩 / 傅舒雯,郭俊辰 / 孙艺宁 / 赵弈钦 / 马力 / 程慕轩,爱情,中国大陆,30,,6.4,4157
盛势,2018,杨龙,柴鸡蛋,龚俊 / 徐峰 / 李乔丹 / 蒙恩 / 梁雪峰 / 陈汛 / 徐鹤峰 / 殷飞 / 陈_文 / 吴雅君 / 纪焕博,喜剧 / 动作 / 爱情,中国大陆,30,25,6.4,1863
家有儿女初长成,2018,林丛 / 赵牛,李建宏,张一山 / 张晔子 / 高亚麟 / 王琳 / 周小斌 / 宋宁 / 郭芯如 / 彭艺博 / 东靖川 / 张艺文 / 夏天 / 翟冠华 / 王歌,喜剧 / 家庭,中国大陆,100,25,6.4,3120
萌妻食神,2018,赵锦焘 / 张进庆,林葳蕤 / 杨之立 / 于歌 / 优优 / 邱君洁,徐志贤 / 种丹妮 / 赵健 / 刘敏 / 柴格 / 张奕聪 / 赵露思 / 盛冠森 / 宁文彤 / 侯传杲 / 辛雨锡 / 程茉 / 荣梓杉,喜剧 / 爱情 / 古装,中国大陆,56,35,6.4,5241
越活越来劲,2018,刘流 / 周英男,徐正超,刘流 / 闫学晶 / 范明 / 修睿 / 张璇 / 乔杉 / 王君平,剧情 / 喜剧,中国大陆,50,45,6.4,251
许你浮生若梦,2018,高寒,马春涛 / 符斯芸 / 韩静,朱一龙 / 安悦溪 / 程砚秋 / 朱鉴然 / 方逸伦 / 李德龙 / 帝娜 / 李感,剧情 / 爱情,中国大陆,40,45,6.4,16300
飘香剑雨,2018,胡明凯 / 罗志刚,陈茂贤 / 古龙,吴优 / 任言恺 / 刘家琪 / 肖燕 / 高广泽 / 汤晶晶 / 贾宗超 / 骆明_ / 卓煜茜 / 王博 / 于洋 / 张奕,武侠 / 古装,中国大陆,36,45,6.3,4897
重返20岁,2018,高林豹,徐子沅,韩东君 / 胡冰卿 / 秦汉 / 归亚蕾 / 姚星彤 / 张超 / 张雅钦 / 王阳 / 姜尘 / 杨青 / 姜正阳 / 那家威 / 侯桐江 / 蒋中伟 / 丛瑞麟 / 衣云鹤 / 苏茂 / 陈慧娟 / 左金珠 / 艾佳妮 / 罗鸣 / 邹敦明 / 郑好 / 叶丽娜 / 陈天晓 / 付思琪 / 黄欣欣 / 冯圣雅 / Steven / 艾伦 / 王大为 / 赵鸣,剧情 / 喜剧 / 奇幻,中国大陆,26,40,6.3,2170
人生若如初相见,2018,何澍培,贾东岩 / 武瑶 / 赵实 / 张晗 / 匪我思存,韩东君 / 孙怡 / 方中信 / 邹廷威 / 郑罗茜 / 徐正溪 / 侯勇 / 吕佳容 / 马敬涵 / 邵美琪 / 黄文豪 / 陈若轩 / 孔垂楠 / 于波 / 高雄,剧情 / 爱情,中国大陆,50,45,6.3,8437
舌害,2018,郑潇,宝卿 / 王清宇,宋祖儿 / 徐正溪 / 柳小海 / 周韵茹 / 宋海颉,喜剧 / 爱情,中国大陆,18,44,6.3,2402
独孤天下,2018,何澍培,张巍,胡冰卿 / 张丹峰 / 安以轩 / 徐正溪 / 李依晓 / 应昊茗 / 黄文豪 / 邹廷威 / 卢星宇 / 李瑞超 / 赵毅新 / 郜思雯 / 刘帅 / 张茜 / 吕一 / 马敬涵,爱情 / 古装,中国大陆,55,45,6.3,9420
幸福，近在咫尺,2018,陈意涵,许熠 / 唐小鹿 / 青岳工作室,陈意涵 / 王子奇 / 高圣远 / 张柏嘉 / 裴立言 / 夏若妍 / 徐永革 / 侯桐江 / 霄宇 / 李登芮 / 林美秀,爱情 / 奇幻,中国大陆,24,45,6.3,1416
天乩之白蛇传说,2018,尹涛 / 刘国辉,李定桦 / 刘娅 / 李真如,杨紫 / 任嘉伦 / 茅子俊 / 李曼 / 刘学义 / 何杜娟 / 傅方俊 / 朱晓渔 / 何中华 / 王劲松 / 张墨锡 / 赵文浩 / 白凯南 / 何琳 / 刘嘉玲 / 赵雅芝,剧情 / 爱情 / 古装,中国大陆,60,45,6.2,20620
