剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
攻心,2012,黄健中,柳建伟,王志飞 / 张晞临 / 冯恩鹤 / 姚笛 / 雷佳音 / 张澍,剧情 / 历史,中国大陆,30,,6.2,70
马上天下,2015,高希希,徐贵祥,张鲁一 / 叶璇 / 印小天 / 陶昕然 / 何润东 / 于滨 / 邵峰 / 白志迪 / 霍青 / 田玲 / 康凯 / 颜冠英,剧情 / 战争,中国大陆,40,,6.2,406
儿女的战争,2012,林玉芬,任泉,咏梅 / 李芯逸 / 陈刚 / 曹翠芬 / 姚橹 / 郭虹 / 胡琨 / 习雪,剧情 / 家庭,中国大陆,33,40,6.2,80
盛女的黄金时代,2011,蓝志伟 / 黄俊文,李川 / 李欣磬,陈键锋 / 王丽坤 / 王丹妮 / 陆昱霖 / 郑希怡 / 王传一,,中国大陆,30,,6.2,548
精武陈真,2008,蔡晶盛,王功,陈小春 / 董洁 / 尹子维 / 楚轶男 / 唐一菲 / 刘子豪 / 徐少强 / 梁家仁 / 刘永 / 孙岩,剧情 / 动作,中国大陆,25,45,6.2,459
二分之一美少年,2018,辛巨擘,杨晓丽 / 周超 / 蒋榕 / 欧容,叶子诚 / 金丽婷 / 赵擎 / 周升 / 敖翔 / 裕东 / 释小虎 / 王筱沫 / 陈雅斓 / 董昕赟 / 朱丽岚 / 李若玹 / 刘前程 / 刘振,剧情 / 爱情,中国大陆,23,35,6.2,1171
鲜花朵朵,2009,张国庆,何晴,海清 / 张嘉译 / 孙宁 / 梁丹妮 / 刁琳琳,剧情,中国大陆,34,40,6.2,906
阳光下的法庭,2018,李巨涛 / 陈立军,田水泉 / 郑红星 / 李巨涛,颜丙燕 / 何冰 / 王志飞 / 刘之冰 / 瑛子 / 田牧宸 / 萧松原 / 廖京生 / 田小洁 / 果靖霖 / 姚安濂 / 牛宝军 / 高明 / 钱志 / 胡彩虹 / 呼延晓辉 / 温海波 / 白马竞 / 赵小锐 / 杨子骅 / 颜世魁 / 茹萍 / 于又川 / 陈逸恒 / 郑晓宁 / 朱辉 / 李学政 / 安迪 / 李霞 / 赵小川 / 白红标 / 丁艺 / 逯军 / 刘欣 / 杨俊茗 / 张艺心 / 李雨洋 / 李之璇 / 宫海滨 / 李天涯 / 李金明 / 孙率航 / 品乐 / 张洪伟 / 刘季 / 郝文婷 / 杨凯涵 / 韩龙瑄 / 杨均柏 / 冯晓江 / 李素云 / 魏峰 / 齐晓梅 / 崔姗姗 / 王成 / 常泰 / 季马 / 玲珑 / 王艺萌 / 姚思思 / 傅晓明 / 康杰 / 贾小双 / 钱胤文 / 刘子铭 / 王仪伟 / 袁本君 / 徐昊宇 / 谷奔,剧情,中国大陆,36,45,6.2,1465
二胎时代,2015,滕文骥 / 王为,费慧君 / 李晓亮 / 刘小念,王晓晨 / 蒋毅 / 米露 / 杨菲洋 / 陈亦飞 / 顾艳 / 曲隽希 / 杨青 / 韩青 / 唐群 / 李文俊 / 钟夫翔 / 钮宝平,剧情 / 家庭,中国大陆,42,,6.2,1866
天涯歌女,2008,严浩 / 杨文军,陆寿钧,张柏芝 / 潘粤明 / 何琳 / 许绍洋 / 姚安濂 / 赵梓存 / 吕聿来 / 王飒 / 安琪 / 潘虹 / 孙飞虎 / 郭凯敏 / 夏静雯 / 曹议文 / 冯绍峰 / 候芳 / 林韦君 / 严羚 / 郭晓然 / 黄圣依,剧情,中国大陆,40,,6.2,563
婆婆来了,2010,梁山,陈宝华,朱杰 / 归亚蕾 / 杨立新 / 岳秀清 / 沙溢 / 林雨申 / 董维嘉 / 顾艳,剧情 / 爱情 / 家庭,中国大陆,26,45,6.2,2945
大理公主,2009,蒲藤晋,蒋丹 / 黄奕,林心如 / 刘涛 / 王斑,剧情 / 动作 / 爱情 / 传记 / 战争,中国大陆,31,,6.2,653
小爸妈,2015,毛小睿,庆华 / 张洁,任重 / 高露 / 王耀庆 / 王阳 / 徐洁儿 / 王倩一 / 朱茵 / 郭凯敏 / 陈鸿梅 / 马睿 / 陈廷嘉 / 苏岩 / 刘楚恬 / 石悦安鑫 / 任伟 / 于果,剧情 / 家庭,中国大陆,40,,6.2,893
万历首辅张居正,2010,苏舟,熊召政,唐国强 / 梅婷 / 冯远征 / 巫刚 / 智一桐 / 那笛 / 杨雪 / 王小丹 / 梅年佳 / 王琦 / 王伟军 / 李超 / 那刚 / 白建才 / 王志 / 俞洛生 / 蒋昌义 / 于军 / 奕祖迅 / 杨和平 / 任学海 / 梁丹妮,,中国大陆,43,,6.2,728
择天记,2015,倪明,猫腻 / 程醒 / 时子欣,沈达威 / 杨梦露 / 醋醋 / 夏磊 / 谢添天 / 海帆,剧情,中国大陆,13,15,6.2,794
后厨,2012,史晨风,张挺,小沈阳 / 海清 / 赵峥 / 任晓菲 / 姜彤,喜剧 / 爱情,中国大陆,30,45,6.2,2012
陪读妈妈,2018,陈畅,亮眉侠 / 黄芬 / 袁野 / 李岱恩,梅婷 / 许亚军 / 邬君梅 / 胡先煦 / 曾黎 / 张兆辉 / 郝洋 / 奚美娟 / 王全友 / 丁志勇 / 水晶 / 王文轩 / 董成明,家庭,中国大陆,46,45,6.2,2613
成人记,2012,柳广辉,任鹏 / 连凯鸿,吴俊余 / 张晓晨 / 杨菲洋 / 曲家瑞 / 纪亚文 / 乔乔 / 关智斌 / 李茂,喜剧 / 爱情 / 同性,中国大陆,10,12,6.2,1169
胭脂雪,2008,滕文骥,于正,范冰冰 / 霍建华 / 刘雪华 / 于小伟 / 李倩 / 张彤 / 张正阳 / 韩晓,剧情,中国大陆,32,45,6.2,2575
决对争锋,2017,孙承志,胡梦 / 水千丞,上白 / 高明 / 赵蕾 / 孙启恒 / 刘青 / 由力 / 廖望 / 盛堂娜,剧情,中国大陆,15,35,6.2,1877
欢喜婆婆俏媳妇,2010,杨志坚 / 周家文,于正,苑琼丹 / 戴娇倩 / 何晟铭 / 刘恺威 / 胡杏儿 / 高昊 / 杨蓉 / 聂鑫 / 李菁菁 / 张达明 / 陈晓 / 佟丽娅 / 黄海冰 / 周牧茵 / 魏巍 / 孙坚 / 吴竞,剧情 / 爱情,中国大陆,33,45,6.2,1720
欢喜密探,2016,包贝尔 / 朱凌锋,石明华 / 石明辉 / 包贝尔 / 朱凌锋 / 张鹏 / 张一鸣 / 马轶馨 / 张勇 / 张少轩 / 德柏,包贝尔 / 贾玲 / 王鸥 / 包文婧 / 柳岩 / 林雪 / 罗家英 / 文松 / 张一鸣 / 刘冠麟 / 曾一竣 / 杨皓宇 / 陈作深 / 德柏 / 魏翔 / 林爽 / 黄晓明 / 伊莉莎 / 王奕盛 / 吴樾 / 张洪杰 / 杜海涛 / 杜淳 / 陈紫函 / 李宗翰 / 文章 / 谭凯 / 何炅 / 朱梓骁 / 艾伦 / 焦俊艳 / 袁文康 / 沈腾 / 孙坚 / 白客 / 海陆 / 刘欢 / 张歆艺 / 李菲儿 / 张哲瀚 / 王祖蓝 / 张大大 / 郭京飞 / 肖旭 / 曹胤 / 张学恒 / 马浴柯 / 易小星 / 雪村 / 刘坤 / 袁成杰 / 颜丹晨 / 蒋欣 / 曹炳琨 / 朱亚文 / 潘霜霜 / 李菁 / 曾舜晞 / 潘斌龙 / 赵丽颖 / 栾元晖 / 杨子姗 / 翟天临 / 俞灏明 / 舒畅 / 常远 / 木幡龙 / 唐奕霖 / 何佳怡 / 王鹏翔 / 迟媛媛 / 董立范 / 孙嘉,喜剧 / 古装,中国大陆,44,45,6.2,5221
壮志雄心,2002,唐季礼,胡强 / 周涌 / 刘桉 / 汪荡平,陆毅 / 张庭 / 任达华 / 沈傲君 / 杨晨 / 米卢 / 韩晓 / 乔振宇,剧情 / 运动,中国大陆,20,46,6.2,2079
我爱河东狮,2005,杨文军,于正,陈好 / 薛佳凝 / 焦恩俊 / 梁天 / 丁子峻,剧情 / 喜剧 / 爱情,中国大陆,30,45,6.2,1646
薛仁贵传奇,2006,丁仰国,李敏,保剑锋 / 金巧巧 / 张铁林,剧情 / 历史 / 古装,中国大陆,32,,6.2,3269
书剑恩仇录,2009,谭友业 / 何振华 / 温伟基,刘奎序,乔振宇 / 郑少秋 / 周丽淇 / 颖儿 / 刘德凯 / 路晨 / 游琳姝 / 李东学 / 李呈媛 / 沈保平,剧情 / 古装,中国大陆,40,,6.2,948
娱乐没有圈,2010,林清振,郎雪枫,韩雪 / 杨乐乐 / 朱泳腾 / 阿朵 / 万思维 / 陈为民,喜剧 / 爱情,中国大陆,26,45,6.2,866
双枪李向阳之再战松井,2011,付小健 / 赵北光,申捷 / 卢敏 / 杨健,张嘉译 / 赵龙豪 / 田小洁 / 丁洋 / 唐以诺 / 袁菲 / 高凌凯 / 王建军,喜剧 / 战争,中国大陆,26,,6.2,87
龙凤奇缘,2002,袁英明,陆玉清 / 许文玲,田海蓉 / 张铁林 / 黄少祺 / 黄奕 / 刘海波 / 李婷宜 / 王亚楠 / 岳跃利 / 聂远,剧情 / 古装,中国大陆,27,,6.2,342
无忧公主,2004,李惠民,王秋雨 / 萧逸,何家劲 / 俞飞鸿 / 李倩 / 乔振宇 / 郑晓宁 / 赵丽娟 / 高鑫 / 冯绍峰 / 韩振华 / 丁海峰 / 杜志国 / 陈龙,剧情 / 喜剧 / 武侠 / 古装,中国大陆,35,,6.2,170
霸气女销售,2014,塞冷丝,,孙大可 / Coco / 小灿,,中国大陆,52,12,6.2,61
鸡祥如意,2004,郭大群,宫凯波,曹骏 / 舒畅 / 徐小刚 / 李冬果 / 卢唤 / 王晓莹 / 李大强 / 马羚 / 文兴宇 / 高宝宝 / 谢震伟 / 曹多多 / 叶豹 / 谭韦,喜剧,中国大陆,30,40,6.2,55
新情义无价,2009,赖水清,董浩宇,黄海波 / 潘粤明 / 陈莎莉 / 舒砚 / 刘梓娇 / 樊志起 / 田重 / 田丽 / 张静仪 / 赵杨,剧情,中国大陆,38,,6.2,64
龙飞相公,2004,黄真真,,陈彦 / 谢元真 / 关礼杰 / 孙耀威 / 吴辰君 / 午马 / 李建阳,奇幻,中国大陆,38,,6.2,103
红蜘蛛3：水中花之粉红帝国,2007,董力 / 胡储玺 / 高先明,周之光,白凡 / 秦丽 / 贾青 / 李梦男 / 车晓 / 王力 / 陈廷嘉 / 王小毅 / 张沛然 / 武强,剧情 / 犯罪,中国大陆,30,,6.2,84
大瓷商,2009,吴子牛,卢建中 / 熊诚,夏雨 / 伊能静 / 韩雯雯 / 刘德凯 / 宁静 / 万弘杰 / 黄梅莹,剧情 / 爱情 / 家庭 / 历史 / 战争,中国大陆,30,,6.2,114
好味·广州,2013,陈向军 / 陆凯声 / 刘晓溪,,,,中国大陆,6,10,6.2,148
白狼,2010,苏舟,,宋佳 / 邵兵,剧情 / 爱情 / 战争,中国大陆,30,41,6.2,164
下南洋,2010,沈好放,俞智先,黄圣依 / 佟大为 / 张默 / 午马 / 元华 / 王诗槐 / 童蕾 / 刘佳 / 孙大川 / 隋俊波 / 王骁 / 舒耀瑄 / 韩栋 / 王伯昭 / 刘亭作 / 孙斌 / 王砚辉 / 陈楚翰 / 曹力 / 田岷 / 田成仁 / 汪永贵 / 蒋恺,剧情,中国大陆,38,45,6.2,190
都市东游记,2002,陶玲玲,,孙兴 / 邱心志 / 曹颖,,中国大陆,30,,6.2,120
夏妍的秋天,2011,沈好放,牛伯成,李念 / 印小天 / 丁柳元 / 高曙光 / 张默 / 周传兮 / 赵丽颖 / 王丽云 / 午马 / 徐秀林 / 张小磊 / 李洪涛 / 田岷 / 刘亭作 / 王绘春 / 牛犇 / 王诗槐 / 姜超 / 赵仕瑾,剧情 / 家庭,中国大陆,30,45,6.2,422
浪子大钦差,1998,,,牛振华 / 叶童 / 崔浩然 / 胡亚斯 / 梁家仁 / 俞飞鸿,剧情 / 古装,中国大陆,40,,6.2,97
冰是睡着的水,2010,黄文利,刘红焰 / 刘猛,应采儿 / 潘虹 / 高曙光 / 陈建斌 / 鲍国安 / 侯勇 / 陈宝国 / 午马 / 罗嘉良 / 于荣光 / 申军谊 / 巍子 / 于和伟,,中国大陆,32,,6.2,214
我的武林男友,2005,石刚,杨晓军,李威 / 陈好 / 张耀扬 / 孙兴 / 杨光 / 唐于鸿 / 张博 / 蒋毅 / 施大生 / 徐美玲 / 迟国栋,剧情 / 古装,中国大陆,31,,6.2,183
拿什么拯救你，我的爱人,2011,乔梁,海岩,张歆艺 / 董璇 / 贾乃亮 / 崔林,剧情 / 爱情,中国大陆,33,40,6.2,909
杀寇决,2014,白涛,谈韦,张一山 / 战菁一 / 刘威 / 柏智杰 / 田岷 / 尹铸胜 / 杨旸 / 郭柏松 / 杨念生 / 张东升 / 石兰 / 梁爱琪 / 刘立伟,剧情 / 战争,中国大陆,47,,6.2,210
美丽新天地,2005,蒋家骏 / 龙绍基,邓紫珊,张智霖 / 杨恭如 / 范冰冰 / 高云翔 / 邓健泓 / 苑琼丹,剧情 / 爱情,中国大陆 / 香港,26,45,6.2,319
最佳前男友,2015,蒋家骏,辛迪加编剧群 / 侯娜,言承旭 / 江疏影 / 吴卓羲 / 米露 / 宫正楠 / 蒋冰 / 杜雨宸 / 李依伊 / 叶相明 / 岚欣 / 张国柱 / 夏台凤 / 高磊 / 王岗 / 唐旭,剧情 / 爱情,中国大陆,42,,6.2,2457
战争不相信眼泪,2012,苏舟,,齐芳 / 张博 / 杨洋 / 徐百卉 / 王思思 / 金晶,剧情 / 历史 / 战争,中国大陆,34,45,6.1,145
港媳嫁到,2015,李少飞,张菊芳,袁咏仪 / 高鑫 / 王丽云 / 王一楠 / 杨青 / 金泽灏 / 陈慧珊 / 李建义 / 马宁,剧情 / 家庭,中国大陆,30,,6.1,155
国家底线,2016,高进军,陈锐,黄志忠 / 左小青 / 果靖霖 / 赵柯 / 田岷 / 颜世魁,剧情,中国大陆,30,,6.1,194
不能没有她,2007,马功伟,陈小杭,甘婷婷 / 罗海琼 / 郭晓东 / 巫刚 / 卡迪琳娜 / 潘星谊,剧情 / 爱情,中国大陆,23,,6.1,113
八岁龙爷闹东京,2000,井泉 / 李海兴,,释小龙 / 焦恩俊 / 徐锦江 / 龚蓓苾,剧情 / 喜剧,中国大陆,21,40,6.1,246
布衣知县梵如花,2003,张国立,马军骧,张国立 / 张铁林 / 刘孜 / 王绘春 / 邓婕,剧情 / 古装,中国大陆,24,40,6.1,166
男花匠与女经理,2008,朱翊,傅星 / 刘瑛,苏岩 / 唐治平 / 车永莉,,中国大陆,24,,6.1,239
独狼,2012,陶秋普,王鹏义 / 高博洋,祖锋 / 颜丹晨 / 史光辉 / 芦菲 / 芦芳生,剧情 / 历史 / 战争,中国大陆,30,40,6.1,205
要过好日子,2012,周耀杰,王恒之,王茜华 / 刘莉莉 / 秦卫东 / 高明 / 午马 / 郝平 / 金玉婷 / 郭家铭 / 郑萍 / 杨亚 / 崔可法 / 王之夏,,中国大陆,32,,6.1,222
美女不坏,2009,金姝慧,,谢娜 / 郭品超 / 许慧欣,,中国大陆,28,,6.1,242
射天狼,2013,张前,康志勇,任天野 / 范志博 / 马丽 / 刘一含 / 王奕 / 陈逸恒 / 李琦 / 蒋方婷 / 牟星 / 周征波 / 徐永革 / 张陆 / 肖聪 / 陈霖苍 / 刘银平 / 陈乐 / 朱建国,剧情,中国大陆,40,,6.1,64
和平的全盛时代,2014,丁小雄,黄晶 / 朱洪波 / 刘小伟,姚笛 / 任重 / 李婳 / 林继东 / 谢园 / 何赛飞 / 王倩一 / 艾丽娅 / 隋凯 / 马丽 / 赵达,喜剧 / 爱情 / 家庭,中国大陆,32,,6.1,315
婚姻料理,2014,阎建钢,娟子,闫妮 / 赵立新 / 梁丹妮 / 冯远征 / 杨青 / 姜武 / 洪剑涛 / 姚安濂 / 姜晓冲 / 何昊阳,剧情 / 喜剧 / 家庭,中国大陆,34,,6.1,365
长剑相思,2005,李惠民,,陈坤 / 李冰冰 / 黄觉 / 李倩 / 王亚楠 / 天心,剧情 / 爱情 / 武侠 / 古装,中国大陆,42,45,6.1,122
逃之恋,1997,孙清国,冉成淼,刘晓庆 / 伍卫国,剧情,中国大陆,32,40,6.1,318
宝贝妈妈宝贝女,2011,宋洋 / 杜波,,马天宇 / 孙骁骁 / 路晨 / 李承炫 / 殷叶子 / 雷诺儿,剧情 / 喜剧 / 爱情,中国大陆,36,45,6.1,454
锦衣卫,2007,张黎,张建伟 / 赵立新,马伊琍 / 王茂蕾 / 文章 / 谭凯 / 刘文治  / 黄志忠 / 李强 / 王劲松,剧情 / 历史,中国大陆,33,,6.1,401
花红花火,2014,张汉杰,海飞,张嘉译 / 刘涛 / 聂远 / 姬他 / 徐美玲 / 王鸥 / 林栋甫 / 张粟 / 胡桑 / 刘波 / 文静 / 韩英群 / 崔翔宇 / 山崎敬一 / 张双利 / 马赫 / 曲戈 / 侯祥 / 陈威旭 / 杨常青 / 黄飞 / 冯瀑 / 焦鹏 / 冉唯群 / 柴鸥 / 松原 / 刘滨 / 孔庆三 / 许可 / 谢紫一 / 管舲帆 / 赵作山 / 刘丕中 / 吕新舜 / 李子轩 / 姜宝昌 / 沈雪炜 / 肖咏佳 / 刘朔 / 卢青海,剧情 / 爱情 / 战争,中国大陆,45,40,6.1,536
铁将军阿贵,2006,蒲腾晋,陈文贵,孙兴 / 曹颖 / 张铁林 / 王刚 / 李雨泽 / 郭冬临,剧情 / 喜剧 / 古装,中国大陆,35,40,6.1,513
秋香情戏唐伯虎,2001,孙树培,莫嘉陵,李若彤 / 耿乐 / 宋晓娜 / 赵亮 / 温海波 / 杜志国 / 朱宏嘉 / 戴春荣 / 李明启 / 程思寒 / 叮当 / 杨可心,喜剧 / 古装,中国大陆,20,40,6.1,827
爱情最美丽,2014,张国立,侯镇宇,张国立 / 蒋雯丽 / 马思纯 / 刘立 / 李明启 / 白志迪 / 李玲玉 / 宁文彤 / 崔波 / 闫学晶 / 陶慧敏 / 田小洁 / 范明 / 梁天 / 姚刚 / 买红妹,剧情 / 爱情,中国大陆,41,,6.1,1090
告诉我你爱我,2011,冯兴华,华英,张晞临 / 王琳 / 刘涛 / 郑卫莉 / 丁春诚 / 黄腾浩 / 吴佩瑜,剧情 / 爱情 / 家庭,中国大陆,32,,6.1,47
大丽家的往事,2011,李大为,周涌,王茜华 / 曹曦文 / 李菁菁 / 王新军 / 吴健 / 赵涛 / 严崐 / 陈冲,剧情 / 家庭,中国大陆,30,,6.1,111
恋上黑天使,2015,罗长安,高渔,秋瓷炫 / 唐禹哲 / 陈昊 / 钱泳辰,剧情 / 爱情,中国大陆,37,40,6.1,108
醉拳苏乞儿,2003,曹荣,,黄日华 Felix Wong / 林心如 / 连凯,动作 / 武侠 / 古装,中国大陆,20,45,6.1,106
东京生死恋,2009,乔梁,李修文 / 谢丽虹,黄圣依 / 郭家铭 / 孔维 / 藤原由嘉 / 叶峰 / 陈里昂 / 佐藤誓 / 泽克美 / 篠田薰,,中国大陆,22,,6.1,71
