剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
如果月亮有眼睛,2006,杨超,张小娴 / 吴毅敏,瞿颖 / 胡兵 / 杨恭如 / 连凯 / 蒋勤勤 / 耿乐 / 秦海璐 / 陈启泰 / 王海珍 / 张达明,爱情,中国大陆,25,,6.4,61
江城令,2009,安亚,成子安,马跃 / 李曼 / 范明,,中国大陆,31,,6.4,65
倾城之恋,1999,刘国权,,马艳丽 / 孙兴 / 方舒,,中国大陆,23,,6.4,60
何处是我家,2008,刘家成,孙卓,海清 / 咏梅 / 刘冠军 / 姚笛 / 林鹏 / 张少华,剧情,中国大陆,21,,6.4,65
家和万事兴之快乐情缘,2005,张菁,,徐铮 / 牛莉 / 魏积安,,中国大陆,,,6.4,73
数风流人物,2006,毛卫宁,钱滨 / 易丹,任泉 / 江珊 / 牛萌萌 / 孙海英 / 鲍国安 / 王诗槐,剧情,中国大陆,30,,6.4,88
六女当铺,2005,黄克敏,杜文和,罗海琼 / 胡静 / 茹萍 / 王晓男 / 曹曦文 / 斯琴高丽 / 严宽 / 文兴宇 / 李嘉存 / 寇振海 / 邬倩倩,剧情 / 古装,中国大陆,20,,6.4,80
田教授家的二十八个亲威,2009,安森阳,徐大辉 / 欧君旦 / 周姝 / 李蒙彦,谢钢 / 李宗华 / 余敏贞 / 王萌 / 何建泽 / 黄渤,喜剧,中国大陆,43,40,6.4,76
爱在屋檐下,2010,杨智谦,韩辰辰 / 宋子元,张丹峰 / 文颂娴 / 唐治平 / 阚清子 / 李根 / 田家达 / 马赫遥 / 陈思璇 / 万叶 / 黄建群 / 夏力薪,家庭,中国大陆,40,40,6.4,90
来的都是客(第一季）,2011,赵本山 / 乔杰,崔凯,赵本山 / 小沈阳 / 王小利 / 关婷娜 / 张晓伟 / 金玫玫 / 赵丹 / 杨冰 / 于洋 / 毛毛 / 刘小光,喜剧 / 家庭,中国大陆,120,25,6.4,102
都市外乡人,2006,顾晶,贺恒祥,赵军 / 闫学晶 / 何音 / 张永祥 / 侯岩松 / 李静 / 杜旭东 / 黄曼,剧情,中国大陆,23,40,6.4,91
解码深圳·华强北,2015,李北川 / 明溪,,吴海军 / 王丽 / 何国平 / 王殿甫 / 张文学 / 史立荣 / 苏进 / 吕钱浩 / 邓芬 / 李光伟 / 王老豹,,中国大陆,4,25,6.4,106
妻子,2006,刘二威,,傅彪 / 张秋芳 / 崔奕,,中国大陆,26,,6.4,108
幸福一家人,2018,冯凯,倪骏 / 张文梁,董洁 / 翟天临 / 李立群 / 邱泽 / 何美璇 / 任运杰 / 虞文涛,剧情 / 爱情 / 家庭,中国大陆,52,45,6.4,2139
苏菲的供词,2008,王晓明,郑凯南,赵宝刚 / 张歆艺 / 刘斌 / 王志飞 / 杨奇鸣 / 李婳,剧情 / 悬疑,中国大陆,27,40,6.4,164
杨门虎将,2004,梁德龙 / 刘峰 / 王鸣,朱历 / 任莎 / 阮小娜,苏有朋 / 蔡琳 / 赵雅芝 / 狄龙 / 寇振海 / 胡静 / 王艳 / 牛萌萌 / 赵强 / 贾乃亮 / 保剑锋 / 林江国 / 张梓宸 / 于小伟 / 严琨,剧情 / 爱情 / 历史,中国大陆,30,45,6.4,4644
大丫鬟,2009,何澍培,李亚玲,马雅舒 / 陈思诚 / 吴卓羲 / 何晟铭 / 李彩桦 / 米雪 / 茅子俊 / 汤镇业 / 邬倩倩,剧情 / 古装,中国大陆,35,42,6.4,2052
千金归来,2013,罗灿然,程婷钰,李易峰 / 李沁 / 赵文瑄 / 郑佩佩 / 李威 / 申珉熙,剧情,中国大陆,50,,6.4,4282
聊斋二,2006,成志超 / 晓毛,晓鸥 / 蒲松龄,严屹宽 / 李黎 / 韩雪 / 骆达华 / 陈浩民 / 林静 / 施羽 / 钟淑慧 / 刘品言 / 刘雪华 / 赵毅 / 彭于晏 / 陈牧扬 / 杨雪 / 孙耀威 / 叶璇 / 张茜 / 陈鸿梅 / 刘家辉 / 何中华 / 贾青 / 吴岱融 / 杨旻娜 / 周野芒 / 韩雯雯 / 戴兆安,剧情 / 爱情 / 古装,中国大陆,36,43,6.4,2125
霍元甲,2007,关锦鹏 / 鞠觉亮,陈翘英,郑伊健 / 陈小春 / 周牧茵 / 屈玥 / 梁家仁,剧情,中国大陆 / 香港,42,,6.4,1184
家有儿女初长成,2018,林丛 / 赵牛,李建宏,张一山 / 张晔子 / 高亚麟 / 王琳 / 周小斌 / 宋宁 / 郭芯如 / 彭艺博 / 东靖川 / 张艺文 / 夏天 / 翟冠华 / 王歌,喜剧 / 家庭,中国大陆,100,25,6.4,3119
你是我的眼,2015,田镇,张瀚予,沈腾 / 许龄月 / 贾玲 / 曹海军 / 张英 / 孙大川 / 王晓 / 王翀 / 林鹏 / 天娜,剧情 / 喜剧,中国大陆,36,45,6.4,579
猎鹰1949,2009,钱雁秋,钱雁秋,张子健 / 梁冠华 / 曲栅栅 / 苑冉 / 须乾 / 戴云霞 / 严燕生 / 刘亚津 / 傅隽 / 赵志刚 / 王心圣,剧情 / 动作 / 悬疑,中国大陆,39,40,6.4,1051
古今大战秦俑情,2011,陈嘉上 / 刘一志,李嘉音,杜淳 / 安以轩 / 罗嘉良 / 赵阳 / 安钧璨 / 方安娜 / 宁晓志 / 顾宝明,古装,中国大陆,43,45,6.4,2377
西游记,2011,张建亚,高大庸 / 郎雪枫 / 黄永辉 / 刘毅,吴樾 / 聂远 / 臧金生 / 徐锦江 / 王九胜 / 刘涛,动作 / 奇幻 / 冒险 / 古装,中国大陆,60,45,6.4,6772
吕不韦传奇,2001,周晓文,周晓文 / 吴小耕 / 张大千 / 王安庆,张铁林 / 宁静 / 陈好 / 高虎 / 张志红 / 高亚麟 / 赵雍 / 马仑,剧情 / 爱情 / 武侠 / 古装,中国大陆,29,48,6.4,5709
爱情公寓番外篇：辣味英雄传,2015,韦正,汪远,陈赫 / 娄艺潇 / 孙艺洲,剧情 / 喜剧 / 爱情 / 短片,中国大陆,4,10,6.4,1553
太太万岁,2016,沈严 / 刘海波,陈彦,闫妮 / 许亚军 / 张晨光 / 刘莉莉 / 赵子琪 / 谭凯 / 张璇 / 盛冠森 / 袁文康 / 朱锐 / 武泽锦熙,剧情 / 家庭,中国大陆,42,45,6.4,998
女孩冲冲冲,2009,范小天,王远,黄圣依 / 汤镇业 / 王亚楠 / 井柏然 / 杨紫 / 刘仪伟 / 保剑锋 / 景岗山 / 陈龙 / 喻恩泰 / 苑琼丹 / 王晓晨,剧情 / 喜剧,中国大陆,36,,6.4,558
菩提树下,2010,赖水清,李容 / 张译兮,汉良 / 刘恺威 / 吕一 / 杨蕊 / 赵会南 / 陈莎莉 / 李子雄 / 张译木 / 白雪云 / 肖光奕 / 高晓菲 / 侯勇,剧情 / 爱情,中国大陆,53,40,6.4,935
女不强大天不容,2016,余淳,六六,海清 / 杜淳 / 陈小艺 / 张译 / 秦海璐 / 贾景晖 / 李野萍 / 高明 / 安悦溪 / 刘雅瑟 / 田雨 / 李心敏 / 朱颜曼滋 / 陈希郡 / 吴连生 / 田雷 / 洪剑涛 / 陈卫 / 曹毅 / 石燕京 / 邵峰 / 哈斯高娃 / 梁馨 / 巴图 / 田淼 / 余皑磊 / 王博谷 / 洛葳 / 王伯昭 / 丁玥元,剧情 / 家庭,中国大陆,41,45,6.4,2332
盛势,2018,杨龙,柴鸡蛋,龚俊 / 徐峰 / 李乔丹 / 蒙恩 / 梁雪峰 / 陈汛 / 徐鹤峰 / 殷飞 / 陈泇文 / 吴雅君 / 纪焕博,喜剧 / 动作 / 爱情,中国大陆,30,25,6.4,1862
大唐荣耀2,2017,刘国楠 / 尹涛,刘芳 / 李惠敏,景甜 / 任嘉伦 / 万茜 / 舒畅 / 秦俊杰 / 茅子俊 / 于小伟 / 刘威葳,剧情 / 爱情 / 古装,中国大陆,32,32,6.4,7524
太平天国,2000,陈家林,张笑天,高兰村 / 王诗槐 / 孙飞虎 / 王菁华 / 张志忠 / 韩再峰 / 何永生 / 刘兵 / 杨童舒 / 李建群 / 卢勇 / 于德安 / 金玉婷 / 周迅 / 胡天鸽 / 侯永生 / 李明 / 王岗 / 林强 / 黄河 / 师小红 / 彭军 / 陈保家 / 韩振华 / 周易伦 / 宋日昕 / 赵景文 / 徐洪浩 / 潘杰 / 史宗宏 / 苏克石 / 刘海利 / 胡小庭 / 李全忠 / 孙德利 / 梁兴家 / 王基民 / 兰岚 / 汤志江 / 郝铁男 / 郭涛 / 蔡棣 / 李延松 / 杜君 / 杨静 / 胡兆峰 / 张杰 / 陆伟 / 钟鑫培 / 杨基民 / 宋来运 / 王海龙 / 贺阳 / 威廉·诺安 / 崔岱 / 侯天来 / 朱艺丹 / 包斯 / 薛中锐 / 刘毓滨 / 张晓波 / 李哲民 / 刘刚 / 叶庆林 / 吴宏厚 / 赵毅 / 许毛毛 / 盖丽丽 / 张光政 / 王举,剧情 / 历史 / 战争 / 古装,中国大陆,46,45,6.4,1323
班淑传奇,2015,朱锐斌 / 徐惠康,张巍,景甜 / 张哲瀚 / 李心艾 / 李佳航 / 李晟 / 付辛博 / 邓莎 / 张馨予 / 关晓彤 / 米热 / 恬妞 / 蒋依依 / 迪丽热巴 / 杨恭如 / 邱心志 / 王琳,剧情 / 喜剧 / 爱情 / 古装,中国大陆,42,40,6.4,4256
古剑奇谭,2014,梁胜权 / 黄俊文,邵潇逸 / 逐风,杨幂 / 李易峰 / 马天宇 / 乔振宇 / 郑爽 / 钟欣潼 / 陈伟霆 / 张智尧 / 陈紫函 / 张檬 / 高伟光 / 张云龙,剧情 / 奇幻 / 武侠 / 古装,中国大陆,52,45,6.4,35191
云上的诱惑,2013,刘心刚,谢丽虹,李泰兰 / 张博 / 谭凯 / 曾泳醍 / 殷叶子 / 龚海铭 / 李泰 / 艾东,剧情 / 爱情,中国大陆,28,,6.4,229
越活越来劲,2018,刘流 / 周英男,徐正超,刘流 / 闫学晶 / 范明 / 修睿 / 张璇 / 乔杉 / 王君平,剧情 / 喜剧,中国大陆,50,45,6.4,251
三生三世十里桃花,2017,林玉芬 / 余翠华,弘伙 / 唐七,杨幂 / 赵又廷 / 张智尧 / 迪丽热巴 / 高伟光 / 张彬彬 / 于朦胧 / 连奕名 / 黄梦莹 / 祝绪丹 / 刘芮麟 / 代斯,剧情 / 爱情,中国大陆,58,45,6.4,123602
魔幻手机,2008,余明生,九年,李滨 / 陈创 / 舒畅 / 谢宁 / 洪乙心 / 陈明昊 / 于珈若 / 王伟光 / 柳小海 / 张倩 / 焦恩俊,喜剧 / 奇幻,中国大陆,42,45,6.4,9455
许你浮生若梦,2018,高寒,马春涛 / 符斯芸 / 韩静,朱一龙 / 安悦溪 / 程砚秋 / 朱鉴然 / 方逸伦 / 李德龙 / 帝娜 / 李感,剧情 / 爱情,中国大陆,40,45,6.4,16297
转角遇到爱,2007,唐迪 / 林合隆,柴智屏 / 安婕 / 杨碧凤,徐熙媛 / 罗志祥 / 陈至恺 / 姜超 / 路嘉欣 / 藤冈靛 / 庾澄庆 / 方芳 / 陈珮骐 / 黄鸿升 / 陈彦儒 / 张立威 / 瓦娜 / 范明 / 李晟 / 沈孟生 / 张瑞珈 / 肖剑,爱情,中国大陆 / 台湾,24,26,6.4,20567
侠女闯天关,2000,朱延平,江佩玲,赵薇 / 吴奇隆 / 顾宝明 / 郝劭文 / 曹骏 / 岳跃利 / 刘孜,剧情 / 喜剧 / 动作,香港 / 中国大陆 / 台湾,31,40,6.4,14127
惹上冷殿下,2018,青,谭梓豪 / 张梦琳 / 钟文轩 / 傅舒雯,郭俊辰 / 孙艺宁 / 赵弈钦 / 马力 / 程慕轩,爱情,中国大陆,30,,6.4,4157
聚宝盆,2003,陈活威,杜文和,张卫健 / 张庭 / 范冰冰 / 梁冠华 / 朱泳腾 / 许还山 / 寇振海 / 徐松子 / 薛佳凝 / 郑毓芝  / 彭丹 / 高强,剧情 / 古装,中国大陆,37,45,6.4,9572
九岁县太爷,2001,黄海刚,贺恒祥,曹骏 / 释小龙 / 吴孟达 / 曹颖 / 王光辉 / 李岚 / 李志舆 / 高宝宝 / 方子哥 / 沈保平 / 李大强,剧情 / 喜剧,中国大陆 / 香港,35,55,6.4,11138
雪花女神龙,2002,张俊,东函,董璇 / 任天野 / 乔振宇 / 孙耀威 / 陈孝萱 / 连凯 / 张茜 / 左百学,武侠,中国大陆,45,46,6.4,5889
追鱼传奇,2013,黄锦钿,邓紫珊 / 范圣怡 / 丁鹂 / 屈定琴 / 荣芳,赵丽颖 / 关智斌 / 戴娇倩 / 丁子峻 / 曹馨月 / 张明明 / 白珊,爱情 / 奇幻 / 古装,中国大陆,36,40,6.4,3495
精卫填海,2005,羽笛,习辛,舒畅 / 李解 / 许还幻 / 颜丹晨 / 徐少强 / 吴奇隆 / 贾娅 / 刘名楷 / 陆羽 / 张天舒 / 何波 / 郝一平 / 温海波 / 张永麟,奇幻 / 古装,中国大陆,38,45,6.4,3469
最后的格格,2007,刘逢声 / 周家文,于正,霍思燕 / 陈键锋 / 严屹宽 / 唐宁 / 孙兴 / 萧蔷 / 程莉莎 / 午马 / 陈秀丽 / 田牧宸 / 洪欣 / 程思寒 / 沈保平 / 韩振华 / 宗峰岩 / 卫莱,剧情 / 爱情,中国大陆,33,,6.4,1375
新恋爱时代,2013,张晓光,王海鸰,任重 / 姚笛 / 高露 / 郑凯 / 曾泳醍 / 吕良伟 / 张凯丽 / 王阳 / 张檬 / 孟非 / 黄菡 / 乐嘉 / 彭宇 / 李好,爱情 / 家庭,中国大陆,36,,6.4,8191
开封奇谈,2017,孙恺凯 / 张明国,张仕栋 / 马佳妮 / 晓晨兽,李川 / 符龙飞 / 易柏辰 / 黄新皓 / 初俊辰 / 卢秋宏 / 王雯雯 / 章贺 / 李火火,喜剧 / 悬疑 / 古装,中国大陆,25,40,6.4,1487
保姆,2007,刘新,王丽萍,陶虹 / 奚美娟 / 王志飞 / 王志华 / 郝平 / 李雨泽 / 任伟 / 吴玉芳 / 郑毓芝  / 童维佳 / 蒋宝英 / 李晨涛 / 胡晴云 / 吴静为 / 源唯杰 / 王乙轩 / 钱芳 / 廉叔良 / 李佳璘 / 赵文睿 / 周海燕 / 郑琴 / 屠炎 / 毕远晋 / 戴兆安 / 王春,剧情 / 爱情,中国大陆,24,45,6.4,619
七品钦差刘罗锅,2002,高建国,路远,陈小春 / 刘小锋 / 徐少强 / 涓子 / 叶童,剧情 / 喜剧 / 历史 / 武侠 / 古装,中国大陆 / 香港,40,40,6.4,223
曹老板的十八个秘书,2005,陈晓雷,许晔,任程伟 / 张恒 / 句号 / 苏岩 / 姜鸿 / 张炬 / 王若子,喜剧 / 爱情,中国大陆,32,,6.4,213
江城警事,2017,刘光,黄鉴,林雨申 / 杨烁 / 张佳宁 / 戴娇倩 / 魏积安 / 王璐瑶 / 张嘉译 / 汤镇业 / 冯国强 / 石廷傲 / 杜功海 / 蒋小涵,剧情 / 犯罪,中国大陆,32,45,6.4,228
火烧阿房宮,1996,李翰祥 / 夏祖辉,高阳 / 吕红,刘晓庆 / 羅飛宇 / 张山,剧情 / 爱情 / 历史 / 战争 / 古装,中国大陆 / 香港,40,40,6.4,141
绝密1950,2009,唐敬睿,赵舒亚,王新军 / 天仙妹妹,,中国大陆,30,,6.4,143
天使的城,2015,杨阳,杨阳,马苏 / 李晨 / 袁姗姗 / 袁弘 / 应采儿 / 赵传 / 乔振宇 / 田征 / 赵倩 / 姜晓冲 / 阿楠 / 博隆 / 矢野浩二,剧情 / 爱情 / 家庭,中国大陆,38,,6.4,1619
大唐女巡按,2011,尤小刚 / 陶玲玲,臧里 / 臧希,欣潼 / 陈浩民 / 王姬 / 汤怡 / 万妮恩,悬疑 / 古装,中国大陆,30,,6.4,783
食人鱼事件,2007,小岛,石小克,李强 / 陈数 / 韩青 / 徐永革,剧情 / 悬疑 / 惊悚 / 恐怖,中国大陆,22,51,6.4,353
明天我不是羔羊,2006,沙碧红,,韩雪 / 杨雪 / 朱泳腾,剧情,中国大陆,24,,6.4,454
第九个寡妇,2012,黄建勋,严歌苓,叶璇 / 刘佩琦 / 李东学 / 肖轶 / 方慧 / 张春年 / 左腾云 / 李蓓蕾 / 迟蓬 / 李肖宁,爱情 / 历史,中国大陆,33,42,6.4,527
错爱2,2008,柳国庆,于漫洋,何政军 / 温峥嵘 / 赵丽娟 / 张植绿 / 胡倩琳,,中国大陆,25,,6.4,395
选妃记,2002,张辉力 / 解维崇,甘辉,刘小锋 / 陈好 / 何赛飞 / 周丽 / 樊志起 / 黑子 / 一真 / 焦体怡 / 王九胜 / 钱洁,剧情 / 爱情 / 古装,中国大陆,24,45,6.4,395
谍战深海,2012,王雁,李松,王志文 / 刘佳 / 姚刚 / 秦子越 / 墨阳 / 董玥 / 巫刚 / 李进荣 / 秦子越 / 王策,悬疑,中国大陆,34,40,6.4,367
山海经之山河图,2015,杜家晔,竺灿文化 / 三途 / 高菲,杜光祎 / 黄政浩 / 李舒雯 / 马丽兹 / 陈冠宁 / 杜家晔 / 杨羽 / 江天祐 / 萨钢云,剧情 / 喜剧 / 动作 / 爱情 / 奇幻,中国大陆,20,20,6.4,343
红孩儿,2005,余明生 / 赵箭,,叶童 / 焦恩俊 / 丁宇佳,,中国大陆,30,,6.4,284
酷爸俏妈,2015,丁黑,刘伯翰,李光洁 / 佟丽娅 / 高露 / 朱锐 / 赵子琪 / 桑帅 / 周德华 / 闾汉彪 / 高亚麟 / 殷桃 / 杜志国 / 黄爱玲 / 杨梓嫣 / 肖涵 / 戴墨 / 陈文淇 / 彭艺博,剧情 / 家庭,中国大陆,40,40,6.4,806
火帅,2002,李平,莫嘉陵,张铁林 / 张庭 / 黄海冰 / 卢星宇 / 杨旻娜 / 陈莹 / 闫妮,剧情 / 古装,中国大陆,28,49,6.4,453
黛玉传,2011,李平,盛和煜,马天宇 / 闵春晓 / 邓莎 / 陶昕然 / 李佳璘 / 郑毓芝  / 陈鸿梅 / 孙艺洲,爱情 / 古装,中国大陆,35,45,6.4,1281
鹰隼大队,2009,彭昱凯,王功,沙溢 / 殷桃 / 林永健,剧情,中国大陆,20,,6.4,612
夜半歌声,2005,黄磊,黄磊,徐熙媛 / 黄磊 / 何润东 / 孙莉 / 刘德凯,剧情,中国大陆 / 台湾,30,,6.4,471
解忧买手店,2016,范阳仲,卢蕾 / 范懿铭 / 齐踊,李易峰,爱情 / 短片,中国大陆,5,3,6.4,794
在悉尼等我,2006,朱翊,薛海翔,薛佳凝 / 朱翊 / 左翎 / 郭凯敏 / Clare Griggs / 王翔弘 / 周岚 / 朱茵 / 钱泳辰 / Alex Morcos,剧情 / 爱情,中国大陆 / 澳大利亚,21,45,6.4,336
李小环与苗翠花,2008,杨绍鸿,,郭霭明 / 田海蓉 / 谭耀文,,中国大陆,42,,6.4,684
爱上单眼皮男生,2005,王丽文,胭脂,夏雨 / 周韵 / 艾东,剧情,中国大陆,25,45,6.4,262
无间道,2016,洪金泼 / 梁国斌,欧冠瑛,王阳 / 罗仲谦 / 朱锐 / 苏丽珊 / 罗嘉良 / 廖碧儿 / 曾志伟 / 任贤齐 / 刘松仁 / 卢海鹏 / 石修 / 梁靖琪 / 梁汉文 / 吴廷烨 / 张松枝 / 朱鉴然 / 姜皓文 / 艾威 / 郭政鸿 / 周俊伟 / 杨天经 / 林嘉华 / 林俊贤 / 车婉婉 / 龚慈恩 / 陆骏光 / 赵雅淇 / 汤加文 / 元彪 / 郑家生  / 陈安莹 / 黄竣锋 / 张文杰 / 罗浩楷 / 潘绍聪 / 古天祥,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,30,45,6.4,176
天火传说,2011,董棣华 / 谭穗铭,朱柳华 / 何世杰 / 郭智慧,王成 / 汪旭 / 苏航 / 肖博 / 任巡 / 吴海若,科幻,中国大陆,60,25,6.4,76
想明白了再结婚,2015,尹涛,马广源,佟大为 / 王丽坤 / 邓家佳 / 骆达华 / 梁丽 / 张曦文 / 张璇 / 刘莉莉 / 李光复 / 沈丹萍 / 任东霖 / 叶一云,剧情 / 爱情,中国大陆,38,40,6.4,1772
新一剪梅,2010,卢伦常,叶广荫,霍建华 / 吕一 / 陈思诚 / 李立群 / 樊少皇 / 乔任梁 / 王琳,剧情,中国大陆,40,45,6.4,931
中国地,2011,阎建钢,赵冬苓,李幼斌 / 萨日娜 / 刘交心 / 李大强 / 石天琦 / 李金哲 / 战菁一 / 秦焰 / 徐卫 / 王雨 / 张译文,历史 / 战争,中国大陆,38,45,6.4,686
上阵父子兵,2013,花箐,中夙,范伟 / 张桐 / 衣珊 / 杨佳音,剧情 / 战争,中国大陆,28,,6.3,368
红粉,2007,范小天 / 王永,黄小初 / 黄蓓佳 / 卢新宇 / 傅琦,张智霖 / 郭可盈 / 罗海琼 / 孙逊,剧情 / 爱情,中国大陆,33,40,6.3,316
侦探小说,2010,刘新,高山,冯远征 / 巫刚 / 周显欣,悬疑 / 犯罪,中国大陆,30,40,6.3,82
大明按察使,2013,黄克敏,廉声,姚橹 / 丁勇岱 / 李芯逸 / 高鑫 / 艾东 / 杨旸 / 翟小光 / 于小慧 / 姜超 / 刘交心 / 高婷婷 / 董妮娜 / 马精武 / 刘亚津 / 李君峰 / 薛淑杰,悬疑 / 古装,中国大陆,30,45,6.3,432
二胎,2014,庞好,蓝叶,蒋欣 / 曹炳琨 / 莫小棋 / 冯嘉怡 / 潘虹 / 刘莉莉 / 李勤勤 / 高宝宝 / 高露 / 郭凯敏 / 秦焰 / 孙桂田 / 王也天 / 卜冠之,剧情 / 家庭,中国大陆,33,45,6.3,395
我们这拨人,2013,刘心刚,韩延,夏雨 / 宋佳 / 廖凡 / 王宝强 / 郭京飞 / 白百何 / 许歌 / 徐岑子,剧情,中国大陆,30,45,6.3,469
谁是你的菜,2013,韦正 / 李蔚然,,黄渤 / 罗志祥 / 张国立 / 杨颖,短片,中国大陆,5,,6.3,785
探长欧光慈,2002,刘惠宁,蓝玛,李诚儒 / 金巧巧 / 胡亚捷 / 陈小艺 / 王诗槐,剧情,中国大陆,20,45,6.3,64
喜耕田的故事2,2009,牛建荣,牛建荣,林永健 / 王亚军 / 田亮,剧情,中国大陆,22,,6.3,86
自古英雄出少年,2012,,张伟克,释小龙 / 白静 / 孙一明 / 吴磊 / 郑伟 / 方旭 / 郑佩佩 / 梁家仁 / 汤镇宗 / 张永健,儿童,中国大陆,38,,6.3,133
无法抗拒,2007,王小康,王静茹,邵兵 / 涓子 / 李明启,,中国大陆,24,,6.3,88
吾儿可教,2016,綦小卉,王思凝 / 任海啸 / 董丽雅,王刚 / 钱芳 / 于明加,剧情,中国大陆,48,45,6.3,138
将界,2016,蒋莱,林楚栋 / 蒋莱,姚岗 Gang Yao / 王彦彬,剧情 / 动作 / 悬疑 / 奇幻,中国大陆,10,20,6.3,135
嫁到非洲,2000,张绍林 / 李松桥,孟繁树 / 王琛 / 黑子 / 赖翠玲,潘雨辰 / 艾尔曼 / 韦达宝,剧情,中国大陆,19,45,6.3,113
女子刑侦学院,2004,王丽文,李敏,张达明 / 罗家英 / 陈晓东 / 陈美诗 / 廖隽嘉 / 张曼伶 / 梁靖琪,剧情 / 悬疑,中国大陆,20,40,6.3,127
家有喜妇,2014,孙金辉,孙金辉,袁姗姗 / 贾乃亮 / 陈小艺 / 高曙光 / 冉倩 / 白凯南 / 牟凤彬 / 李嘉诺 / 许媛媛 / 龙雨 / 杨杏 / 夏天,剧情 / 家庭,中国大陆,32,45,6.3,268
三十而立,2012,曹东,韩杰,任重 / 韩雨芹 / 赵锦焘 / 付悦 / 张桐 / 丁志城 / 刘金山 / 盖克 / 常蓝天 / 许娣,,中国大陆,33,,6.3,146
欧巴，我入戏了,2016,克里斯·马丁,乔系·比林斯 / 克里斯·马丁,丽芙·休森 / 丁世翰 / 裴都丽 / 全知泰 / 金思喜 / 崔始源 / 韩智敏,喜剧 / 爱情 / 奇幻,美国 / 中国大陆 / 韩,10,15,6.3,192
别让我看见,2015,王加宾,苏霆 / 秦放 / 陆寒凝 / 孟扬,李幼斌 / 何明翰 / 陈一诺 / 李歌 / 储志博 / 施京明 / 刘鉴,剧情,中国大陆,37,45,6.3,210
买房夫妻,2011,张永新,何晴,陶虹 / 王千源 / 方子春 / 邵汶 / 席与立 / 宁文彤 / 吴冕,剧情 / 家庭,中国大陆,32,40,6.3,278
你是我的梦,2008,黄伟杰,王宏辰(美) / 张翼,吴奇隆 / 沈畅 / 马天宇 / 姜鸿,爱情 / 奇幻,中国大陆 / 韩,3,45,6.3,190
失宠王妃之结缘,2015,胡意涓 Yijuan Hu / 佟仲琪 / 卢伟涛,雪灵之,李晟 / 高云翔 / 寇振海 / 黄宥明 / 黎一萱 / 王琳 / 霍政谚 / 申珉熙,剧情 / 爱情 / 古装,中国大陆,28,45,6.3,338
日月凌空,2007,路奇,吴因易,刘晓庆 / 焦恩俊 / 马晓伟 / 黄圣依,,中国大陆,40,,6.3,209
宽恕,2007,陈燕民,陈彦,王志文 / 许晴,剧情 / 爱情 / 悬疑 / 犯罪,中国大陆,32,40,6.3,274
陈真后传,2001,陈鲁,,梁小龙 / 何晴 / 陈宝国 / 金巧巧 / 申军谊,剧情,中国大陆,27,,6.3,225
我的爱对你说,2016,田少波,关仁山,余文乐 / 杨蓉 / 孙涛 / 朱一龙 / 王祉萱 / 董晴 / 黄爱玲 / 刘雪华 / 周浩东 / 方子哥,剧情 / 爱情,中国大陆,30,45,6.3,262
一颗颗眼泪都是爱,2008,刘二威,王培公,江珊 / 李颖 / 王骏毅 / 徐永革 / 施京明 / 刘佳 / 邓莎 / 萧浩冉 / 施大生 / 王辉 / 乔红 / 李婷 / 哈斯高娃,,中国大陆,32,,6.3,75
留学公寓,2013,,,,喜剧,中国大陆,6,,6.3,48
汉阳造,2014,董志强,邓原,邵兵 / 孙宁 / 黄诗佳 / 李曼 / 吴刚 / 舒耀瑄 / 江涛 / 何波 / 尹北琛,剧情 / 历史,中国大陆,46,,6.3,46
梦想光荣,2010,李骏,张莱 / 徐小朋 / 李一波 / 朱洪波,孙逊 / 李易祥 / 果靖霖 / 唐嫣,剧情,中国大陆,31,,6.3,51
偶然,2004,仪 伟,张 洁,王亚楠 / 张凤书 / 颜炳燕,剧情 / 爱情 / 家庭,中国大陆,29,45,6.3,387
非常90后,2010,泽西,泽西,彭玉 / 梁天 / 何音 / 谢孟伟 / 黄志忠 / 张铎 / 黄小蕾 / 陈丽娜 / 李颖 / 林源 / 米蒂 / 金韩一,剧情 / 家庭,中国大陆,25,,6.3,46
Hold住爱情,2014,B2 / 老姜,焦志浩,谢依霖 / 陈汉典 / 欧汉声 / 锦荣 / spexial,喜剧,中国大陆,12,20,6.3,46
雪域天路,2010,杨韬,黄志龙,刘威 / 岳红 / 奇道 / 江涛 / 尹铸胜,剧情 / 历史 / 战争,中国大陆,40,,6.3,46
情仇姐妹,2012,孙波 / 赵箭,,陶飞霏 / 靳东 / 王鹏凯 / 章贺 / 林伊婷 / 潘婕 / 刘静华 / 潘元甲 / 吴珏瑾 / 盖吉利,剧情 / 爱情,中国大陆,40,,6.3,51
尖刀战士,2010,赵俊凯,,叶璇 / 杨烁 / 于越 / 邹俊百,剧情,中国大陆,30,,6.3,68
莲花雨,2009,麦贯之,徐闰 / 沈立强 / 李扬,李国毅 / 曾恺玹 / 潘敏世 / 吕晶晶 / 宋汶霏 / 关礼杰,剧情,中国大陆,30,40,6.3,81
新梁山伯与祝英台,1995,,,千百惠 / 贾宏声,,中国大陆,23,,6.3,64
幽灵计划,2008,于立清,余沥卿,黄志忠 / 颜丹晨 / 沈丹萍,,中国大陆,30,,6.3,78
