剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
圣堂风云,2010,刘一志,李容,吴奇隆 / 李依晓 / 李威 / 贾青 / 徐炜钧 / 韩晓 / 张浩天 / 姚雨鑫,,中国大陆,30,,7.0,160
若男和她的儿女们,1996,汪俊,黄允,徐幸 / 李芸 / 唐静 / 王志飞 / 何湘钮,,中国大陆,28,,7.0,59
对手,2008,尤小刚,李晓明,赵文瑄 / 冯远征 / 黄维德 / 邬倩倩,,中国大陆,45,,7.0,347
月影风荷,2004,平江锁金,程蔷 / 董浩宇,刘诗诗 / 何赛飞 / 何家劲 / 时代美 / 蒋毅,剧情 / 爱情 / 家庭,中国大陆,34,,7.0,225
陆小凤之凤舞九天,2001,罗廷 / 徐惠康,谢俊源 / 蘇斌華 / 盧榮光,孙耀威 / 黎姿 / 李铭顺 / 方季韦,武侠,中国大陆 / 新加坡 Singapore,20,,7.0,572
延安爱情,2010,曹保平,王宛平,邓超 / 殷桃 / 寇振海 / 聂鑫 / 王砚辉 / 马静 / 冯国强,爱情 / 历史,中国大陆,25,,7.0,435
铁血壮士,2012,王晓明,,柳云龙 / 沈傲君 / 刘冠军 / 贺镪 / 金丽婷 / 邬倩倩,历史 / 战争,中国大陆,36,,7.0,139
星星月亮太阳,1998,李国立,,陈松伶 / 郑家榆 / 龚蓓苾 / 李亚鹏 / 陈昭荣 / 高曙光 / 王亚楠 / 何政军,,中国大陆,28,,7.0,62
新四军女兵,2009,丁黑,邓海南 / 姚远 / 蒋晓勤,赵子琪 / 黄维德 / 刘威葳 / 王新军 / 徐梵溪 / 甘婷婷 / 涂黎曼 / 班赞 / 郭家铭 / 朱锐 / 张佳宁,剧情 / 历史 / 战争,中国大陆,30,40,7.0,76
四号女监,四号女监,阎建刚,,宋佳 / 范冰冰 / 丁嘉丽,,中国大陆,20,,7.0,159
狼乾劫,2018,潇庸,潇庸 / 刘思宇,张西正 / 孟璐 / 傅巍 / 马靖宸 / 梁家仁 / 苑琼丹 / 张康 / 贾旭明 / 苗雅宁,奇幻,中国大陆,16,40,7.0,3146
借问英雄何处,2011,黄鹤,黄鹤,唐国强 / 晋松 / 钱泳辰 / 廉赛 / 孙海英 / 郭凯敏 / 康馥麟 / 杨秀措,战争,中国大陆,30,42,7.0,35
丐侠传奇,2009,何树培,许金焰,赵　毅 / 温兆伦 / 何中华,剧情,中国大陆,30,45,7.0,41
饭米了没？,2014,Jenff,大米,,短片,中国大陆,40,3,7.0,44
月朦胧鸟朦胧,1986,史蜀君,史蜀君,赵艳红 / 陈剑飞 / 宋佳,剧情 / 爱情,中国大陆,6,,7.0,46
红十字星座,2004,姜若瑾,马继红 / 高军 / 尚伟,王艳 / 梁静 / 林依轮 / 孙思瀚 / 王智慧 / 陈虹池,剧情,中国大陆,21,,7.0,40
梦断天国,2001,祝力强,,张丰毅,剧情 / 犯罪,中国大陆,30,45,7.0,49
房子,2009,张晓光,刘杰,陈瑾 / 涂松岩 / 李明启,,中国大陆,20,,7.0,53
前方高能之神烦狗,2016,,,,,中国大陆,20,,7.0,68
正午阳光,2013,马进,,王志飞 / 林永健 / 董维嘉 / 刘蓓 / 李洪涛 / 张京宇,剧情,中国大陆,30,,7.0,67
完全婚姻手册,2000,江澄,顾岩 / 史航 / 张琪,盖丽丽 / 马伊琍 / 陈红 / 常戎 / 孙思瀚 / 佟瑞欣 / 王景春 / 张子健 / 江澄 / 何赛飞 / 陈坚红 / 孙伟 / 赵锦涛 / 方舟波 / 王宇 / 谭增卫 / 齐大刚 / 谈鹏飞 / 刘斌,剧情,中国大陆,24,,7.0,48
全家福,2010,刘新,刘新,王茜华 / 张少华 / 霍青 / 苇青 / 刘昌伟,剧情 / 家庭,中国大陆,30,,7.0,65
致命追踪,2011,祝君 / 寒冬 / 萧飞,林琳 / 张榕佳 / 刘晓耕 / 王禹夫 / 高率 / 萧飞 / 祝君,钱泳辰 / 肖茵 / 何铁红 / 王烈 / 郝岩 / 边潇潇 / 鞠庆洲 / 宋楚炎 / 宋韦杰 / 王冠琪 / 冯静 / 魏子翔 / 杨子骅 / 张东升 / 东明 / 刘雨昆 / 徐玲 / 萧飞 / 白凡 / 岳鸣宇,动作 / 悬疑 / 犯罪,中国大陆,30,45,7.0,67
白色陷阱,2000,尤小刚 / 陶玲玲,孔继华 / 李晓明,杨童舒 / 王亚楠 / 何琳 / 廖京生 / 刘欣 / 林鹏,,中国大陆,20,,7.0,138
菜刀班尖刀连,2014,包福明,绒布,郭晓东 / 陈烨 / 林江国 / 朱杰,喜剧 / 战争,中国大陆,30,40,7.0,63
红色康乃馨,1999,包福明,陈心豪,奚美娟 / 刘蓓 / 王庆祥 / 李强 / 丁丹妮 / 张先衡,剧情 / 悬疑 / 犯罪,中国大陆,22,40,7.0,1444
铁骨芳心,2009,李岩希,李岩希,史兰芽 / 韩青 / 曲国强 / 田晓洁 / 王黎雯,剧情 / 犯罪,中国大陆,28,,7.0,54
苍天有眼,2004,梦继,徐兵,佟大为 / 苗圃 / 方子哥 / 陈丽娜 / 霍青,剧情 / 犯罪,中国大陆,22,,7.0,102
晚婚,2009,周晓文 / 赵轶超,韩杰,奚美娟 / 蓉卓 / 付悦 / 高云翔 / 李雨泽 / 叶静 / 丁志城 / 肖聪 / 王若心 / 郭昊伦,剧情 / 家庭,中国大陆,32,,7.0,141
女人的村庄,2009,吴兆珊,张继,王茜华 / 闫学晶 / 黄晓娟 / 王伟 / 王俪遐 / 于艺旋 / 郭旺,,中国大陆,30,,7.0,187
新四军,2003,宁海强,赵琪,吴京安 / 冯国庆 / 张延,剧情 / 战争,中国大陆,26,,7.0,241
爱有多深,2006,张国庆,林和平,孙菲菲 / 秦海璐 / 于洋 / 朱铁 / 杜宁林 / 赵越 / 闫学晶 / 林家川 / 谢钢,剧情 / 爱情,中国大陆,34,,7.0,309
雪狼谷,2011,连奕名,,连奕名 / 杜淳 / 杨若兮 / 张嘉译,剧情 / 战争,中国大陆,28,,7.0,346
我的特一营,2014,侯明杰,王金全,徐佳 / 杨舒 / 林浩 / 马仑 / 吴京安,战争,中国大陆,30,,7.0,473
新天仙配,1997,谢洪,张锐 / 于永和,罗慧娟 / 李志奇 / 周莉,喜剧 / 爱情 / 奇幻 / 古装,中国大陆,28,40,7.0,1037
大宋奇案之狸猫换太子传奇,2005,钱雁秋,钱雁秋 / 吕建华 / 韩义,张永强 / 董璇 / 刘蕾 / 梁冠华 / 赵毅 / 淳于珊珊 / 沙玉华 / 刘爽 / 须乾,剧情 / 悬疑 / 古装,中国大陆,30,40,7.0,345
战火兵魂,2012,孙小光,于崇宇 / 贾立强 / 鬼鬼,孙逊 / 尤勇 / 高峰 / 冯恩鹤 / 王奎荣 / 鲍鲲 / 蒋婧 / 张宛庭,,中国大陆,30,,7.0,172
我是一棵小草,2009,澄丰 / 华安,张璐 / 申捷,姚芊羽 / 保剑锋 / 赵丽娟 / 佟丽娅 / 张恒 / 于毅 / 寇振海 / 方青卓,剧情,中国大陆,43,42,7.0,1722
新上门女婿,2010,乔梁,姜德新,张译 / 张歆艺 / 潘虹 / 李琦 / 孙桂田 / 王诗槐 / 徐敏 / 曲高位 / 许歌 / 杨青,剧情 / 家庭,中国大陆,25,,7.0,1451
侠骨丹心,2005,鞠觉亮,李晓伟 / 范志忠 / 梁羽生,汉良 / 萧蔷 / 陈龙 / 何美钿 / 牛萌萌 / 景岗山 / 高雄 / 申军谊 / 徐少强 / 谭歆柔 / 何佳怡 / 王德顺 / 计春华 / 李东翰 / 王建新 / 韩振华,剧情 / 古装,中国大陆,30,,7.0,795
香草美人,2011,侯明杰,石小克,刘威葳 / 倪大红 / 谢君豪 / 张明健 / 矢野浩二 / 张蓓蓓 / 衣珊,悬疑 / 战争,中国大陆,32,,7.0,127
大姐,2005,张今标,刘一兵 / 王功 / 姚婉丽,陈小艺 / 刘钧 / 李歌 / 常浩 / 徐永革,剧情 / 爱情 / 家庭,中国大陆,19,,7.0,325
老炮儿(网络剧),2015,费振翔,葛瑞,石凉 / 邵桐 / 赵小锐 / 张博宇,剧情,中国大陆,20,10,7.0,1422
郭县令轶事,2010,王宏桥,桂东明,郭德纲 / 于谦 / 李文启 / 史妍 / 胡珂瑜 / 李菁菁 / 姜超 / 吴丹佳佳,喜剧 / 古装,中国大陆,60,,7.0,271
杨洋三嫁,2001,曾晓欣 / 陈冬冬,,虞梦 / 宋春丽 / 于小伟,,中国大陆,22,,7.0,474
母亲,2004,尹力,,陈小艺 / 常戎 / 刘佩琦,剧情 / 家庭,中国大陆,29,,7.0,76
滚滚红尘,2012,潘文杰,贾伟南,郑嘉颖 / 秦岚 / 蒋恺 / 徐洁儿 / 杨烁 / 涂黎曼 / 吴卓羲 / 夏力薪 / 王海地,剧情 / 爱情,中国大陆 / 香港,36,40,7.0,154
爹妈满院,2015,阚卫平,赵欣,赵本山 / 小沈阳 / 沈春阳 / 宋小宝 / 毕畅 / 王小利 / 刘小光,剧情,中国大陆,50,45,7.0,187
护国良相狄仁杰之京都疑云,2000,赵勇 / 田荣伟,张晓亚 / 刘远东 / 陈晨光,寇世勋 / 王姬 / 林静 / 黄海冰 / 田海蓉 / 王斑 / 刘玉婷 / 董洋 / 方琼,悬疑 / 惊悚 / 古装,中国大陆,22,40,7.0,161
囧爸的爱情生活,2014,王伟民,王伟民,朱雨辰 / 焦俊艳 / 姜超 / 戚九洲 / 姜妍 / 谢楠 / 关晓彤 / 李琦 / 山鹰,剧情 / 爱情,中国大陆,35,,7.0,192
野鸽子,2012,李小平,王倩 / 鲍丹露 / 李小平,董维嘉 / 郑奇 / 毛毅 / 李媛 / 高姝瑶 / 蒋方婷 / 艾伟,剧情 / 爱情,中国大陆,30,45,7.0,208
天使的幸福,2017,王明台,林云海,明道 / 刘诗诗 / 徐正溪 / 江语晨 / 汤甄 / 洪冰瑶 / 王允于路 / 田淼 / 葛蕾 / 王萌黎 / 吕佳容 / 刘金 / 安龙,剧情 / 爱情,中国大陆,30,45,7.0,2455
我的泪珠儿,2004,成浩,王宛平 / 何晴,原华 / 李小萌 / 胡亚捷 / 顾鑫 / 李鸣,,中国大陆,22,,7.0,290
远远的爱,2011,姚晓峰,徐君东 / 耿旭红,佟大为 / 吴越 / 董博文 / 吴京安 / 张俪 / 胡亚捷 / 唐静 / 鲁继先 / 蒋方婷 / 陆建艺 / 陆振华 / 刘嘉羽 / 张新华 / 顾宇峰 / 孙晓鹏 / 唐磊 / 周小镔,剧情 / 爱情,中国大陆,24,40,7.0,366
古船·女人和网,1993,吴珊 / 张扬,,田成仁 / 吴玉华,剧情,中国大陆,14,50,7.0,534
西安事变,2007,叶大鹰,王爰飞 / 李凯军,胡军 / 刘交心 / 霍思燕 / 姜南 / 刘劲 / 唐国强 / 郑玉,剧情 / 历史,中国大陆,36,,7.0,322
秋霜,2010,朱度源,李昌民,刘孜 / 唐一菲 / 杨亚星 / 李天洋 / 王笛 / 于小伟 / 李子雄,剧情 / 战争,中国大陆,28,45,7.0,92
虾球传,2009,潘文杰,黄伟民 / 金哥 / 张强 / 赵莉,李晨 / 郑则仕 / 曾黎 / 曾宝仪 / 张桐 / 张笑君,,中国大陆,30,,7.0,119
皇城根儿,1992,赵宝刚,赵大年 / 陈建功,王志文 / 许晴 / 尤勇 / 孙淳 / 葛存壮 / 肖雄 / 陈希光 / 郑振瑶 / 马红鹰 / 荆明华 / 李丁 / 马精武 / 李勤勤 / 宋佳 / 赵燕国彰,剧情 / 家庭,中国大陆,30,,7.0,394
七十二家房客,2008,林书锦,廖致楷,彭炽权 / 王伟香,喜剧,中国大陆,120,,7.0,504
金牌律师,2014,傅东育,段祺华,朱丹 / 周一围 / 张铎 / 黄小蕾 / 张志坚 / 是安 / 朱佳煜 / 冯嘉怡 / 苏小明 / 隋咏良 / 刘迪妮 / 冯铭潮 / 张天其 / 马睿 / 杨婷婷,剧情 / 爱情,中国大陆,39,,7.0,1402
江姐,2010,彦小追,谭力,丁柳元 / 胡亚捷 / 舒畅 / 周扬 / 姚安濂,剧情,中国大陆,30,40,7.0,197
君子好逑,2007,胡明凯 / 谭友业,王斌 / 马志全 / 赵承志,郑国霖 / 董璇 / 涂黎曼 / 赵鸿飞 / 郑佩佩 / 白凡,剧情 / 古装,中国大陆,45,,7.0,158
生死英雄,2007,江海洋,李　春 江海洋,马 跃 / 万美汐 / 吴玉芳,剧情 / 犯罪,中国大陆,28,,6.9,57
大声呼喊你回来,2007,王小康,王静茹,戴娇倩 / 邵兵 / 穆麒同 / 张镝 / 陆诗灿 / 赵毅 / 韩志 / 刘子菲,爱情 / 家庭,中国大陆,30,,6.9,133
兵变1929,2014,李依璠,李依璠,曹炳琨 / 高露 / 朱宏嘉 / 张笑君 / 李洪涛 / 李光复 / 何昊阳 / 黄勐 / 于东江 / 张浩天,剧情 / 战争,中国大陆,30,40,6.9,73
说出你的爱,2003,包福明,徐萌,周杰 / 徐璐 / 戴军,喜剧 / 爱情,中国大陆,22,45,6.9,74
古城谍影,2005,乔梁 / 王庆勇,张策 / 燕妮,马跃 / 陈澍 / 刘威葳,,中国大陆,18,,6.9,84
阳光下的冰器,2005,张小春 / 付永强,邱向东 / 杨树林 / 张健,吴秀波 / 牛莉 / 侯天来 / 刘莉莉 / 黄俊鹏 / 成辉,犯罪,中国大陆,24,,6.9,86
战争目光,2008,桑华,赵琪,王强 / 徐洪浩 / 杨树泉 / 李欣凌 / 翟万臣 / 张雅欣,剧情,中国大陆,23,,6.9,95
戴着面具跳舞,2008,周力,苏晓苑,聂远 / 张晶晶 / 石林 / 刘涛,剧情,中国大陆,24,,6.9,102
野丫头,2001,张秉坚,,李冰冰 / 谢园,,中国大陆,20,,6.9,118
窈跳淑女,2011,向灼,沈婷昭,徐飒 / 殷叶子 / 李北岳 / 王策,喜剧,中国大陆,10,15,6.9,164
爱无悔,2007,赖水清,李晓苹,杜淳 / 高圆圆 / 刘德凯 / 保剑锋 / 刘红雨 / 任东霖 / 程莉莎 / 林亚霖,剧情 / 爱情,中国大陆,36,40,6.9,253
南少林三十六房,2006,袁祥仁,徐达初,吴京 / 袁咏仪 / 张铁林 / 李楠 / 晋松 / 淳于珊珊,剧情 / 古装,中国大陆,32,,6.9,268
亚当与夏娃,2017,曲荣达,,马琰 / 张玉轩,喜剧,中国大陆,10,8,6.9,173
死去活来,2007,尤小刚,杜诗筠,刘蓓 / 冯远征 / 李诚儒 / 汤镇宗 / 唐于鸿,剧情,中国大陆,30,,6.9,152
侦探成旭之龙城岁月,2007,黄文利,姚东氚 / 王倦,于荣光 / 甘婷婷 / 午马 / 刘牧,动作 / 爱情 / 悬疑,中国大陆,26,40,6.9,180
大家庭,2012,刘雪松,王宛平 / 张晓芸,于和伟 / 刘威葳 / 赵亮 / 邵汶 / 吕中 / 刘钧 / 李颖 / 朱子岩,家庭,中国大陆,30,42,6.9,194
楚汉风云,2005,卫翰韬 / 黄伟明,刘岚 / 周长赋,胡军 / 肖荣生 / 杨恭如 / 吴倩莲 / 沈傲君,剧情 / 爱情 / 历史 / 战争,中国大陆,40,60,6.9,317
黑三角,2008,余丁,李英杰,黄海波 / 奚美娟 / 秦岚 / 王睿,剧情,中国大陆,30,,6.9,182
桥隆飙,2010,金姝慧 / 马征,孙铎 / 陈逸星,邢佳栋 / 童瑶 / 张博,剧情 / 战争,中国大陆,38,,6.9,204
天字一号,2007,于立清,于立清 / 高山,黄志忠 / 陆玲 / 谢冰冰,,中国大陆,28,,6.9,200
STB超级教师,2013,十一月,楚越,雷牧 / 郑中玉 / 张婷 / 欧宇宁 / 裘恩典 / 王森 / 张沐莀,剧情 / 喜剧 / 犯罪,中国大陆,40,20,6.9,269
迷雾重重,2010,李惠民,刘毅,王学兵 / 吕一 / 王力可 / 胡可 / 李解 / 吴庆哲 / 王子文 / 朱泳腾 / 马羚 / 郭凯敏,剧情 / 战争,中国大陆,26,,6.9,265
孟来财传奇,2010,曾晓欣,尚伟 / 周振天,林永健 / 路晨 / 金玉婷 / Volker Helfrich,剧情,中国大陆,38,,6.9,120
谍战古山塘,2007,马鲁剑,顾林曜 / 黄克忠,陈宝国 / 肖雄 / 隋俊波 / 王骏毅 / 盖丽丽 / 姜超 / 吕凉 / 申军谊 / 赵毅 / 牛犇 / 张页川 / 王同辉 / 李芯逸 / 侯越秋 / 聂鑫 / 王往 / 陈楚翰 / 黄群 / 梁建华 / 张元 / 陈笑非 / 王一淼 / 张昕 / 高郡伟 / 姜艺声 / 叶红燕 / 王丽音 / 杨军 / 李宏伟 / 张迪财 / 马梁,剧情,中国大陆,27,,6.9,91
天涯追缉令,2005,何洛 / 文龙,,罗嘉良 / 王学兵 / 刘威 / 林家栋 / 贾致刚,,中国大陆,30,,6.9,54
追杀横路靖六,2008,谢晓梅,石林,刘金山 / 梁天 / 谢园,喜剧,中国大陆,24,40,6.9,53
金蚕丝雨,2002,汪俊 / 方芬,黄鹰,吴京 / 李小冉 / 何美钿,武侠 / 古装,中国大陆,30,,6.9,963
奇妙世纪,2014,程亮 / 林博,林博,南笙 / 黄觉 / 范植伟 / 李现 / 谢承颖 / 周野芒 / 李艳 / 段博文 / 程砚秋 / 阎俊希,爱情 / 悬疑 / 惊悚 / 奇幻,中国大陆,8,20,6.9,811
战神韩信,2009,范秀明,黄灿,焦恩俊 / 孙海英 / 严宽,剧情 / 传记 / 历史 / 战争,中国大陆,30,,6.9,74
曲艺社的故事,2011,李洪绸 / 于哲 / 杨羽,李洪绸 / 臧贻强 / 王秀月 / 蔡力崇,刘毛毛 / 刘有凯 / 黑杰 / 麻云 / 安宁 / 辛岩石,喜剧,中国大陆,20,25,6.9,41
闺蜜门,2010,鲁天航,马楠,萧潇 / 杨亚 / 吴映 / 林杰妮,,中国大陆,8,11,6.9,39
三个月嫁人计划之快感剩女,2014,塞冷丝,,何叶 / 孙大可 / KiKi,,中国大陆,10,12,6.9,32
好歹一家人,2011,高伟峰 / 苏嘉政,康力舞,张洪杰 / 翟寰寰  / 傅冲 / 丁嘉丽,,中国大陆,29,,6.9,38
九命奇冤梁天来,九命奇冤梁天来,陈树楷,黄浩华,张家辉 / 蔡晓仪 / 邵传勇 / 谭炳文,剧情 / 古装,中国大陆 / 香港,30,,6.9,50
行走的筷子,2013,,,Chakal,,中国大陆,30,,6.9,54
史料不及,2015,刘兴 / 许琦,,杨皓宇 / 郑菁长 / 华晨宇 / 沈梦辰 / 鞠婧祎 / 林思意 / 董艳芸,喜剧 / 历史,中国大陆,10,15,6.9,69
家仇,2009,徐耿,周煜 / 周梅森,于和伟 / 郑罗茜 / 吕颂贤 / 娄宇健 / 阴奕彤 / 左腾云 / 郑晓明 / 刘蓓 / 郭凯敏,,中国大陆,31,,6.9,55
音为爱,2011,徐超,,李蘢怡 / 王心亮 / 陳樂 / 楊鈞涵 / 張楊 / 劉義鋒 / 吳元俊,剧情 / 爱情 / 音乐,中国大陆,10,15,6.9,47
三个傻Boy,2015,,,张子栋 / 张一鸣 / 黄才伦 / 李立群,剧情 / 喜剧,中国大陆,9,12,6.9,69
真爱背后,2011,张族权,郭方宏,谢钢 / 徐熙颜 / 韩雨嘉 / 陈美行 / 叶青 / 王萌黎 / 王聪,剧情 / 爱情,中国大陆,35,45,6.9,78
国歌,2009,龚若飞,袁子弹,谷智鑫 / 文章 / 柯蓝 / 边潇潇 / 涂黎曼 / 郭常辉 / 王劲松 / 陈锐 / 亓航,历史 / 战争,中国大陆,24,,6.9,72
梁山奇情,1992,徐庆东,,张多福 / 高宝宝 / 程希,,中国大陆,40,,6.9,87
我叫王土地,2012,张多福,汤春晖 / 马军骧,林永健 / 李强 / 齐芳 / 李依馨 / 蒋毅 / 臧晋 / 叶福生 / 修革,剧情,中国大陆,30,,6.9,156
我的青春在延安,2011,桑华,,郑恺 / 孙骁骁 / 乔乔 / 魏巍 / 钱枫,剧情 / 历史 / 战争,中国大陆,20,40,6.9,164
同龄人,2009,王滨,张辉力,任程伟 / 许晴 / 程前 / 梁林琳 / 刘威,,中国大陆,35,,6.9,174
P大点事,2013,,,白客 / 刘浩,,中国大陆,8,,6.9,184
戛纳泡面番,2017,李云波,李云波,李云波 / 桃桃林林 / 叶锐洪,,中国大陆,8,8,6.9,216
我叫刘跃进,2010,王奕开,刘震云,张立,剧情,中国大陆,22,,6.9,238
特战先锋,2010,刘猛,刘猛,侯勇 / 于震 / 矢野浩二 / 吴晓敏 / 庹宗华,剧情,中国大陆,31,,6.9,291
滇西1944,2010,宁海强,徐贵祥 / 郭亚平,王学兵 / 刘佳 / 宋运成 / 孙洪涛,,中国大陆,36,45,6.9,372
不如跳舞,2010,罗长安,韦华,张国立 / 韩雨芹 / 钟汉良 / 刘蓓 / 赵丽娟,剧情 / 爱情,中国大陆,30,,6.9,538
暴雨梨花,2006,王晶,邓特希,朱茵 / 杨恭如 / 陈法蓉 / 关秀媚 / 刘洋 / 吴庆哲 / 高博 / 寇世勋 / 王学兵 / 戚迹 / 高虎 / 沈傲君 / 高露,爱情,中国大陆,40,45,6.9,496
神医华佗,2004,李翰韬 / 蒲腾晋,,庹宗华 / 蒋勤勤 / 郁芳 / 虞小卉 / 高雄 / 高培钧 / 马帅 / 卢星宇 / 邵峰 / 李亮 / 施效增 / 张国栋 / 隋娟娟 / 陈淑凤 / 靳东 / 尚铁龙 / 张辰,,中国大陆,33,,6.9,46
乙未豪客传奇,1991,纪小黑,,李雪松 / 兰振波 / 张继波 / 穆丽燕,剧情 / 古装,中国大陆,52,45,6.9,387
幸福36计,2014,刘新,张 驰 / 王隽,罗晋 / 焦俊艳 / 闫学晶 / 杜源 / 孙玮 / 恬妞 / 王汀 / 王同辉 / 张英 / 普超英 / 马书良 / 郑希怡 / 唐治平,剧情 / 喜剧 / 家庭,中国大陆,32,,6.9,563
恋爱SOS,2011,宋坤儒,李翔 / 蔡悦,陈意涵 / 薛仕凌 / 鲁诺,剧情 / 喜剧 / 爱情,中国大陆 / 台湾,8,45,6.9,762
夜幕下的哈尔滨,2007,赵宝刚 / 王迎,高光,陆毅 / 李小冉 / 周杰 / 隋俊波 / 杨奇鸣 / 陈昊 / 许还幻 / 三浦研一 / 井上朋子,剧情 / 历史,中国大陆,33,43,6.9,1558
一树桃花开,2017,王瑞,陈枰,王志文 / 徐帆 / 蓝盈莹 / 郭晓婷 / 李泓良 / 何建泽 / 艾丽娅 / 葛四 / 张钧涵 / 黄勐 / 姜瑞佳 / 崔鹏,剧情 / 家庭,中国大陆,45,45,6.9,1057
