剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
大学那点事儿,2012,武越 / 柏宁 / 十一月,王振西 / 武越,李成 / 周帅 / 朱晓鹏 / 宋雷涛 / 闫晓琼 / 马诺 / 朱丹青 / 李雅男 / 冯文娟,,中国大陆,10,20+,7.7,170
一屋高才生,2015,汪小壹,王秀月 / 刘爱银 / 汪小壹 / 周小烦 / 臧贻强 / 高香凝,邢冬冬 / 汪小壹 / 邵庄 / 姚梦 / 安宁 / 柳小刀,喜剧,中国大陆,40,25,7.7,175
心理诊所,1998,英达,臧里 / 臧希,杨立新 / 蔡明 / 英壮 / 虞梦 / 刘小梅,剧情 / 喜剧,中国大陆,40,45,7.7,107
堆积情感,2000,曹保平,曹保平 / 张健 / 刘伽茵,刘蓓 / 孙淳 / 濮存昕 / 徐静蕾 / 丁志城 / 于荣光,剧情 / 爱情,中国大陆,21,,7.7,57
沧海游龙,2002,谭锐铭,,沙溢 / 张敏 / 吴孟达 / 张佳楠 / 景岗山 / 谷洋 / 陈丽峰 / 王华英 / 寇占文 / 冯雷,古装,中国大陆,40,40,7.7,106
刑档内幕,2000,冼炜光,,非职业演员,剧情 / 犯罪,中国大陆,20,45,7.7,87
1945黎明之战,2015,巴特尔,邓一光,张鲁一 / 张国强 / 汤嬿,战争,中国大陆,40,,7.7,108
城里城外,2006,李小龙,巩向东 / 沈航 / 何俊 / 赵哲恩,任程伟 / 林永健 / 侯继林 / 郑铮 / 蔡雯艳 / 柏寒,剧情,中国大陆,40,,7.7,83
费家有女,1994,叶青醇,,巍子 / 胡军 / 常远 / 盖克 / 陈瑾,,中国大陆,24,,7.7,64
没有冬天的海岛,2002,吴培民 / 孙明华,,赵明明 / 王诗槐 / 施京明 / 任泽巍,剧情,中国大陆,20,40,7.7,70
走过冬天的女人,1997,徐松子,兰之光,潘虹 / 方青卓 / 许承先,剧情,中国大陆,15,,7.7,55
欢乐农家,2004,刘继书,王宁 / 孙春平 / 津子围,郭柏松 / 李菁菁 / 柏青 / 王晓曦 / 姜文艺 / 刘继超 / 白光明 / 花菲 / 姜艳蔷,,中国大陆,22,,7.7,60
跤王,2007,少也,俞胜利,凌潇肃 / 颜丹晨,剧情,中国大陆,23,,7.7,67
暴走编辑部的故事,2014,,,王尼玛 / 李迪 / 王蜜桃 / 小英 / 纸巾 / 王尼美 / 王吱吱,,中国大陆,87,,7.7,51
拯救之非常地带,2008,羽笛,李书圣 / 许声亮 / 杨厚志 / 王曼玲,王志飞 / 傅艺伟 / 刘汉强 / 康飞 / 习雪,剧情,中国大陆,20,,7.7,43
金粉红蝴蝶,1998,月光寒,月光寒,周雪征 施文,科幻 / 儿童 / 奇幻,中国大陆,20,,7.7,41
大家族,1997,郭信玲,赵孝恩 / 张重光 / 叶孝慎,尤勇 / 江珊 / 蔡兴麟,剧情 / 家庭,中国大陆,25,40,7.7,47
折扇探花,2001,,孙民纪,郑中基 / 李冰冰 / 王绘春 / 董志华 / 张博 / 倪以临 / 张亮 / 聂萃 / 王璐 / 谭增卫 / 王彤川 / 孙栋光 / 毛兴鸿 / 于毅 / 何民 / 季军 / 郭魏 / 夏志强 / 董娴 / 高维明 / 孙雪岩 / 阿里斯克,,中国大陆,20,,7.7,41
晒幸福,2012,杨亚洲,郭中束,倪萍 / 张洪杰 / 彭玉 / 魏积安 / 黄轩,家庭,中国大陆,30,45,7.7,48
爸妈不容易,2007,包福明,顾伟丽,左翎 / 吴冕 / 巫刚 / 奚美娟 / 刘科,,中国大陆,20,,7.7,46
窦天宝传奇,2009,郭德纲,郭德纲,郭德纲 / 于谦 / 李菁 / 李艳冰 / 万美汐 / 张娜拉 / 舒砚,剧情,中国大陆,25,,7.7,333
潮起潮落,1992,金韬,周振天 / 崔京生,李幼斌 / 赵奎娥 / 储智博 / 刘之冰 / 陈瑾,剧情,中国大陆,20,,7.7,223
无限正义,2004,徐庆东,,吴若甫 / 周莉 / 张潮 / 王茜,,中国大陆,20,,7.7,73
一路格桑花,2010,陈胜利,翟小乐 / 戴宏 / 陈胜利,凌潇肃 / 赵柯 / 张溪芸 / 石爻 / 宋运成 / 任帅,,中国大陆,20,,7.7,383
半边楼,1992,龙图 / 苟良,,杨立新 / 徐正运 / 郭风芳,,中国大陆,22,,7.7,96
猜拳,2015,韦大军,韦大军,甘雨 / 王伟 / 浅野长英 / 齐志 / 耿乐 / 公磊 / 陈丽娜 / 刘家良 / 盖克 / 三浦研一 / 耿长军 / 李明珠 / 王一鸣,悬疑 / 战争,中国大陆,30,45,7.7,352
梦幻天使,1996,彭芾,,施大生 / 吴竞 / 何音 / 刘冠雄 / 王宇 / 曹静 / 傅斌 / 许湘英 / 高淬 / 郑红明 / 张耐伯 / 安基 / 吴宗友 / 赵松 / 高狄 / 缪惠琴 / 武皓 / 宋养华 / 郑超 / 卢问章 / 张国良 / 凌一鸣 / 陈海银 / 伊峻松,剧情 / 爱情,中国大陆,24,40,7.7,324
反串,2006,,,罗嘉良 / 田海蓉,,中国大陆,28,,7.7,211
中天悬剑,2009,连奕名,王学伟,连奕名 / 周扬 / 王奎荣,剧情,中国大陆,30,,7.7,214
孙子兵法,1997,孙彦军 / 张中一,,鲍国安 / 孙彦军 / 陆树铭 / 吴晓东 / 李靖飞,传记 / 历史 / 战争,中国大陆,20,,7.7,210
风荷怨,1995,沙如荣,,许亚军 / 何晴 / 夏莎莎 / 高亮 / 张兰 / 刘交心 / 屠茹英 / 朱玉雯 / 阮志强 / 郑嘉森 / 张引隶 / 陈蓓莉 / 唐任 / 梁涛 / 冯延巳 / 池华琼 / 赵胜胜,剧情 / 历史,中国大陆,9,,7.7,160
苍天在上,1995,周寰,陆天明,李鸣 / 廖学秋 / 廖京生 / 刘亦婷,,中国大陆,17,,7.7,179
原野,1997,高林豹 / 赵崇基,曹禺,吕良伟 / 陈红 / 郭晋安 / 吕中,剧情 / 爱情,中国大陆,25,50,7.7,153
青春不解风情,2001,黄健中 / 郭靖宇,吕红,姜武 / 袁泉 / 邵峰 / 姚芊羽 / 章艳敏 / 韩雯雯 / 王丽媛 / 王烈 / 杨昆 / 牛宝军 / 刘洋 / 纪永清 / 王刚 / 朵洋 / 肖兵 / 王元禄 / 李科 / 李梦男 / 邦杰 / 弘彪,爱情 / 悬疑 / 犯罪,中国大陆,20,,7.7,164
秋海棠,2006,何群,肖茅,辛柏青 / 黄奕 / 杨蕊 / 王学圻 / 田雨 / 王彤 / 毕彦君,剧情,中国大陆,30,,7.7,144
德龄公主,2006,韩刚继,,吕中 / 张晶晶 / 孙艺菲,,中国大陆,29,45,7.7,157
下辈子做你的女人,2008,万盛华,,任程伟 / 闫妮 / 朱琳 / 高放 / 石维坚,,中国大陆,26,,7.7,137
早春二月,2005,李大为,刘国权,董洁 / 辛柏青 / 沈傲君 / 刘佳佳 / 朱晓渔 / 朱铁 / 乐珈彤 / 舒耀瑄 / 黄梅莹 / 吴竞 / 张丹峰,剧情 / 爱情,中国大陆,30,45,7.7,132
赶走你的忧郁,2008,张国立,吴楠 / 卞智弘,张国立 / 吴越 / 杨若兮 / 庄庆宁 / 汪裴 / 崔可法 / 常蓝天 / 吕凉 / 严敏裘 / 尤浩然,剧情 / 家庭,中国大陆,25,,7.7,194
TF家族故事,2012,,,王俊凯 / 王源 / 刘志宏 / 侯高俊杰 / 刘一麟 / 罗庭信 / 易烊千玺,喜剧 / 短片 / 儿童,中国大陆,8,10,7.7,112
和平年代,1996,张前 / 李舒,张波 / 赵琪 / 何继青 / 文新国,张丰毅 / 尤勇 / 陈锐 / 于小慧 / 高明 / 吴越 / 傅勇凡 / 王茜华 / 林永健,剧情,中国大陆,23,45,7.7,1902
女人一辈子,2007,陈家林,林和平,殷桃 / 林熙越 / 颜丙燕 / 赵毅,剧情,中国大陆,28,,7.7,419
国家干部,2005,苏舟,赵琪,王志文 / 杜雨露 / 巫刚 / 罗海琼 / 冯恩鹤 / 宇秋 / 于东江,剧情,中国大陆,30,,7.7,409
汗血宝马,2005,吴子牛,高　锋,聂　远 / 洪宇宙 / 美宣 / 李成儒 / 张光北 / 杜子午,,中国大陆,30,,7.7,106
守望幸福,2005,曾曉欣 / 陳冬冬,林黎勝 / 翟恩猛,鲁园 / 刘之冰 / 茹萍 / 史兰芽 / 吕晓禾 / 王丽云 / 杜宁林 / 曹翠芬 / 苗皓钧,剧情 / 家庭,中国大陆,22,,7.7,446
小白菜奇案,2012,郭宝昌 / 俞岛,钱林森,李保田 / 陈瑾 / 刘家良 / 毛林林 / 罗晋 / 吕中 / 江珊 / 吕晓禾 / 雷恪生 / 许还山 / 侯岩松 / 张绍荣 / 赵小锐,历史 / 古装,中国大陆,32,40,7.7,833
牵挂,2010,黄力加 / 李雁,耿旭红,张国强 / 牛莉 / 刘威 / 刘芸 / 张博 / 张迪,,中国大陆,30,,7.7,701
逐日英雄,2005,李晓军,李晓军,聂远 / 王斑 / 矢野浩二,,中国大陆,36,,7.7,49
魅力肯尼亚,2012,肖崴,,,,中国大陆,3,25,7.7,46
王昭君,1987,孙光明 / 董利斌,谢文礼,黄虹 / 郭达 / 满达 / 桑宝 / 董少敏 / 黄耀华 / 申健 / 李建勋 / 艾武 / 史德才 / 王树海 / 王振荣 / 苏厚超 / 特木其乐 / 舍旺 / 奥登高娃 / 刘瑜,,中国大陆,10,,7.7,70
陆军特战队,2005,韩刚,庞天舒,丁军 / 黄河 / 谢润 / 富大龙 / 周知,剧情,中国大陆,24,,7.7,69
靠近你温暖我,2006,张建栋,姜伟,许晴 / 梅婷 / 柯蓝 / 高曙光 / 林依轮 / 耿乐 / 黄志忠,剧情 / 爱情,中国大陆,26,45,7.6,865
圣天门口,2012,张黎 / 刘淼淼,邹静之 / 唐尧,段奕宏 / 宋佳 / 黄志忠 / 袁文康 / 柯蓝 / 刘立伟 / 练束梅 / 程皓枫 / 张志坚 / 王庆祥 / 黄若萌 / 焦俊艳 / 公磊 / 裴兴雷 / 甘露 / 徐璐 / 陈楚翰 / 马小宁 / 陶海 / 王静 / 陈捷 / 涂凌 / 阚清子 / 陈良,剧情 / 历史 / 战争,中国大陆,48,45,7.6,389
突出重围,2000,舒崇福,柳建伟 / 钱滨,杜雨露 / 张志忠 / 郑晓宁 / 杜志国 / 曹培昌 / 王志飞 / 海燕 / 马丽,剧情,中国大陆,22,,7.6,1280
天下无贼,2011,侯咏,刘毅,聂远 / 秦海璐 / 景岗山 / 周晓鸥 / 石兆琪 / 尹媗 / 国永振,犯罪,中国大陆,20,,7.6,1542
乌龙山剿匪记,1986,宋昭,水运宪,周琦 / 陈玛雅 / 刘烈红 / 陈家徒 / 安亚平 / 马军勤 / 姚未平 / 申军谊 / 侯华 / 岳跃利,剧情,中国大陆,18,41,7.6,2342
包青天之碧血丹心,2010,金超群,金超群,金超群 / 何家劲 / 范鸿轩 / 何中华 / 王莎莎,剧情 / 悬疑 / 武侠 / 古装,中国大陆,40,42,7.6,859
特殊争夺,2009,延艺,谭力,靳东 / 周扬 / 姚安濂,剧情,中国大陆,29,,7.6,1227
网虫日记,2001,英达 / 林丛 / 吕小品,王少雄 / 宁财神 / 俞白眉,吕小品 / 王玉宁 / 黄晓明 / 代乐乐 / 闫勤 / 曾嘉 / 李明珠,喜剧,中国大陆,20,25,7.6,733
杨光的快乐生活5,2009,杨议,,杨议 / 杨少华 / 韩兆 / 徐熙颜,,中国大陆,34,,7.6,307
大舜,2015,吴子牛,张晓虎,宗峰岩 / 沈傲君 / 赵文瑄 / 杨梓铎 / 聂远 / 周显欣 / 修庆 / 张箴 / 白海龙 / 黑子 / 李丞峰 / 马浴柯 / 王正权 / 曲双双 / 董子武 / 王正佳 / 刘洪源 / 瑛子 / 张清,剧情 / 奇幻,中国大陆,35,,7.6,620
天生要完美,2015,刘家成,赵琪,朱亚文 / 万茜 / 李佳航 / 杨紫 / 孙绍龙 / 洪连城 / 刘维 / 王思思 / 章申,剧情 / 战争,中国大陆,30,,7.6,425
大祠堂,2009,阎建钢 / 聂造,张敬 / 欧阳琴书,林心如 / 赵鸿飞 / 王雨 / 潘虹 / 赵亮 / 高明 / 祁映诺 / 一真 / 王茂蕾 / 孙翰文 / 谭涛 / 王海地 / 沙景昌 / 马书良 / 秦焰,剧情 / 古装,中国大陆,43,45,7.6,438
恋夏38℃,2012,黄朝亮,黄朝亮,胡宇崴 / 吴映洁 / 苑新雨 / 王睿 / 是元介,剧情 / 爱情,台湾 / 中国大陆,30,47,7.6,485
苦咖啡,2010,张筠,文雨,胡歌 / 左小青 / 白冰 / 韩栋 / 谭凯 / 黄丽娅 / 蒋恺 / 刘洁 / 刘佳 / 苗皓钧 / 娄淇,剧情,中国大陆,28,45,7.6,1612
守望的天空,2012,陆江,裴文,李沁 / 赵文瑄 / 阚清子 / 林雨申 / 李艳 / 张欢 / 王宇 / 王琳 / 萨日娜,剧情 / 家庭,中国大陆,30,46,7.6,1528
内线,2009,陶玲玲,徐萌,孙淳 / 钟汉良 / 孙菲菲 / 樊志起 / 鲍大志 / 张大礼 / 杜雨露 / 徐箭 / 叶祖新 / 狄剑青 / 徐敏 / 郑天庸,剧情 / 悬疑,中国大陆,31,44,7.6,1502
女生日记,2005,李威,王群 / 张延继,杨紫 / 马雅舒 / 许双 / 钱昱璇 / 莫诗旎 / 康璐洁 / 崔彬斌 / 郝明奇 / 盛超 / 程琤 / 李兆霖 / 黄杨 / 刘美含 / 张超良 / 钱博 / 王华圳昱 / 谢怀逸 / 张立志 / 高全胜 / 陈燕 / 刘小翠 / 陈伟榕 / 鲁莽 / 马婷 / 米敬白 / 王江 / 郑晓宁 / 阎青妤 / 王志国 / 孟颖 / 高大伟 / 郑玉 / 张作峰 / 颜茜菁 / 黄思思 / 石慧英 / 周一杰 / 钟青城 / 曹新刚 / 林好 / 吴哲 / 孙浩 / 杨卫群 / 刘畅 / 李翔 / 王玉金 / 蔡雁澜 / 周琼,,中国大陆,23,,7.6,270
将·军,2010,郭靖宇,郭靖宇,黄海波 / 杨志刚 / 陈数 / 巍子 / 江涛 / 岳丽娜 / 马静,剧情 / 动作 / 战争,中国大陆,39,,7.6,763
奇妙的东方,2015,赵鹤松,,柯达 / 王玲玉,,中国大陆,10,10,7.6,539
大时代,2011,汪俊,林黎胜,段奕宏 / 薛佳凝 / 蒋勤勤 / 高虎 / 孙海英 / 王澜 / 柏寒 / 张檬 / 曲高位,剧情 / 爱情,中国大陆,33,,7.6,753
异镇,2013,龚朝晖,张莱,王千源 / 王力可 / 王挺 / 周放 / 张洪睿 / 秦俊杰 / 蒙亭宜 / 李立群 / 牛犇,剧情,中国大陆,36,40,7.6,903
锣鼓巷,2009,余丁,龚应恬 / 方子哥,丁志城 / 刘威 / 王刚 / 朱琳 / 岳红 / 张耀扬,剧情,中国大陆,36,,7.6,238
说谎的爱人,2010,赵晨阳,赵晨阳,车晓 / 朱雨辰 / 白百何 / 丁勇岱 / 刘莉莉 / 王千源 / 隋俊波 / 王一楠,爱情 / 家庭,中国大陆,28,,7.6,910
孤军英雄,2012,孟凡,方天民,李雪健 / 胡军 / 赵小锐 / 焦俊艳,剧情,中国大陆,32,45,7.6,355
老马家的幸福往事,2010,杨文军,王卫国 / 肖遐明 / 王季明,林永健 / 何赛飞 / 辛柏青 / 于和伟 / 蔡君茹 / 涂松岩 / 陈紫函 / 李立群 / 李光洁 / 王菁华 / 吴秀波 / 牛飘 / 刘向京 / 张晞临 / 淳于珊珊 / 高晓菲,剧情 / 家庭,中国大陆,47,45,7.6,1422
沧海,2009,赵浚凯,翟晓光 / 张晓亚 / 赵浚凯,尤勇 / 李幼斌 / 杜志国 / 何政军 / 郑卫莉 / 叶静 / 陈蓉,剧情 / 战争,中国大陆,48,,7.6,331
枪炮侯,2011,王瑞,海波,倪大红 / 吕中 / 杨雪 / 纪宁 / 赵静 / 许凝 / 沈靖伟 / 王凯,,中国大陆,45,,7.6,379
民国往事,2010,连奕名,卞智洪 / 王学伟,黄志忠 / 赵会南 / 连奕名 / 苗圃 / 吴亚桥 / 王佳宁 / 赵子惠 / 李菲儿,剧情,中国大陆,40,42,7.6,382
瞧这一家子,2010,滕华涛,曹盾 / 滕华涛,张嘉译 / 朱媛媛 / 彭玉 / 冯嘉怡 / 姬他 / 王一楠 / 马恩然 / 王博谷 / 李野萍 / 肖雨雨 / 涂松岩 / 叶一云 / 丹琳,剧情 / 家庭,中国大陆,30,,7.6,495
失乐园,2002,于庚庚,王三毛 / 由甲,濮存昕 / 张培 / 刘佩琦 / 杨新鸣 / 严晓频,剧情,中国大陆,30,40,7.6,428
泡芙小姐第二季,2011,王波,王波 / 司徒志岚 / 徐燕妮 / 卢梵溪,泡芙 / 十三妖 / 小若 / 超级玛丽,,中国大陆,12,11,7.6,527
台湾·一八九五,2008,韩钢,杨晓雄,李雪健 / 常戎 / 刘德凯 / 潘虹 / 刘冠翔 / 周野芒 / 姬麒麟 / 高冬平 / 荆明华 / 由力 / 谭涛 / 刘文治 / 姚岗 / 方野 / 朱婷 / 李雯雯 / 马斯尔方,剧情 / 传记 / 历史,中国大陆,36,,7.6,192
小留学生,2005,潘小扬,潘小扬,徐百卉 / 孙青青 / 谢殊,剧情,中国大陆,20,,7.6,1022
真情年代,2006,高希希,,侯勇 / 于和伟 / 殷桃 / 丁志城 / 姜宏波,,中国大陆,31,,7.6,255
国家公诉,2004,蒋绍华,周梅森,斯琴高娃 / 高明 / 吕凉 / 陈逸恒 / 郭凯敏 / 王静 / 须乾 / 张一龙 / 金鑫 / 张谦 / 颜勤 / 于宇 / 邓淑丽 / 李方平 / 李丞峰 / 章玉善 / 李学智 / 姚清 / 安生 / 郝好 / 李菁菁 / 柳玉林 / 林悦章 / 田慧 / 施节强 / 孙铁 / 吴玉胜 / 王延水 / 武文 / 陈渝生 / 施效增 / 孙翠萍 / 孙凯 / 康群智 / 常波 / 陈建生 / 苏静 / 纪敏尚,,中国大陆,35,45,7.6,262
杨光的快乐生活4,2008,杨议,,杨议 / 杨少华 / 韩兆 / 尚华,,中国大陆,38,,7.6,311
秘杀名单,2011,刘逢声,,靳东 / 周扬 / 李立群 / 章贺 / 刘立淇 / 方言 / 王鹏凯 / 李涛 / 尚铁龙 / 陈刚 / 王建新 / 赵中伟 / 张一龙 / 孙梅竞 / 张卫 / 关新伟 / 郭亚菲 / 卢琳 / 卢勇 / 王禹铮 / 李竹 / 碰碰和 / 屈刚 / 游涌 / 吉世光 / 岳冬峰 / 卢超凡 / 吴娱,剧情,中国大陆,30,40,7.6,1205
女子监狱,2004,张新建 / 杨小雄,革非,范智博 / 杨圣文 / 徐卫,剧情 / 犯罪,中国大陆,20,,7.6,376
春去春又回,2008,李文,关展博 / 陈丽华,李宗翰 / 戴娇倩 / 连凯 / 黄少祺 / 江宏恩,剧情,中国大陆,45,,7.6,384
上海的早晨,1989,张戈,赵孝思 / 陈刚,李媛媛 / 严翔 / 奇梦石,剧情 / 爱情 / 家庭 / 历史 / 战争,中国大陆,18,50,7.6,498
老牛家的战争,2010,余淳,林黎胜 / 刘誉,张洪杰 / 宋丹丹 / 秦卫东 / 周冬齐 / 李崇霄 / 姜妍 / 王澜 / 巴多,剧情 / 家庭,中国大陆,30,46,7.6,887
嘻哈四重奏,2012,卢正雨,卢正雨,卢正雨 / 杨晴瑄 / 钱志君 / 姚文雪,,中国大陆,10,10,7.6,1222
我的青春谁做主,2009,赵宝刚 / 王迎,高璇 / 任宝茹,陆毅 / 赵子琪 / 王珞丹 / 朱雨辰 / 张铎 / 林源 / 白百何 / 苏小明 / 盖克 / 丛珊 / 张谦 / 方子哥 / 宫晓瑄 / 李崇霄 / 王澜 / 汪俊 / 傅淼 / 迟国栋 / 崔志刚,剧情 / 爱情,中国大陆,32,43,7.6,48590
候车大厅,1997,英达,臧里 / 臧希,方青卓 / 英壮 / 杨青,剧情 / 喜剧,中国大陆,40,,7.6,1593
大汉天子,2002,梁本熙 / 高翊浚,杨晓雄,陈道明 / 陈莎莉 / 贾静雯 / 黄晓明 / 王灵 / 陈紫函 / 何佳怡 / 刘冠翔 / 刘怡君 / 孙飞虎 / 张明健 / 商蓉 / 修宗迪,剧情 / 历史 / 古装,中国大陆,41,40,7.6,18658
落地，请开手机,2008,李骏,沈亢 / 雷婷,孙红雷 / 傅晶 / 章申 / 甘婷婷 / 周浩东 / 白雪云 / 海清 / 尹燕彬 / 王博谷,剧情 / 悬疑,中国大陆,26,50,7.6,7037
钻石王老五的艰难爱情,2007,田有良,田有良 / 熊大勇,邓超 / 车晓 / 印小天 / 杜江,剧情 / 爱情,中国大陆,22,42,7.6,6458
报告老板,2016,刘循子墨,柯达,白客 / 张本煜 / 小爱 / 柯达 / 孔连顺 / 刘循子墨,喜剧 / 短片,中国大陆,10,25,7.6,4366
聊斋奇女子,2007,李国立,王莉 / 汤汤 / 欧根 / 威廉 / 力高,吴奇隆 / 范文芳 / 陈晓东 / 孙莉 / 瞿颖 / 牛犇 / 苗海忠 / 何贵林 / 过齐鸣 / 陈娜 / 刘诗诗 / 唐宸禹 / 李倩 / 曹曦文 / 林家宇 / 何建泽 / 岳跃 / 韩晓,剧情 / 爱情 / 恐怖,中国大陆,38,43,7.6,6575
端脑,2017,于中中,许芃芃 / 壁水羽,朱元冰 / 蒋依依 / 黄一琳 / 杨奇煜 / 赵奕欢 / 谢佳见 / 戚薇 / 温升豪 / 张予曦 / 李茂 / 弦子 / 杜姸 / 汪苏泷 / 李佳颖 / 代乐乐 / 衣云鹤 / 刘维 / 施羽 / 郝率 / 王霏,科幻 / 悬疑,中国大陆,21,30,7.6,11682
我的奇妙男友,2016,邓科,水阡墨 / 王雄成,吴倩 / 金泰焕 / 沈梦辰 / 李昕亮 / 杨逸飞 / 徐可 / 付嘉,剧情,中国大陆,28,45,7.6,7984
万万没想到,2014,易小星,至尊玉,白客 / 葛布 / 易小星 / 张本煜 / 韩寒,喜剧,中国大陆,16,10,7.6,18751
灵魂摆渡3,2016,巨兴茂,小吉祥天,于毅 / 刘智扬 / 肖茵 / 岳丽娜 / 杨昆 / 倪虹洁 / 王纯,悬疑 / 奇幻,中国大陆,13,35,7.6,15523
心理罪,2015,五百,顾小白 / 徐展雄 / 王瑞新 / 阿闻 / 大给 / 雷米,陈若轩 / 付枚 / 王泷正 / 温心 / 吴国华 / 杨大为 / 韩烨洲 / 宋永恒 / 栾蕾英 / 成城 / 张芯宁 / 潘伟奕 / 刘柏希 / 于诚群 / 蔡军 / 吴银灯 / 郑胜杰 / 徐槿哲 / 林振 / 魏云峰 / 孟战争 / 华新家 / 朱玉明 / 李卫东 / 陶惠东 / 王沐霖 / 崔绍涵 / 尹田 / 付光玲 / 武景花 / 樊云溪 / 高安艺 / 陆遥 / 范丽波 / 邵嘉 / 阚犇犇 / 张志祺 / 杜双宇 / 许阳 / 郭依林 / 尹思鉴 / 陆玖言 / 李浩 / 刘辛格 / 沈逸 / 朱琪雯 / 欧阳培龙 / 刘勇 / 李星葆 / 陈泽铭 / 盖立新 / 陆奕璇 / 吕东烨 / 马倩如 / 屈勇建 / 周杰 / 顾语涵 / 汪雪芳 / 邹佩丽 / 陈俊强 / 韩鹿 / 张烁宇 / 刘静玉 / 路安 / 杨天天 / 陈涵 / Issam / 刘建平 / 祁建 / 张刚刚 / 翟西柱 / 韩新超,悬疑 / 犯罪,中国大陆,23,30,7.6,24493
家有外星人,2009,尚敬,吴画山 / 洪靖慧 / 李蒙彦 / 丁娴瑶,孙兴 / 吴磊 / 王一楠 / 钟凡哲 / 陈曼媛 / 郑恺 / 秦卫东,喜剧,中国大陆,100,,7.6,1412
奋斗,2007,赵宝刚 / 王迎,石康,马伊琍 / 佟大为 / 文章 / 李小璐 / 朱雨辰 / 王珞丹 / 徐梵溪 / 周晓鸥 / 张晨光 / 陈意涵 / 毕彦君 / 张伟欣 / 滕旋 / 崔志刚 / 春晓 / 谭凯 / 张谦 / 苏小明 / 吴玉华 / 程雍 / 李萍 / 英壮 / 徐美玲 / 郑凯 / 刘金山 / 李文波 / 刘丰源 / 袁世龙 / 李明洁 / 陈强 / 张杰,喜剧 / 爱情,中国大陆,32,45,7.6,89770
天外飞仙,2006,黄伟明 / 王少杰 / 梁胜权,邓紫珊,胡歌 / 林依晨 / 李勤勤 / 赵亮 / 谢君豪 / 郭妃丽 / 窦智孔 / 吕一 / 唐宸禹 / 韩雪 / 陈秀丽 / 徐锦江 / 邬倩倩 / 岳跃利,爱情 / 奇幻 / 古装,中国大陆 / 台湾,38,47,7.6,20812
好戏一出,2018,黄渤,黄渤 / 张冀 / 郭俊立 / 查慕春 / 崔斯韦 / 邢爱娜 / 黄湛中,黄渤 / 舒淇 / 王宝强 / 张艺兴 / 于和伟 / 王迅 / 李勤勤 / 李又麟 / 孙红雷 / 徐峥 / 宁浩 / 管虎 / 陈德森 / 梁静,剧情 / 喜剧,中国大陆,6,45,7.6,3810
美人心计,2010,吴锦源 / 梁欣全 / 陈国华,于正 / 邹越,林心如 / 杨幂 / 王丽坤 / 陈键锋 / 何晟铭 / 冯绍峰 / 胡杏儿 / 严屹宽 / 孙菲菲 / 陈怡蓉 / 黄海冰 / 戚薇 / 林文龙 / 戴春荣 / 高昊 / 罗晋 / 杜俊泽 / 白珊 / 邓莎 / 高洋 / 周牧茵 / 蒋依依 / 林妙可 / 张晓晨,剧情 / 爱情 / 古装,中国大陆,40,40,7.6,53736
