剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
小明和他的小伙伴们,2015,王博宇,蔡根 / 李哲南 / 李潇 / 王伟朋,李潇 / 魏子煜 / 孔祥月 / 李家明 / 范金子,喜剧,中国大陆,12,8,7.5,91
走近蒋介石,2012,,,,历史,中国大陆,5,24,7.5,40
国产大英雄,2016,林珍钊,林珍钊 / 海心 / 陈永胜 / 冷偏佳,林珍钊 / 黄凯伦 / 黄璐璐 / 吴菲 / 周建华 / 袁国纲 / 章苏国 / 曹向阳 / 张华东,喜剧,中国大陆,10,15,7.5,1179
双城变奏,2008,乔梁 / 黄巧力,谭力 / 尹芳 / 陈俊菁,舒畅 / 钱泳辰,剧情 / 爱情,中国大陆 / 马来西亚,30,40,7.5,261
风尘舞蝶,2003,谢鸣晓,阿章 / 黄志远,陈红 / 林志颖 / 钟汉良 / 郑家榆 / 黄达亮,剧情 / 爱情,中国大陆,24,,7.5,354
香瓜七兄弟,2013,黄凯,尹琪,柳岩 / 王宁 / 张子栋 / 马丽 / 于洋,喜剧,中国大陆,30,30,7.5,209
荒原城堡731,1991,朱一民,,智一桐 / 林金莱 / 李鸣,剧情 / 历史 / 战争,中国大陆,10,50,7.5,141
老爸的筒子楼,2011,顾晶,刘增新,许亚军 / 刘威葳 / 李崇霄 / 李佳璇 / 杨青 / 张帆 / 景珂 / 沙景昌 / 张衣 / 纪宁 / 荣蓉,剧情 / 喜剧 / 家庭 / 历史,中国大陆,35,45,7.5,277
立案侦查,2003,陈应歧,陈翼浦 / 束焕,吴秀波 / 郭涛 / 李静 / 丁柳元 / 尤勇 / 刘蓓 / 伍宇娟 / 冯远征 / 陶虹 / 左翎 / 阮丹青 / 侯天来 / 张嘉译 / 刘桦 / 龚蓓苾 / 吕凉 / 丁志城 / 牛莉 / 修宗迪 / 侯长荣,悬疑 / 犯罪,中国大陆,24,40,7.5,325
开心公寓,2006,屠耀麟,,计一彪 / 黄浩 / 许榕真 / 舒悦 / 吴爱艺,,中国大陆,42,,7.5,400
再过把瘾,2011,叶京,霍昕,黄勐 / 秦海璐 / 吴超 / 杨紫嫣 / 胡靖钒 / 杨佳音 / 李静 / 周颖 / 周乐 / 文章 / 王子文,剧情 / 爱情,中国大陆,38,,7.5,381
郭小宝和周老财,2013,尚敬,茅捷,范伟 / 毛孩 / 张一鸾 / 顾宇峰 / 李舒桐 / 王雅捷 / 刘亚津,剧情 / 喜剧,中国大陆,46,,7.5,788
少林武王,2002,张鑫炎,马中骏,吴京 / 法提麦·雅琦 / 计春华 / 淳于珊珊 / 许还山 / 黄奕 / 于承惠 / 于海 / 徐向东 / 靳德茂 / 黄海冰,剧情 / 古装,中国大陆,22,,7.5,762
西游记外传,1991,贾士宏 / 荀皓 / 任凤坡,赵大恕,贺永祥 / 黑永宽 / 赵元霞 / 王淼,剧情 / 喜剧 / 奇幻 / 古装 / 黑色电影,中国大陆,4,44,7.5,1082
保镖之情人保镖,1999,范秀明,李培森,胡慧中 / 何家劲,武侠,中国大陆,20,45,7.5,1480
疯丫头,2009,马昕 / 黄容 / 晓沈,马昕 / 龙小山 / 潘思齐 / 李雪琴 / 郭小鹏 / 苏畅,段丽阳 / 汤家琦 / 盛利,剧情,中国大陆,28,13,7.5,142
红旗渠的儿女们,2007,蔡晓晴,李佩甫,陈思诚 / 段奕宏 / 汤唯 / 李芯逸 / 韩童生 / 王玉璋 / 霍亚明 / 李光洁 / 李法曾,剧情,中国大陆,24,,7.5,288
徐文长外传,2001,张桂芝,杜文和,谢君豪 / 李佳璘 / 闾汉彪 / 乐珈彤,古装,中国大陆,16,,7.5,158
红顶商人：胡雪岩,2004,阎建钢,二月河,巍子 / 吕良伟 / 曹颖,剧情 / 历史 / 古装,中国大陆,40,45,7.5,163
郑和下西洋,2009,马骁,朱苏进,罗嘉良 / 唐国强 / 杜雨露 / 于小慧 / 余小雪 / 孙强 / 马骏 / 蒋昌义 / 钱学格 / 张玉善 / 章劼,传记 / 历史 / 古装,中国大陆,59,,7.5,411
都市六人行,2008,尚敬,吴画山 / 任莎 / 何员外,刘敏 / 郑恺 / 张洋 / 汪卉 / 王驹 / 王文娜,喜剧,中国大陆,98,,7.5,422
红衣坊,2006,苏舟 / 金舸,力虹 / 简宁 / 李滟真,董洁 / 潘粤明 / 吴军忱 / 孙宁 / 朱虹 / 矢野浩二,剧情 / 爱情 / 历史 / 战争,中国大陆,30,45,7.5,300
爱你所以离开你,2008,斗琪,史海伟,李立群 / 车晓 / 曹翠芬 / 李佳璘,剧情,中国大陆,22,,7.5,88
后妈,1996,杨晶,,金鑫 / 耐安  / 孙敬季 / 周梦桥,,中国大陆,16,,7.5,221
无国界行动,2006,谷锦云,江奇涛,王志飞 / 秦沛 / 温兆伦 / 曹操,剧情,中国大陆,30,45,7.5,53
大码头,2007,尤小刚,,吴奇隆 / 刘佩琦 / 陈德容 / 陈莉莎,剧情 / 爱情,中国大陆,30,,7.5,98
大河儿女,2014,安建,高满堂 / 王少华,陈宝国 / 赵奎娥 / 王同辉 / 印小天 / 赵君 / 赵锦焘 / 张歆艺 / 李小冉 / 李封乾,剧情,中国大陆,45,,7.5,413
今生今世,1995,赖水清 / 姜明海 / 蒋家骏,陈惠妍,马景涛 / 岳跃利 / 张世 / 周海媚 / 陈红 / 孙兴 / 潘仪君 / 屈中恒 / 王艳 / 田少军 / 何赛飞 / 马之秦,剧情,中国大陆,41,66,7.5,2043
盒子,盒子,陈缘风,,,,中国大陆,1,7min,7.5,39
笑一笑,1999,林蓝 / 吴华俊,李德顺 / 张营,达达 / 张子建 / 王绘春,,中国大陆,48,,7.5,33
新上海假期,1996,邓志杰,唐颖 / 傅星 / 江龙,范文芳 / 何雁 / 陈传之 / 沈敏 / Min Shao / 方卉 / Yifei Mao / Sang Shang / 王频 / 邬伟强 / 席与荣 / Songnian Yang / Ben Zhao / Lei Zhao,剧情 / 爱情 / 家庭,中国大陆 / 新加坡,5,,7.5,40
邻居也疯狂,2013,俞,马广源,房子斌 / 刘莉莉 / 杜源 / 张佳宁 / 吕夏 / 黄宥明,喜剧 / 爱情 / 家庭,中国大陆,32,45,7.5,518
搭讪大师,2014,何泰然 / 麒麟博士,麒麟博士 / 金婷,施诗 / 王仁君,爱情,中国大陆,12,15,7.5,53
只比永远少一天,2005,梦继,林黎胜,王力可 / 潘艺心 / 王子嘉,爱情,中国大陆,32,,7.5,51
漂亮的事,2007,高希希,高满堂 / 于漫洋,沈晗 / 江百川 / 周子强,剧情,中国大陆,20,,7.5,52
江湖绝恋,2010,林建中,朱厉,朱雨辰 / 邹俊百 / 杜志国 / 施羽 / 于滨 / 曹克难 / 李净洋,剧情 / 爱情,中国大陆,34,45,7.5,57
冬天不冷,2002,李小龙,,王刚 / 凯丽 / 杨立新,,中国大陆,22,,7.5,44
惊天大劫案,2001,赵宝刚,,尤勇 / 丁志城,犯罪,中国大陆,16,,7.5,65
乌丫传说,1999,,,周莉,剧情 / 爱情,中国大陆,20,,7.5,231
卓尔的故事,2004,马进,徐萌,袁立 / 吴军忱 / 苗圃 / 田海蓉 / 王洛勇 / 傅彪,,中国大陆,20,,7.5,66
承诺,1995,黄蜀芹,沈贻伟,金鑫 / 池华琼 / 陈奇,剧情,中国大陆,30,40,7.5,77
神鞭,2001,周友朝,冯骥才,任程伟 / 姚晨 / 罗京民 / 果靖霖 / 杜旭东 / 齐琦 / 贾兆冀 / 郭昊伦 / 赵彦民 / 葛志兴 / 傅亚楠,,中国大陆,30,,7.5,86
无情海峡有情天,2000,王亨里,,袁咏仪 / 傅艺伟 / 佟瑞欣,,中国大陆,28,,7.5,74
红海棠,2008,侯明杰,傅琦然 / 汪弈升,杨若兮 / 许亚军 / 吕颂贤,,中国大陆 / 香港,27,,7.5,101
计中计状元财,计中计状元财,范秀明,,郑丹瑞 / 于莉 / 刘玉婷 / 马景涛 / 刘德凯 / 关礼杰 / 俞小凡 / 蔡少芬 / 孙兴 / 刘雪华,,中国大陆 / 香港 / 台湾,80,,7.5,87
乙方甲方,2014,王伟,王伟 / 宋永恒,宋永恒 / 张芯宁 / 韩烨洲 / 冷昊泽 / 王程程,喜剧,中国大陆,10,10,7.5,124
红玫瑰黑玫瑰,2010,朱翊,薛海翔 / 李容,刘晓庆 / 王姬 / 王雅捷 / 郑晓宁 / 许圣楠,,中国大陆,24,,7.5,153
美丽无声,2007,黄健中,梁凤仪,马伊琍 / 王姬 / 陈龙 / 杨昆 / 张彤 / 惠娟艳 / 樊锦霖,剧情 / 传记,中国大陆,30,45,7.5,142
天涯咫尺,2008,赖建国 / 朱德承,陈宝华,孙淳 / 剧雪 / 吴秀波 / 浦蒲 / 吴冕 / 耐安,剧情 / 家庭,中国大陆,43,,7.5,176
凤凰大视野,2004,凤凰卫视,,曾子墨,,中国大陆 / 香港,5,30,7.5,165
说好不分手,2011,顾晶,陈彤,孙淳 / 陈小艺 / 焦俊艳 / 蒋恺 / 杨梅 / 王雨,剧情 / 家庭,中国大陆,26,40,7.5,204
铿锵玫瑰,2003,杨凤良,李岩希,陈数 / 马跃 / 孔维 / 杨圣文 / 哈斯高娃 / 王大治,剧情,中国大陆,20,,7.5,411
英雄无名,2008,毛卫宁,钱滨 / 易丹,唐国强 / 刘劲 / 壮丽,剧情,中国大陆,20,,7.5,145
秘密图纸,2008,郭靖宇,郭靖宇 / 韩晓天,王志飞 / 王晓娟 / 吴越 / 杨志刚,剧情,中国大陆,30,,7.5,514
莫斯科行动,2018,张睿,许阳 / 胡博,夏雨 / 吴优 / 姚芊羽 / 张志坚 / 常戎 / 张宁江 / 娜杰日达·米哈尔科娃 / 伊瓦诺夫·尼古拉 / 叶斯特林·鲍里斯 / 科里亚克夫斯基·叶夫格尼 / 柳明明 / 杜子名 / 董博 / 李虹辰 / 邓钢 / 王戈 / 葛铮 / 张晚意 / 张戈 / 于笑 / 刘飚 / 付蓉儿 / 张倩如 / 朱一文 / 肖显鹏 / 周乐 / 孙迪 / 赵志喆 / 韩东升 / 常凯宁 / 吴楠 / 张平 / 吴明轩 / 易登林 / 赵起 / 满建武 / 邱箫婵 / 张铮,剧情 / 犯罪,中国大陆,31,45,7.5,6885
孽缘,2009,澍佳,王倦,霍思燕 / 李晨 / 刘恩佑 / 李曼 / 于荣光 / 岳跃利 / 吕易珊 / 普超英 / 孙玮 / 颖儿 / 邬倩倩 / 米学东,剧情 / 爱情 / 犯罪,中国大陆,23,40,7.5,1556
皇朝太医,2001,马精武 / 靳德茂,尚敬,孙耀威 / 任泉 / 罗海琼 / 李立群 / 李小冉 / 许还幻 / 王德顺 / 张茜,剧情 / 古装,中国大陆,30,45,7.5,1635
薛定谔的猫,2016,唐韬,多尔,马瑞男 / 苏诗丁 / 孙天宇 / 周梓琦 / 黄霄雲 / 蒲悦 / 梁振锋 / 斌巴才仁 / 张博林 / 许一鸣,音乐 / 奇幻,中国大陆,20,25,7.5,2234
案发现场2,2006,祝君 / 黎涛,,金鑫 / 张子健,犯罪,中国大陆,36,,7.5,726
长安三怪探,2014,庄宇新,庄宇新,陈浩民 / 秋瓷炫 / 袁文康 / 莫小棋 / 林子聪,悬疑 / 古装,中国大陆,36,40,7.5,1741
乱世书香,2015,杨磊 / 李伟,徐兵,吴秀波 / 陶虹 / 姜武 / 咏梅 / 张鲁一 / 谢园 / 张嘉译 / 陈丽娜,剧情,中国大陆,46,45,7.5,4442
燕子李三,1997,王新民,桂雨清,张立 / 林芳兵 / 李琦,剧情 / 动作 / 爱情 / 历史 / 战争 / 武侠,中国大陆,34,48,7.5,1674
借枪,2011,姜伟 / 付玮,林黎胜,张嘉译 / 罗海琼 / 张子健 / 颜丙燕 / 李依玲 / 涩谷天马 / 李乃文 / 王劲松 / 张黦 / 崔嵩 / 何波 / 叶峰 / 雷佳音 / 徐阁 / 山崎敬一 / 那尔那茜 / 杨和平 / 刘旭 / 王佳宁 / 王钊 / 斋藤卓野 / 林熙越 / 阿法 / 郑盈盈 / 木野雅仁,剧情,中国大陆,30,45,7.5,3423
少年康熙,2005,蒋家骏,黄华,邓超 / 潘虹 / 姚芊羽 / 刘园园 / 李建义 / 初星一 / 郝柏杰 / 曹培昌 / 徐敏 / 邓立民 / 罗珊珊 / 杨紫 / 韩晓 / 赵岭 / 边潇潇,剧情 / 历史 / 古装,中国大陆,40,40,7.5,1950
远得要命的爱情,2016,朱时茂,秘天慧,朴海镇 / 李菲儿 / 张伦硕 / 刘雨欣 / 宋轶 / 屈菁菁 / 吴磊 / 杨金承 / 郑佩佩,爱情,中国大陆,36,40,7.5,5376
乾隆王朝,2002,叶大鹰,陈亚先 / 水运宪 / 姚远,焦晃 / 陈锐 / 左小青,剧情 / 传记 / 历史,中国大陆,40,45,7.5,1449
绝对计划,2004,杨文军,蔡郁玲,张庭 / 胡兵 / 黄奕 / 唐宸禹 / 寇振海 / 巫迪文 / 何晴 / 翁家明,动作 / 科幻,中国大陆,34,41,7.5,3973
天才J,2015,曾庆杰,曾庆杰 / 马远 / 季炜铭,陈思宇 / 王子清 / 小夕,剧情 / 科幻 / 悬疑,中国大陆,10,18,7.5,2527
木府风云,2012,于荣光,王倦,秋瓷炫 / 于荣光 / 朱晓渔 / 潘虹 / 吕良伟 / 于娜 / 宋运成 / 多布杰 / 孙玮,剧情 / 古装,中国大陆,40,43,7.5,4137
大学生士兵的故事,2011,尚敬,徐君东,王磊 / 徐海乔 / 顾宇峰 / 孙晓鹏 / 金为珩 / 东靖川 / 来喜 / 刘思言 / 陈维涵 / 刘雨欣 / 马程程 / 袁媛 / 王超 / 谭涛 / 黄澄澄 / 程鹏 / 沙溢 / 毛孩 / 刘芸杉 / 张绍荣 / 李晓强 / 刘亚津 / 洪剑涛 / 张国丰 / 张建新 / 娄明 / 林永健 / 刘敏 / 高亚麟 / 郝江英 / 王向明 / 闫妮 / 殷桃 / 杨树泉 / 李洲 / 马以 / 洪洋 / 姜超 / 温玉娟,喜剧,中国大陆,25,47,7.5,711
渴望,1990,鲁晓威,李晓明,李雪健 / 张凯丽 / 黄梅莹 / 孙松 / 郑乾龙,剧情 / 家庭,中国大陆,50,46,7.5,10200
错爱一生,2005,梁山,王丽萍,韩雪 / 温峥嵘 / 贾一平 / 萨日娜 / 陶泽如 / 夏力薪 / 孙思瀚 / 李立 / 牛犇,剧情 / 爱情,中国大陆,20,45,7.5,8804
白眉大侠,1994,王文杰,单田芳 / 张辉力 / 李鲁轲,赵恒煊 / 邢岷山 / 李婷 / 秦川 / 张子健,动作 / 武侠 / 古装,中国大陆,34,49,7.5,5953
天若有情,2005,胡意涓,李顺慈,董洁 / 车仁表 / 黄志玮 / 陈孝萱 / 施羽 / 蔡君茹 / 张瑞珈,剧情 / 爱情,中国大陆,35,43,7.5,9062
长大,2015,林妍,张巍 / 朱朱,白百何 / 陆毅 / 江疏影 / 赵子琪 / 张子萱 / 白宇 / 格桑 / 李泽锋 / 辛雨锡 / 冯嘉怡 / 吴玉芳 / 邹少官 / 章申,剧情 / 爱情,中国大陆,38,,7.5,10284
少年王卫斯理,2003,黎文彦,陈文贵 / 陈曼玲,吴奇隆 / 于波 / 杨光 / 杨俊毅 / 卢星宇 / 韩雨芹 / 刘勃均 / 谷洋 / 杜泓君,剧情 / 奇幻,中国大陆,40,47,7.5,10437
快把我哥带走,2018,韩青,彭丽楠,曾舜晞 / 孙千 / 王旭东 / 胡永涛 / 马柏全 / 吕小雨 / 许晓诺 / 李梦露 / 谭泉 / 云天飞 / 魏子昕 / 赵叶索 / 刘杨 / 蔡光泰 / 张琛 / 罗海琼 / 张本煜 / 曹卫宇 / 张恒 / 李泰 / 褚栓忠 / 李艺彤,喜剧 / 家庭,中国大陆,30,45,7.5,11801
颤抖吧，阿部！,2017,赵小溪 / 赵小鸥,饶俊 / 刘娅 / 诸懿 / 洪靖惠,郑业成 / 安悦溪 / 赵东泽 / 王燕阳 / 吴昊 / 徐好 / 陈晨 / 卢峰 / 毛方圆 / 徐沐婵 / 杨韬歌 / 高海 / 王岗 / 田淼 / 陈依莎 / 朱子岩 / 徐海乔,喜剧 / 科幻 / 古装,中国大陆,25,35,7.5,18428
