剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
红星照耀中国,2016,臧云飞 / 赵东阳,臧云飞,远明 / 柳素英 / 黄海冰 / 刘涛 / 程皓枫,剧情,中国大陆,30,40,7.2,209
旱码头,2010,唐敬睿,陈杰,张丰毅 / 吴军 / 范志博 / 王柠 / 霍青 / 张东升,剧情,中国大陆,35,,7.2,90
激情永远燃烧,2012,周小刚,宋毓建,刘佳 / 周小斌 / 高亚麟 / 罗京民 / 王大治 / 夏力薪 / 杨青 / 李滨 / 周炜,,中国大陆,30,,7.2,58
39度青春,2016,赵牛,陈涛,徐海乔 / 谢闻轩 / 季东燃 / 潘姿彤 / 洛诗 / 姜皓严 / 姚远,剧情,中国大陆,28,45,7.2,123
秋海棠,1985,郭信玲,周以勤 / 秦瘦鸥,龚雪 / 刘伟明,,中国大陆,12,,7.2,167
我们俩的婚姻,2008,李自人,李自人,李亚鹏 / 苗圃 / 柯蓝 / 沈傲君 / 田雨 / 鲍大志 / 武振素 / 徐蕾 / 毛俊杰,剧情 / 爱情 / 家庭,中国大陆,28,42,7.2,867
我叫郝聪明,2013,韩延,韩延,张子萱 / 彭冠英 / 迟嘉 / 张钧涵,剧情,中国大陆,25,27,7.2,1585
柳叶刀,2008,张建栋 / 白涛,林黎胜,王学兵 / 李光洁 / 张歆艺 / 高兰村 / 徐百卉 / 白雪云 / 常波 / 石维坚 / 时代美 / 张少华,剧情 / 家庭,中国大陆,24,40,7.2,739
中华英豪,2000,范秀明,,邵兵 / 曹颖,动作,中国大陆,30,40,7.2,667
雷哥老范,2010,郭林,田有刚,范伟 / 范志博 / 范雷,剧情 / 喜剧,中国大陆,34,45,7.2,517
海棠依旧,2004,黄健中,彭三源,王姬 / 李幼斌 / 海清 / 张洪睿 / 张少华 / 陶飞霏,剧情 / 爱情,中国大陆,24,47,7.2,337
双人房单人床,2003,冯大年,吴牧耘,佟悦 / 黄芳翎 / 程皓枫 / 李姝,剧情,中国大陆,60,,7.2,96
为爱结婚,2007,成浩,张欣,李亚鹏 / 李小冉 / 张嘉译 / 廖凡 / 王春元 / 潘雨辰 / 徐秀林 / 雷恪生 / 丁海峰 / 郑卫莉 / 关晓彤,剧情 / 爱情,中国大陆,25,45,7.2,257
昨夜长风,1995,胡玫,梁凤仪,傅艺伟 / 汤镇宗 / 陆剑民,剧情 / 爱情,中国大陆,20,,7.2,203
追婚记,2016,刘恺,米永宁 / 朱景曦 / 乔冰清 / 殷圣婴,霍思燕 / 陶慧 / 周楚濋 / 王阳明 / 曹璐 / 谭凯 / 章涛 / 施羽 / 唐旭 / 杜语庭 / 武笑羽 / 周帅,剧情 / 爱情,中国大陆,40,40,7.2,279
夜奔,2007,赵浚凯,,杜志国 / 叶静 / 甘婷婷 / 高斯,剧情 / 犯罪,中国大陆,26,,7.2,207
开心麻花剧场,2012,高尚,,艾伦 / 王宁 / 常远 / 陶亮 / 陈昊明,剧情 / 喜剧,中国大陆,10,15,7.2,208
废柴兄弟4,2016,姬智,尹琪,王宁 / 修睿 / 童菲 / 魏梦 / 王妍之 / 杨冬麒 / 李乐儿,剧情 / 喜剧,中国大陆,20,,7.2,647
非常道,2004,杨文军,韩小汐 / 张健,周杰 / 吴秀波 / 牛莉 / 黄俊鹏 / 尤勇,剧情 / 犯罪,中国大陆,24,,7.2,180
情陷巴塞罗那,2009,朱翊,薛海翔,苏岩 / 张铎 / 王道 / 许圣楠 / 丁子峻 / 安雅 / 源唯杰,,中国大陆 / 西班牙,23,,7.2,152
至爱亲朋,2002,秋霞,,廖京生 / 郭金 / 印小天,剧情,中国大陆,19,,7.2,99
无字碑歌：武则天传,2006,陈燕民,陈燕民 / 张文华 / 李忆嘉,斯琴高娃 / 张铁林 / 刘威 / 方旭 / 刘金山 / 温峥嵘 / 廖晓琴 / 白云,,中国大陆,40,,7.2,147
导弹旅长,2002,谷锦云,张 锐 / 徐 剑,陆剑民 / 张延 / 王斑 / 储智博,,中国大陆,18,,7.2,103
厨子当官,2005,张绍林,路远,李保田 / 李大强 / 王璐瑶 / 田海蓉 / 李明启 / 舒畅,剧情 / 古装,中国大陆,30,,7.2,153
花帜,1997,招嵎栋,梁凤仪,刘嘉玲 / 潘 红 / 黄百鸣 / 狄波拉 / 谢 贤 / 曾江 / 汤镇宗 / 倪 震,,中国大陆 / 香港,12,,7.2,106
人证,2003,柳国庆,柳国庆,王志飞 / 赵丽娟 / 张恒,,中国大陆,24,,7.2,130
幸福的完美,2009,石钟山 / 易寒,石钟山 / 陶可,印小天 / 黄奕 / 于小伟 / 薛佳凝 / 王全有 / 张英 / 吕夏 / 杨烁 / 廖京生,剧情 / 爱情,中国大陆,27,,7.2,122
站在你背后,2005,王小康,,廖京生 / 宋春丽 / 乔振宇,,中国大陆,26,,7.2,123
错放你的手,2014,曹保平,孙博 / 曾晓文,罗晋 / 童蕾 / 聂鑫 / 颜北,剧情,中国大陆,30,,7.2,157
醉玲珑番外之玲珑醉梦,2017,黄纯 / 谢律 / 贾方,李明超 / 邹佳妮,龚俊 / 徐沐婵 / 徐嘉苇 / 马春瑞 / 郑业成 / 高一清 / 苏航 / 宫正楠 / 张洋 / 周彦辰 / 邱辉,爱情 / 古装,中国大陆,12,30,7.1,1448
马文的战争,2008,余淳,陈彤,宋丹丹 / 林永健 / 李崇霄 / 夏力薪 / 高亚麟 / 周冬齐 / 王媛可 / 佟悦 / 董博文,喜剧 / 爱情,中国大陆,24,41,7.1,998
老爸向前冲,2001,蒋家骏,周涌,傅彪 / 原华 / 倪景阳 / 陈龙 / 冯绍峰 / 郑毓芝  / 孙思瀚,剧情 / 家庭,中国大陆,20,,7.1,828
摩登女婿,2012,林合隆,董润年,俞杰奇 / 徐璐 / 娄艺潇 / 周云深 / 钱枫 / 郭云齐,喜剧 / 爱情,中国大陆,30,,7.1,645
闯关东（中篇）,2009,侯咏,高满堂 / 孙建业,王茜华 / 苗圃 / 董璇 / 濮存昕 / 张桐 / 刘佩琦 / 王馥荔 / 李玉刚 / 车永莉 / 于洋 / 涂们 / 英格玛 / 木村荣 / 郑昊 / 金桂斌 / 谢园 / 金巧巧 / 哈斯高娃 / 刘波,剧情,中国大陆,52,,7.1,700
新九品芝麻官,2006,邓伟恩 / 温伟基,郭贤,黄子华 / 黄圣依 / 张默 / 苏永康 / 韩雨芹 / 罗家英 / 鲍逸琳 / 李建义 / 唐宸禹 / 吕行,剧情 / 喜剧,中国大陆 / 香港,35,,7.1,426
我是业主,2010,刘惠宁,郑又晨,张嘉译 / 王海燕 / 刘金山 / 田小洁 / 盖克 / 罗京民 / 李文玲 / 苑冉,剧情 / 家庭,中国大陆,24,,7.1,433
乙方甲方,2013,王伟,王伟 / 宋永恒,宋永恒 / 张芯宁 / 韩烨洲 / 冷昊泽 / 王程程,,中国大陆,10,10,7.1,427
想爱都难,2008,张国立 / 罗长安,高景文,张国立 / 陈小艺 / 常铖 / 谭洋 / 丁柳元 / 李耕 / 张萌 / 王丽媛,剧情 / 爱情,中国大陆,30,40,7.1,255
抬头见喜,2012,李三林,邹静之,张国立 / 洪剑涛 / 买红妹 / 岳红 / 徐秀林 / 张宛庭,剧情,中国大陆,30,,7.1,286
宜昌保卫战,2016,齐星,齐星 / 罗学蓬,童蕾 / 徐佳 / 丁宁 / 吕良伟 / 章宇昂 / 侯勇 / 曹卫宇 / 陈小春 / 王帅,剧情 / 战争,中国大陆,35,,7.1,324
幸福在哪里,2007,王雷,李春利 / 杨骏,贾一平 / 马伊琍 / 白百何 / 张博 / 徐秀林 / 黄梅莹 / 佟大为 / 罗方圆 / 马昌钰 / 邵欣 / 李青青 / 江南 / 李照棋 / 陈曦 / 刘岚 / 格桑 / 王冲 / 杨晓男 / 于诚群 / 韩方 / 高颖 / 王志,剧情 / 爱情,中国大陆,23,40,7.1,1095
情证今生,2008,陈东村,张挺,陈坤 / 杨蓉 / 陈宝国 / 刘桦 / 刘斌 / 汪裴,剧情 / 爱情,中国大陆,24,40,7.1,116
在水一方,在水一方,小岛,,李芸 / 马晓伟 / 王诗槐,,中国大陆,4,,7.1,71
半把剪刀,1998,徐伟杰,,张子健 / 田海蓉 / 王学宾 / 刘小锋 / 孙清,,中国大陆,22,,7.1,73
继母后妈,2009,杨晶,,王新军 / 谢兰 / 丁柳元,,中国大陆,30,,7.1,75
盘龙卧虎高山顶,2010,延艺,未知,潘粤明 / 刘涛,,中国大陆,30,,7.1,117
有情有趣,2011,李洪绸 / 于哲 / 邢冬冬 / 杨羽,于 哲 / 李洪绸 / 臧贻强,杨羽 / 邵庄 / 王秀月,喜剧 / 情色,中国大陆,9,20,7.1,198
还我激情,2001,殊祥,郑平,杜德伟 / 杨镒 / 孟广美 / 马伊琍,剧情,中国大陆,20,,7.1,177
重庆谍战,2008,张汉杰,宋凌云 / 张多 / 宋阳明 / 张璐,刘小锋 / 董勇 / 张秋歌,,中国大陆,33,,7.1,231
一村之长,1992,朱一民,杨廷玉,赵本山 / 方青卓 / 范伟,剧情 / 喜剧,中国大陆,8,,7.1,238
幸福密码,2011,萧峰,刘海,朱媛媛 / 辛柏青 / 陆玲 / 田重 / 李坤霖 / 李净洋 / 陈颢文,喜剧 / 爱情 / 家庭,中国大陆,27,,7.1,254
青春进行时,2009,全益俊,叶长海,井柏然 / 付辛博 / 韦炜 / 何琢言 / 张馨予 / 曹苑 / 王冠,剧情,中国大陆,100,,7.1,303
国家机密,2005,陈应歧,邓原,吴若甫 / 鲍国安 / 侯天来 / 李欣凌 / 罗湘晋 / 吕梁 / 陆玲 / 李欣 / 蔡伟 / 王思雅 / 王海平 / 乔立生 / 王传海 / 李竹 / 李会东 / 铁金良 / 彭毅忆 / 石强 / 韩建场 / 龚广宁 / 袁宗福 / 王伟华,悬疑 / 犯罪,中国大陆,25,40,7.1,322
王海涛今年四十一,2011,黄键中,郭靖宇,张国强 / 刘蓓 / 柏寒 / 田野 / 王媛可 / 李野萍 / 李光复 / 岳丽娜 / 蒋竹青 / 高玉庆 / 许娣 / 常蓝天 / 高虎,剧情,中国大陆,28,45,7.1,405
格子间女人,2014,蒋家骏,欧阳琴书,唐嫣 / 吴卓羲 / 莫小棋 / 李承炫 / 韩张 / 刘浠希 / 张熙媛 / 蒋冰 / 唐群 / 任泉 / 唐旭 / 张伦硕 / 冯婧 / 聂雅亮 / 李学庆,剧情 / 爱情,中国大陆,30,,7.1,605
前妻的车站,2010,斗琪,南西 / 王宁,江珊 / 周晓斌 / 韩青 / 石林,剧情,中国大陆,30,40,7.1,239
爱的追踪,2016,张国立 / 陈昆晖,吕铮,张国立 / 闫妮 / 高晓菲 / 高玉庆 / 谭洋 / 刘立 / 初俊辰 / 周建鹏 / 孙铱 / 樊昱君 / 曾肖龙 / 朱怀旭 / 孙岚 / 郑业成 / 郑强,剧情 / 犯罪,中国大陆,30,,7.1,245
动漫英雄,2015,黄元达,苏世雄 / 刘辰光 / 施适,谢彬彬 / 王子清 / 王东 / 阎汶宣,喜剧 / 动作 / 奇幻,中国大陆,8,10,7.1,61
舞台姐妹,2007,巴特尔,徐瑛,梅婷 / 苏岩 / 何赛飞 / 史依弘 / 李诚儒 / 周国宾 / 朱茵,,中国大陆,34,,7.1,137
朋友一场,2010,黄力加,林和平,袁立 / 娟子 / 刘威,,中国大陆,26,,7.1,42
爱在生死边缘,2001,安战军,杨海波,王艳 / 任程伟 / 朱宏嘉,剧情,中国大陆,20,,7.1,50
球爱情缘,2000,,,陶大宇 / 陈海恒 / 谢可可,爱情,中国大陆 / 香港,30,,7.1,44
那些年，那些事,2010,康宁,傅萌,保剑锋 / 苏岩 / 张定涵 / 霍政谚 / 张志超,剧情 / 爱情,中国大陆,30,,7.1,57
赵四小姐与张学良,1989,崔俊波 / 孙亚舒,赵云生,陈剑飞 / 倪雪华,,中国大陆,16,,7.1,42
一世情缘,2007,关锦鹏 / 刘志,程乃姗,唐于鸿 / 高云翔 / 孙俪 / 谢君豪 / 曹克难 / 何赛飞 / 王诗槐 / 吴乙彤 / 艾伟 / 王志华 / 丁洋,剧情 / 爱情,中国大陆,30,,7.1,575
美丽鲜花在开放,2010,高希希,纪风,许晴 / 邵峰 / 于滨 / 李依晓 / 王新军 / 白荟 / 钱志 / 侯传杲 / 陈好 / 马泽涵 / 张新华 / 刘威 / 徐蕾 / 华子 / 尹媗 / 常铖,剧情,中国大陆,25,,7.1,56
莫让情两难,2006,朱文武,,迟帅 / 于小惠 / 侯天来,,中国大陆,20,,7.1,41
胡杨女人,2010,张晓春,庞一川 / 庞继来,王茜华 / 李明启 / 沈 航,,中国大陆,24,,7.1,178
缘海情天,2003,,,吴倩莲 / 吴大维,剧情,中国大陆,20,,7.1,43
幸福生活在招手,2011,夏钢,郝岩,潘虹,剧情 / 家庭,中国大陆,29,40,7.1,37
婚内外,2008,蒋钦民,蒋钦民 / 江湖,苗圃 / 任泉 / 赵子琪,剧情,中国大陆,25,45,7.1,36
兴国，兴国！,2011,徐宗政,刘奎序,王挺 / 张恒,战争,中国大陆,29,45,7.1,35
萌妃驾到,2018,邹集城,连翘,汪东城 / 金晨 / 夏一瑶 / 韩玖诺 / 米娜 / 汤梦佳 / 沈瑶 / 张海宇 / 刘冠麟 / 陈德修 / 杨运麒 / 瞿澳晖,喜剧 / 爱情 / 古装,中国大陆,36,45,7.1,6533
以你为名的青春,2018,许珮珊 / 赖孟杰,汪秀贤 / 杨宜桦 / 王慧芬,李墨之 / 连晨翔 / 盖玥希 / 徐嘉苇 / 张鑫 / 陈昊明 / 文苡帆 / 王皓轩,爱情,中国大陆,24,40,7.1,2772
新警事之隐形兄弟,2010,李诚儒,漠希 / 李鸿翮 / 徐剑博 / 王俊丹,李诚儒 / 杨子骅 / 冯鹏 / 洪紫琳 / 李颖 / 宋欣洁 / 杨平友,犯罪,中国大陆,30,40,7.1,49
非亲父子,2008,汪涛,董会平,杜淳 / 张铎 / 张定涵 / 潘虹 / 杜志国,家庭,中国大陆,24,,7.1,59
浴血坚持,2008,胡玫 / 杨军 / 何燕江,何燕江 / 唐天艺,马少骅 / 倪土 / 王斑 / 张玉洁 / 唐伟 / 刘旭 / 包贝尔 / 龚洁 / 张世 / 刘劲 / 彭丹 / 王霙 / 马岩 / 杨均柏 / 盖吉利,剧情 / 战争,中国大陆,32,,7.1,73
北平战与和,2009,张前,李汀 / 吴因易,刘劲 / 陈逸恒 / 李克俭 / 盖美 / 程前 / 张琳,,中国大陆,34,,7.1,71
知日,2014,黄小洲,,,,中国大陆,15,6,7.1,85
幸福满满,2013,刘恺,任增超,姚芊羽 / 李佳璇 / 赵会南 / 何昊阳 / 姜超 / 赵荣 / 倪大红 / 方子哥 / 李立 / 徐美玲 / 张洪杰 / 宁文彤 / 王迅 / 张英 / 马丽 / 高宝宝 / 许娣,剧情 / 爱情,中国大陆,31,45,7.1,96
新五女拜寿,2003,张健伟,,宁静 / 乔振宇 / 傅艺伟 / 李倩 / 刘芸 / 黄维娜,喜剧 / 家庭 / 古装,中国大陆,26,45,7.1,107
断仇谷,2001,宇桥,,关礼杰 / 洪金宝 / 祁艳,剧情 / 动作 / 古装,中国大陆,30,,7.1,117
一言为定,2005,潘峰,西门大官人,佟大为 / 左小青 / 刘一含,剧情 / 爱情,中国大陆,20,,7.1,104
憨媳当家,2009,张晓春,葛亚军 / 王双喜,李菁菁 / 孙松,剧情,中国大陆,23,,7.1,120
这不是大学,2013,叶建峰,辣子叶片,王祥 / 谢俊磊 / 叶建峰,喜剧 / 短片,中国大陆,10,10,7.1,117
虾球传,1982,,黄谷柳 / 张木桂,麦文燕 / 钟浩 / 卢海潮 / 闪增宏,,中国大陆,8,,7.1,103
十月怀胎,2005,曹保平,赵晨阳,许亚军 / 牛莉 / 杨童舒,剧情,中国大陆,24,,7.1,107
屌丝留学记,2014,梁琨琨,马宁,李潇 / 吴峻涛 / 白丽莎,喜剧 / 短片,中国大陆,13,10,7.1,138
小明和他的小伙伴们,2015,李志延,李志廷 / 李家明 / 俞存杰 / 贾振伟,魏子煜 / 周梓航 / 孔祥月 / 张亚楠 / 侯振尧 / 李潇 / 李家明,喜剧 / 儿童,中国大陆,10,7分37秒,7.1,146
中国式结婚,2005,李骏 / 杨竞泽,沈亢 / 雷婷,辛柏青 / 吴越,,中国大陆,20,45,7.1,140
恋歌,2013,王雷,董友竹,张若昀 / 吴婷 / 陈奕龙 / 周庭伊 / 李玲玉 / 芮伟航,爱情,中国大陆,28,40,7.1,194
别叫我兄弟,2014,付宁,杜正哲,朱雨辰 / 任重 / 程媛媛 / 姜妍 / 方安娜 / 周璞 / 班赞 / 彭杨 / 陈瑾 / 吴刚 / 叶静 / 石修 / 丁勇岱 / 余皑磊 / 芮伟航 / 张大礼,剧情 / 爱情,中国大陆,32,32,7.1,656
宅人食堂,2017,,,,,中国大陆,12,30,7.1,415
午夜计程车,2014,萩生田宏治 / 洪泠 / 杜晓雨,和田清人 / 丁洁如 / 钱洁蓉 / 洪泠 / 吕峥 / 池田千寻,成泰燊 / 刘雅瑟 / 李梦 / 叮当 / 熊晓雯 / 丹琳 / 徐黄丽,剧情,中国大陆 / 日本,10,20,7.1,1081
好先生番外篇,2016,张晓波,李潇 / 于淼 / 张英姬,张艺兴 / 关晓彤 / 孙红雷 / 江疏影 / 车晓 / 李文玲,喜剧 / 爱情,中国大陆,3,16,7.1,1841
你是我爱人,2012,张国立 / 陈建斌 / 罗长安,陈彤,张国立 / 邓婕 / 陈建斌 / 张萌 / 咏梅 / 叶一云 / 白小英楠 / 郑铮 / 李昊臻,剧情 / 家庭,中国大陆,30,45,7.1,1432
大仙衙门,2016,李伟基 / 钟侃燮 / 蓝志伟,张炭 / 任莎,吴倩 / 王传君 / 陈奕 / 叶梓棠 / 李欣聪,剧情 / 喜剧 / 古装,中国大陆,40,40,7.1,748
朕的刺客女友,2018,李韵臻,安艺 / 阳光光 / 高桥 / 琪木 / 潘可唯 / 张倩 / 董方星 / 梁爱,蔡知辰 / 陈昊蓝 / 徐婕 / 丛健彰 / 陈宣铭 / 王振 / 王歆霆,剧情 / 喜剧 / 爱情 / 古装,中国大陆,24,40,7.1,737
熊猫京京,1996,王柏荣,凌纾,王丽华 / 齐杰 / 王羊,剧情 / 儿童 / 犯罪 / 冒险,中国大陆,26,20,7.1,9480
给我一个十八岁,2018,丁伟,刘梦寒 / 付建业 / 张小磊 / 冯唐,郭麒麟 / 孙伟豪 / 李砚 / 王嘉宁 / 方川 / 袁百梓卉 / 梅婷 / 耿乐 / 何泽远 / 飞尔多斯 / 刘亚津 / 李洪涛 / 林鹏 / 王晴 / 林琪 / 贾小双 / 张振华 / 孔令婧 / 邬馨谊 / 张馨元 / 袁霞 / 毕瀚文 / 李素云,剧情 / 爱情,中国大陆,21,40,7.1,2302
乡村爱情故事,2010,赵本山 / 徐正超,张继,于月仙 / 小沈阳 / 王小利 / 刘小光 / 赵本山 / 刘流 / 贺树峰 / 王小宝 / 毕畅,喜剧,中国大陆,36,41,7.1,3242
断奶,2013,李力安,庆华 / 张洁,佟丽娅 / 雷佳音 / 罗晋 / 林源 / 张小磊 / 王诗槐 / 郭凯敏 / 马歌 / 朱琳 / 杨昆 / 陈鸿梅 / 郑毓芝,剧情 / 家庭,中国大陆,32,40,7.1,4663
小儿难养,2013,曹盾,韩天 / 陈琼琼 / 粉扑,陈思诚 / 宋佳 / 王维维 / 彭冠英 / 万茜 / 王思思 / 茹萍 / 王耀庆 / 张然 / 陈卫 / 魏晨,剧情 / 家庭,中国大陆,35,40,7.1,4055
我女朋友的男朋友,2017,邓科,南镇 / 陆驭龙,白澍 / 蔡文静 / 李川 / 于蓓蓓 / 梁浩 / 陈锦昀 / 梁洁 / 邓科,喜剧 / 爱情 / 奇幻,中国大陆,16,30,7.1,3260
唐琅探案,2010,何洛 / 罗刚,邱雪枫,霍建华 / 张萌 / 黄觉 / 曾黎 / 金莎 / 霍思燕 / 于毅 / 马敬涵 / 魏千翔 / 高雄,剧情 / 悬疑,中国大陆,36,,7.1,2119
女人不再沉默,2003,刘二威,柳国庆,李幼斌 / 侯天来 / 涓子 / 赵丽娟 / 李小萌 / 潘婕,剧情,中国大陆,20,40,7.1,1347
幸福一定强,2010,张孝正 / 杨冠玉,杜政哲,明道 / 陈庭妮 / 李易峰 / 牛萌萌 / 李智楠 / 赵锦焘 / 李金铭 / 高宝宝 / 温海波,剧情 / 爱情,中国大陆,30,45,7.1,1735
温柔的背后,2008,郭方红 付永强,郭方宏,王挺 / 吴秀波 / 郭柯宇 / 侯天来 / 王伯昭 / 王鸥 / 求斯 / 曹馨月 / 夏德俊 / 阎娜,剧情 / 家庭,中国大陆,30,,7.1,728
铁道游击队,2005,王新民 / 陈咏歌,李世明 / 于峰 / 胡彦怀 / 吴作望,赵恒煊 / 史兰芽 / 刘长纯,剧情 / 战争,中国大陆,35,40,7.1,469
白发魔女,1999,张孝正 / 龙冠吾,张信义 / 陈晓冰,张智霖 / 蒋勤勤 / 陈俊生 / 于佳卉 / 林芳兵 / 顾宝明 / 张恒 / 周绍栋,爱情 / 武侠 / 古装,中国大陆,40,45,7.1,6326
真命小和尚,1997,,,曹骏 / 淳于珊珊 / 陈天文 / 向云,剧情 / 动作,中国大陆 / 新加坡,20,,7.1,11009
灵镜传奇,2003,李达超 / 叶成康,陈曼玲,于波 / 陈法蓉 / 蔡少芬 / 杨俊毅 / 张晋 / 张茜 / 徐少强 / 杨光 / 卢星宇,剧情 / 动作 / 爱情 / 奇幻,中国大陆,30,45,7.1,5819
无懈可击之高手如林,2011,蒋家骏,沈亢 / 江泽宏 / 吴迎盈,胡歌 / 唐嫣 / 邱泽 / 戚薇 / 董璇 / 范逸臣 / 郑希怡 / 张世 / 高磊 / 徐正溪,剧情 / 爱情,中国大陆,30,45,7.1,7660
名侦探狄仁杰,2015,至尊玉,伍子豪,刘浩 / 白客 / 张本煜 / 柯达 / 郑合惠子 / 至尊玉,喜剧 / 悬疑 / 短片 / 古装,中国大陆,12,15,7.1,12431
屌丝男士,2015,大鹏,,大鹏 / 玛蒂娜·希尔 / 韩庚 / 范冰冰 / 郑容和 / 柳岩 / 贾玲 / 乔杉 / 袁姗姗 / 周韦彤,喜剧,中国大陆,8,15,7.1,10545
